Datetime,Tweet Id,text,usernames,Stomach,Place,text_lemme,top_emotion,top_emotion_score,second_emotion,second_emotion_score,third_emotion,third_emotion_score
2022-05-21 17:10:47 + 00:00,1.53E+18,"♦️ Hand drawn: Comrade's Daily Vibrations Deafening
 Author: Vanilla Mountain Farm - Hummingbird Comrades

 As for the live streaming method and data of our revolutionary revelation, the Communist Party's fears were not as much as they feared us, and the

 Communist Party thieves livestreamed the revolution, Xi Jinping, Shanghai, the epidemic, Beijing, the quarantine and closure of the city, and the elimination of nucleic acid, DeFi, the voice of April, Musk Trump,
 New China Federation, Guo Wengui https://t.co/tRQnfKFFAB",qbvoxjhg3cll6qv,,,♦️ hand drawn comrade s daily vibration deafening author vanilla mountain farm hummingbird comrade live streaming method data revolutionary revelation communist party s fear feared the communist party thief livestreamed revolution xi jinping shanghai epidemic beijing quarantine closure city elimination nucleic acid defi voice april musk trump new china federation guo wengui http t trqnfkffab,fear,0.952845633,amusement,0.017858692,neutral,0.009248522
2022-05-21 16:25:55 + 00:00,1.53E+18,"Cantonese: 5/20/2022 Mr. Wen Gui: “The Communist Party Is Threatening the West with Domestic Economic Bombs and Decoupling”

 MOS Hong Kong Department volunteered and synthesized the

 Communist Party's decoupling live broadcast to reveal the revolution, Xi Jinping, the Shanghai epidemic, the Beijing quarantine, the closure of the city, the elimination of nucleic acid, DeFi, the sound of April, Musk Trump,
 New China Guo Wengui, NFSC Milesguo https://t.co/AsSLjwTFjb",qbvoxjhg3cll6qv,,,cantonese 5 20 2022 mr wen gui “ the communist party threatening west domestic economic bomb decoupling ” mo hong kong department volunteered synthesized the communist party s decoupling live broadcast reveal revolution xi jinping shanghai epidemic beijing quarantine closure city elimination nucleic acid defi sound april musk trump new china guo wengui nfsc milesguo http t assljwtfjb,approval,0.994685173,optimism,0.001997406,neutral,0.000716375
2022-05-21 16:05:59 + 00:00,1.53E+18,"@VOAChinese After two years of experiencing the epidemic, it's still the level of awareness at the time of the closure of Wuhan. Retaining is also a consumable item; it's not sent",ZhaoShiYan0413,,,voachinese year experiencing epidemic s level awareness time closure wuhan retaining consumable item s sent,approval,0.99022913,sadness,0.004536492,neutral,0.00124217
2022-05-21 15:23:12 + 00:00,1.53E+18,"It's been almost two months since the closure of the city of Shanghai, but there are still many restrictions. The recovery of the domestic consumer market is a long way
 from before the epidemic... The pain point of the Chinese economy is confidence in the short term, and population in the long run...
 So the epidemic policy must be adjusted. The next five years are the most critical period...",Yueyichen 3,,,s month closure city shanghai restriction recovery domestic consumer market long way epidemic pain point chinese economy confidence short term population long run epidemic policy adjusted year critical period,approval,0.982754529,realization,0.006235732,neutral,0.006127147
2022-05-21 14:28:18 + 00:00,1.53E+18,"The epidemic is rapidly heating up in Linshui County, Sichuan Province
 💥 The entire city went into a state of lockdown on May 19, and the authorities urgently remodeled square cabin hospitals. The video shows a large number of militiamen entering neighboring Shuixian County ‼️ https://t.co/CPimNrvnEe",aatmbg,,,epidemic rapidly heating linshui county sichuan province 💥 entire city went state lockdown 19 authority urgently remodeled square cabin hospital video show large number militiaman entering neighboring shuixian county ‼️ http t cpimnrvnee,neutral,0.502204537,sadness,0.313459963,approval,0.053457711
2022-05-21 14:21:00 + 00:00,1.53E+18,"@remonwangxt Two years ago, I saw signs of an epidemic closure from L City. I wanted to escape to H City where I work with my whole family. My mother was moved by me, but my father adamantly refused to go, fearing being discriminated against to spread the drug. We had a big fight. After a week, there was actually nothing wrong in L City. Then there was no mandatory nucleic acid test. Then the epidemic began in H City.",Binglan8,,,remonwangxt year ago saw sign epidemic closure l city wanted escape h city work family mother moved father adamantly refused fearing discriminated spread drug big fight week actually wrong l city mandatory nucleic acid test epidemic began h city,anger,0.388921291,sadness,0.243550897,neutral,0.243520722
2022-05-21 13:31:19 + 00:00,1.53E+18,"In Shanghai, the elderly were quarantined in the community back home and asked the elderly to kneel in the rain and take their clothes off before they could return home. The neighborhood committee also accused the elderly of causing trouble in the community. Shanghai Recorded Disease Control｜Shanghai Epidemic｜Shanghai Epidemic Out of Control｜Shanghai Outbreak | Shanghai Outbreak | Shanghai Outbreak | China Outbreak
 https://t.co/EneBmthYji",Zaiyeshuo,,,shanghai elderly quarantined community home asked elderly kneel rain clothes return home neighborhood committee accused elderly causing trouble community shanghai recorded disease control｜shanghai epidemic｜shanghai epidemic control｜shanghai outbreak | shanghai outbreak | shanghai outbreak | china outbreak http t enebmthyji,approval,0.995480657,sadness,0.001513872,neutral,0.000769838
2022-05-21 13:23:18 + 00:00,1.53E+18,"In many major Chinese cities, including Shanghai, which have been plagued by the closure of the COVID-19 epidemic, the epidemic has been slowing down recently, and the resumption of market resumption of work and production is gradually being accelerated. https://t.co/kDbLg75nrW https://t.co/uYhFphMY4h",Nanyangpress,,,major chinese city including shanghai plagued closure covid 19 epidemic epidemic slowing recently resumption market resumption work production gradually accelerated http t kdblg75nrw http t uyhfphmy4h,realization,0.672249734,amusement,0.302823693,neutral,0.009552837
2022-05-21 12:22:28 + 00:00,1.53E+18,"Terrified by the closure of China! The wave of foreign teachers and fugitive international schools can't hire anyone with a monthly salary of RMB 50,000 https://t.co/60jNFs25vv The
 worsening quality of teaching and the dilemma of a shortage of talents has also sounded a wake-up call for international schools that have opened up foreign investment and foreign talents in China over the past 20 years. I'm afraid they will not be able to survive this wave of the epidemic. 

40% of foreign teachers will leave China this year, 10% higher than last year and 25% higher than before the outbreak of the epidemic.",wuxiuwen6,,,terrified closure china ! wave foreign teacher fugitive international school t hire monthly salary rmb 50 000 http t 60jnfs25vv the worsening quality teaching dilemma shortage talent sounded wake international school opened foreign investment foreign talent china past 20 year m afraid able survive wave epidemic 40 foreign teacher leave china year 10 higher year 25 higher outbreak epidemic,disgust,0.993080795,disapproval,0.00135401,fear,0.00083722
2022-05-21 12:03:00 + 00:00,1.53E+18,"When Mordu closed down, it was just in time for the outbreak of the epidemic in Taiwan. You can compare the advantages and disadvantages of “clearing” and “coexistence”. However, the media inside the wall did not talk about the Taiwan epidemic this time around, because the superiority of socialism was not shown this time around, but it was fully demonstrated without humanity.",SUNLIGHTAFTERS1,,,mordu closed time outbreak epidemic taiwan compare advantage disadvantage “ clearing ” “ coexistence ” medium inside wall talk taiwan epidemic time superiority socialism shown time fully demonstrated humanity,admiration,0.9973526,optimism,0.000595285,neutral,0.000525894
2022-05-21 09:55:18 + 00:00,1.53E+18,"@FishLin10 I just happened to be brushing to see that people keep going from 1450 to 1450, then checking 1450 for this year's epidemic, etc. They mocked other countries last year. What am I saying is the current space-time chaos? Moreover, the countries that were mocked last year are still under lockdown. How about living in Taiwan? lol die~",Hypaleon,,,fishlin10 happened brushing people going 1450 1450 checking 1450 year s epidemic mocked country year saying current space time chaos country mocked year lockdown living taiwan lol die,amusement,0.557514787,joy,0.429575831,neutral,0.004733531
2022-05-21 09:50:56 + 00:00,1.53E+18,"Close relatives of suspected case No. 1 in Tonglu, Hangzhou, Zhejiang were cyberbullied. On May 8, a piece of information about close contacts was leaked on the Internet. The information included mobile phone numbers, and family members frequently received annoying phone calls. Hangzhou Outbreak | Tonglu County Outbreak | Tonglu County Closure | China Outbreak Out of Control | China Outbreak | Shanghai Outbreak | Beijing Outbreak
 https://t.co/KRtQwtXzlj",Zaiyeshuo,,,close relative suspected case 1 tonglu hangzhou zhejiang cyberbullied 8 piece information close contact leaked internet information included mobile phone number family member frequently received annoying phone call hangzhou outbreak | tonglu county outbreak | tonglu county closure | china outbreak control | china outbreak | shanghai outbreak | beijing outbreak http t krtqwtxzlj,neutral,0.976020932,anger,0.018148568,annoyance,0.001795431
2022-05-21 09:46:00 + 00:00,1.53E+18,"According to a recent survey, 85% of foreigners in Shanghai said this wave of lockdown made them start to reconsider their future in China, and nearly half said they wanted to leave immediately or within a year. According to a Reuters report, Woodke, chairman of the European Union Chamber of Commerce in China, said at a recent forum that the number of foreigners in China has been reduced by half during the epidemic, and may be reduced by another half by this summer. 
https://t.co/CDCKy8hyhw",RFachInese,,,according recent survey 85 foreigner shanghai said wave lockdown start reconsider future china nearly half said wanted leave immediately year according reuters report woodke chairman european union chamber commerce china said recent forum number foreigner china reduced half epidemic reduced half summer http t cdcky8hyhw,approval,0.996379673,optimism,0.001481163,neutral,0.000364362
2022-05-21 09:31:40 + 00:00,1.53E+18,"🔥 The epidemic is rapidly heating up in Linshui County, Sichuan Province
 💥 The city went into a state of lockdown on May 19, and the authorities urgently remodeled square cabin hospitals. The video shows a large number of militiamen entering neighboring Shuixian County ‼️ https://t.co/6BtWxYI9Dp",Xiaoxin11786630,,,🔥 epidemic rapidly heating linshui county sichuan province 💥 city went state lockdown 19 authority urgently remodeled square cabin hospital video show large number militiaman entering neighboring shuixian county ‼️ http t 6btwxyi9dp,approval,0.820202351,realization,0.126114875,neutral,0.012308556
2022-05-21 08:41:26 + 00:00,1.53E+18,"@formosan101 @OttoHuang120 was queuing up to lead the ashes because they didn't give up during the closure of the city. Concentrated until the few days of liberalization, 3,869 people died from the Wuhan outbreak. After it was liberalized, the key players will definitely have to line up. As for ignoring the later news in English, can't you understand it?",san07172,,,formosan101 ottohuang120 queuing lead ash t closure city concentrated day liberalization 3 869 people died wuhan outbreak liberalized key player definitely line ignoring later news english t understand,approval,0.97524035,realization,0.015754651,neutral,0.004416723
2022-05-21 07:54:32 + 00:00,1.53E+18,"@yezi0911 @lelefarley oh great, if Taiwan were to open up before it was confirmed that it was diagnosed less than 100,000, it was number one in the world. It means that the epidemic will come to an end. After Taiwan passes its peak, the rest of China is still closed down and cleared. But Taiwanese people have wanted to go abroad to have fun for a long time",AJTR16,,,yezi0911 lelefarley oh great taiwan open confirmed diagnosed 100 000 number world mean epidemic come end taiwan pass peak rest china closed cleared taiwanese people wanted abroad fun long time,realization,0.803669035,admiration,0.064746216,neutral,0.051920131
2022-05-21 07:28:03 + 00:00,1.53E+18,"🔥 The epidemic is rapidly heating up in Linshui County, Sichuan Province
 💥 The city went into a state of lockdown on May 19, and the authorities urgently remodeled square cabin hospitals. The video shows a large number of militiamen entering neighboring Shuixian County ‼️ https://t.co/ctZ3quvedr",Yulin18494807,,,🔥 epidemic rapidly heating linshui county sichuan province 💥 city went state lockdown 19 authority urgently remodeled square cabin hospital video show large number militiaman entering neighboring shuixian county ‼️ http t ctz3quvedr,approval,0.799297869,sadness,0.124522686,neutral,0.016370395
2022-05-21 06:23:19 + 00:00,1.53E+18,"@redwallpusher Shanghai used to be a cosmopolitan city! In the era of the Communist Party Xi Jinping, there was an incident where the virus epidemic closed down the city to prevent citizens from shopping, causing people to go hungry and jump from house to house! This must be big news in New York! Let the world see and compare what is Sitler's Nazi communism? What is the Communist Party of China?",ZhaoJunHuang3,,,redwallpusher shanghai cosmopolitan city ! era communist party xi jinping incident virus epidemic closed city prevent citizen shopping causing people hungry jump house house ! big news new york ! let world compare sitler s nazi communism communist party china,approval,0.996853054,amusement,0.001101481,neutral,0.000400506
2022-05-21 06:00:00 + 00:00,1.53E+19,"[Is the bubble bursting?] Technology stocks have entered an era of uncertainty
 https://t.co/6uhntwlCDd As the

 companies hardest hit by the pandemic got back on track, the tech industry's “lockdown favorites” Facebook, Netflix, and Zoom were re-valued by the market. Since the beginning of the year, FAANG's top five technology stocks have dropped a total of about 2 trillion US dollars, and this decline may not be over yet. 

Technology stock FAANG Tesla Zoom https://t.co/m9pnwZnLBN",BloombergBWcn,,,bubble bursting technology stock entered era uncertainty http t 6uhntwlcdd the company hardest hit pandemic got track tech industry s “ lockdown favorite ” facebook netflix zoom valued market beginning year faang s technology stock dropped total 2 trillion dollar decline technology stock faang tesla zoom http t m9pnwznlbn,realization,0.980419815,approval,0.006426918,neutral,0.004096034
2022-05-21 05:50:33 + 00:00,1.53E+18,"@JLTW8 @dw_chinese China isn't scientific yet? It's been almost three years since the epidemic. Foreign countries have always been politically involved in epidemic prevention, and politics has guided science. The epidemic in China has always been scientifically guided in epidemic prevention. It has been perfectly controlled for almost three years. Why isn't it scientific? This time, Shanghai's Huating prevention and control loopholes caused by Hong Kong people led to the closure of Shanghai. In the past three years 😅😅😅 global epidemic prevention models, looking at foreign countries is the same as looking at fools.",YLive 2016,,,jltw8 dw chinese china isn t scientific s year epidemic foreign country politically involved epidemic prevention politics guided science epidemic china scientifically guided epidemic prevention perfectly controlled year isn t scientific time shanghai s huating prevention control loophole caused hong kong people led closure shanghai past year 😅😅😅 global epidemic prevention model looking foreign country looking fool,neutral,0.752497911,disapproval,0.143019244,annoyance,0.064184159
2022-05-21 04:15:58 + 00:00,1.53E+18,"1. From the outbreak of the epidemic until now, sweet potato leaves that have been planted for so long have ended up being small and large-scale... why
 don't we... eat them? 🥴

 2. This vine is crooked, and that branch doesn't develop well. Pull it all out for him: 33.

 Remove the old leaves and the long bug leaves... there's really nothing left 🥲
 (If the city were closed down for the first time, then wouldn't everyone starve to death? 

4. After patting the garlic and frying it, my mom thought it was too wasteful to pat the garlic. When it's time to cook the noodles, put down a few dots 😑 https://t.co/N60Cfp3Bdv",o_o789512357,,,1 outbreak epidemic sweet potato leaf planted long ended small large scale why t eat 🥴 2 vine crooked branch t develop pull 33 remove old leaf long bug leaf s left 🥲 city closed time wouldn t starve death 4 patting garlic frying mom thought wasteful pat garlic s time cook noodle dot 😑 http t n60cfp3bdv,curiosity,0.942613006,approval,0.039679717,neutral,0.004522892
2022-05-21 04:14:45 + 00:00,1.53E+18,"[Terrified by the closure of the city, expatriates fled to international schools with a monthly salary of 50,000 and were unable to invite anyone] Shanghai was originally a window for China to open up to the outside world, but an epidemic closure of the city unexpectedly showed the CCP regime's ignorance and barbarism to the outside world. This freaked out expatriates in China. According to the latest news, a large number of foreign teachers have fled China, and international schools around the world are unable to invite anyone because they have spent a lot of money; I'm afraid they won't be able to survive this wave of the epidemic. 
https://t.co/sICuxylaXN https://t.co/hPNK1fOuse",soundofhope_soh,,,terrified closure city expatriate fled international school monthly salary 50 000 unable invite shanghai originally window china open outside world epidemic closure city unexpectedly showed ccp regime s ignorance barbarism outside world freaked expatriate china according latest news large number foreign teacher fled china international school world unable invite spent lot money m afraid won t able survive wave epidemic http t sicuxylaxn http t hpnk1fouse,neutral,0.992584348,nervousness,0.001267219,fear,0.001212002
2022-05-21 04:09:59 + 00:00,1.53E+18,"Terrified by the closure of the city, expatriates fled to international schools with 50,000 monthly salaries and were unable to hire anyone | Shanghai | Foreign teachers | Escaping China | International schools | The epidemic | The Chinese Communist Party | Expatriates | Voices of Hope https://t.co/kNrupoo9SZ",K7KV30BYI00LDCC,,,terrified closure city expatriate fled international school 50 000 monthly salary unable hire | shanghai | foreign teacher | escaping china | international school | epidemic | chinese communist party | expatriate | voice hope http t knrupoo9sz,optimism,0.751526535,sadness,0.225829259,neutral,0.006546881
2022-05-21 03:37:10 + 00:00,1.53E+18,"My friends and friends only posted a new report from Xinhua News Agency about 60,000 cases a day when the Taiwan epidemic first broke out. Isn't Taiwan scary? I'm being bombarded with saying that it's better for old people to starve to death? 

As a result, after that day, there were no more news stories about Taiwan within the wall. It was probably discovered that under the closure of the city, they couldn't even wash away their hatred.",Qv4X4,,,friend friend posted new report xinhua news agency 60 000 case day taiwan epidemic broke isn t taiwan scary m bombarded saying s better old people starve death a result day news story taiwan wall probably discovered closure city couldn t wash away hatred,neutral,0.847878039,anger,0.077795416,fear,0.018864453
2022-05-21 03:15:10 + 00:00,1.53E+18,"@Dandel1on_0820 Also, my city hasn't been closed down, there's been no epidemic. The consumption of the epidemic over the past three years, the consumption of the epidemic over the past three years, two nucleic acid tests at my own expense, 20 yuan, and the cost of masks around 200 yuan 😄😄",Joneylv,,,dandel1on 0820 city hasn t closed s epidemic consumption epidemic past year consumption epidemic past year nucleic acid test expense 20 yuan cost mask 200 yuan 😄😄,neutral,0.438690275,curiosity,0.417187959,sadness,0.050230298
2022-05-21 03:14:11 + 00:00,1.53E+18,"@Reuters The closure of Shanghai this time is too costly. I don't know how many infected babies will be born. There will be a wave of childbearing peaks, and kindergartens and schools will be difficult to get to later.",Yedongquan,,,reuters closure shanghai time costly t know infected baby born wave childbearing peak kindergarten school difficult later,sadness,0.964273751,annoyance,0.018317727,neutral,0.004878595
2022-05-21 02:38:39 + 00:00,1.53E+18,"@Acceed11451419 if the city isn't closed down! If we don't talk about Shanghai today, the whole Chinese metropolis will be full of epidemics! It is absolutely accurate that China immediately took the opportunity to attack the virus inside Shanghai! 

What kind of time is quiet? Just because there is a Communist Party that carries the burden of moving forward for the people of the motherland!",Xiang67526167,,,acceed11451419 city isn t closed down ! t talk shanghai today chinese metropolis epidemic ! absolutely accurate china immediately took opportunity attack virus inside shanghai ! what kind time quiet communist party carry burden moving forward people motherland !,curiosity,0.945873439,approval,0.0332909,neutral,0.012448202
2022-05-21 02:37:09 + 00:00,1.53E+18,"There's been a lot of hustle and bustle on Election Day. 
Morrison was quite supportive of SMB during the pandemic. As long as the city was closed down, they could get money. The government subsidized hundreds of thousands before and after. If there was no comparison, there was no harm. https://t.co/VsrxfQTipD",Baibing,,,s lot hustle bustle election day morrison supportive smb pandemic long city closed money government subsidized hundred thousand comparison harm http t vsrxfqtipd,approval,0.998388529,admiration,0.000488318,neutral,0.000138932
2022-05-21 02:34:27 + 00:00,1.53E+18,"@Acceed11451419 Look at the current state of Rengoku in Taiwan, where the epidemic broke out about the same time as Shanghai! The closure of Shanghai was cleared in just over a month. The closure of the city to fight the epidemic was definitely the most accurate decision! 
https://t.co/oNoJFed2q4",Xiang67526167,,,acceed11451419 look current state rengoku taiwan epidemic broke time shanghai ! closure shanghai cleared month closure city fight epidemic definitely accurate decision ! http t onojfed2q4,neutral,0.99111253,realization,0.00305929,approval,0.002504522
2022-05-21 01:40:00 + 00:00,1.53E+18,"The government's disguised closure of Tianjin intimidates citizens into violating orders and influencing their descendants.

 Recently, the epidemic prevention and control in Tianjin escalated. During multiple rounds of nucleic acid screening, the authorities implemented a closed “static management” on this municipality directly under the Central Government with a population of nearly 14 million, restricting the free movement of people and vehicles. The authorities will impose sanctions on violators, and will even “influence future generations”. 

https://t.co/55ZhxsUWV3",Dajiyuan,,,government s disguised closure tianjin intimidates citizen violating order influencing descendant recently epidemic prevention control tianjin escalated multiple round nucleic acid screening authority implemented closed “ static management ” municipality directly central government population nearly 14 million restricting free movement people vehicle authority impose sanction violator “ influence future generation ” http t 55zhxsuwv3,approval,0.997737408,admiration,0.000645115,neutral,0.000343527
2022-05-21 01:19:23 + 00:00,1.53E+18,"What is class status? Class status is the order in which supply is guaranteed when food supply is tight under the closure of the city due to the epidemic. Dutch fellow countrymen are eager to return to their hometown after the blockade is lifted. Their income in Shanghai is several times higher than their hometown, but as hard disk migrant workers in Shanghai, there are no organizational relationships or social relationships, and the order of insurance and supply is only above the flexible employment group in Qiaodong.",Greatchimerica,,,class status class status order supply guaranteed food supply tight closure city epidemic dutch fellow countryman eager return hometown blockade lifted income shanghai time higher hometown hard disk migrant worker shanghai organizational relationship social relationship order insurance supply flexible employment group qiaodong,optimism,0.309699506,approval,0.230396658,neutral,0.213684604
2022-05-20 23:25:37 + 00:00,1.53E+18,"@myfxtrader The Cultural Revolution is here, foreign investors have run, and the rich have voted with their feet; talent has run away, capital has flowed back to the West, and the four modernizations have become a bubble; Shanghai is blocked, Beijing is closed down, the Heavenly Dynasty is closed down, hungry people are howling, and the government's government is bulging up again in the pockets of the epidemic. The starving idiots have become fruitful results in the fight against the epidemic. This is the most amazing 'country' in the world, everywhere, like hell, talking about development prospects, isn't it just an idiot's dream?!",XIANGWEIG,,,myfxtrader cultural revolution foreign investor run rich voted foot talent run away capital flowed west modernization bubble shanghai blocked beijing closed heavenly dynasty closed hungry people howling government s government bulging pocket epidemic starving idiot fruitful result fight epidemic amazing country world like hell talking development prospect isn t idiot s dream !,neutral,0.990528345,approval,0.005172029,admiration,0.001398944
2022-05-20 23:24:40 + 00:00,1.53E+18,"@hon1ybadg1r At the beginning of the pandemic, I scolded Shanghai every day. It was because Shanghai's fight against the epidemic was not effective, and because of Shanghai's untimely closure of the city that caused positive patients to come to us; we also followed suit for 15 days! If I don't curse Shanghai, who am I going to curse?",LopeIbao,,,hon1ybadg1r beginning pandemic scolded shanghai day shanghai s fight epidemic effective shanghai s untimely closure city caused positive patient come followed suit 15 day ! t curse shanghai going curse,approval,0.997226059,admiration,0.000574519,neutral,0.000322989
2022-05-20 23:07:08 + 00:00,1.53E+18,"The Shanghai epidemic rebounded, and the blockade of Beijing and Tianjin escalated and the closure of Guang'an, Sichuan quickly built a square cabin (multiple video) to

 dynamically clear the epidemic > On the 20th, the Shanghai Health Commission announced the confirmation of 3 social cases and the confirmation of 853 cases in the quarantine area, ending 5 consecutive days of zero new additions, and another three rounds of nucleic acid in Hongkou District. The rise in the epidemic in Beijing has reported cluster infections in colleges and universities. According to the Beijing Health Commission, there is still a hidden risk of transmission in society. On the 19th, 62 new cases were confirmed. 

(https://t.co/4Vs1RuoQXQ https://t.co/bIVlskQdch",soundofhope_soh,,,shanghai epidemic rebounded blockade beijing tianjin escalated closure guang sichuan quickly built square cabin multiple video to dynamically clear epidemic 20th shanghai health commission announced confirmation 3 social case confirmation 853 case quarantine area ending 5 consecutive day zero new addition round nucleic acid hongkou district rise epidemic beijing reported cluster infection college university according beijing health commission hidden risk transmission society 19th 62 new case confirmed http t 4vs1ruoqxq http t bivlskqdch,approval,0.993071616,admiration,0.004265671,neutral,0.000714313
2022-05-20 22:31:46 + 00:00,1.53E+18,"Shanghai epidemic rebounds, Beijing-Tianjin containment upgrades tens of thousands of people to quickly build square cabins in Sichuan (multiple videos) | Dynamic clean-up | epidemic | coronavirus | Wuhan pneumonia | COVID-19 | Omicron | Shanghai epidemic | Beijing epidemic | half closure | Tianjin outbreak | Tianjin outbreak | Tianjin Beichen | whole village transfer | all staff nucleic acid | Sichuan epidemic | Guang'an closure | square cabin | voice of hope https://t.co/g0NPYNd3yI",K7KV30BYI00LDCC,,,shanghai epidemic rebound beijing tianjin containment upgrade ten thousand people quickly build square cabin sichuan multiple video | dynamic clean | epidemic | coronavirus | wuhan pneumonia | covid 19 | omicron | shanghai epidemic | beijing epidemic | half closure | tianjin outbreak | tianjin outbreak | tianjin beichen | village transfer | staff nucleic acid | sichuan epidemic | guang closure | square cabin | voice hope http t g0npynd3yi,approval,0.997481763,optimism,0.000677067,neutral,0.000342329
2022-05-20 22:29:02 + 00:00,1.53E+18,"@MiaoYeM Other countries' GDP has shrunk due to the pandemic. Only China is growing, and it's still breaking 8. How is that possible? China's GDP contraction will only be greater than that of others because of the epidemic, and it is possible that it will reach minus 8%. Furthermore, in addition to a series of factors such as trade wars, sanctions from Western countries, the withdrawal of a large number of foreign-funded companies, mass bankruptcy of domestic companies, the real estate storm, and unfinished buildings spread all over large and medium-sized cities, the contraction will only be even greater.",Qliumfs,,,miaoyem country gdp shrunk pandemic china growing s breaking 8 possible china s gdp contraction greater epidemic possible reach minus 8 furthermore addition series factor trade war sanction western country withdrawal large number foreign funded company mass bankruptcy domestic company real estate storm unfinished building spread large medium sized city contraction greater,approval,0.995364428,optimism,0.002581977,neutral,0.000308377
2022-05-20 22:19:51 + 00:00,1.53E+18,"@redwallpusher is the white bandit who closed down the city due to the CCP virus epidemic and the black bandits who demolished citizens' houses! Both are bandits, and they are bound to go to jail!",ZhaoJunHuang3,,,redwallpusher white bandit closed city ccp virus epidemic black bandit demolished citizen house ! bandit bound jail !,anger,0.988858223,annoyance,0.006149624,neutral,0.001026833
2022-05-20 22:14:09 + 00:00,1.53E+18,"🔥 The epidemic is rapidly heating up in Linshui County, Sichuan Province

 💥 The city went into a state of lockdown on May 19, and the authorities urgently remodeled square cabin hospitals. The video shows a large number of militiamen entering neighboring Shuixian County ‼️ https://t.co/tqO0KZdjVL",zhihui999,,,🔥 epidemic rapidly heating linshui county sichuan province 💥 city went state lockdown 19 authority urgently remodeled square cabin hospital video show large number militiaman entering neighboring shuixian county ‼️ http t tqo0kzdjvl,approval,0.814217865,realization,0.133138284,neutral,0.014714096
2022-05-20 21:10:00 + 00:00,1.53E+18,"The CCP's lockdown endangers the “lifeline” of Apple or cuts revenue by 8 billion US dollars. The

 CCP's strict epidemic prevention and control policies have had a direct impact on Apple's operations in the US. Apple expects sales losses of up to 8 billion US dollars from April to June this year due to the shutdown of OEM companies in China. 

https://t.co/o1tLy7AVGA",china_epoch,,,ccp s lockdown endangers “ lifeline ” apple cut revenue 8 billion dollar the ccp s strict epidemic prevention control policy direct impact apple s operation apple expects sale loss 8 billion dollar april june year shutdown oem company china http t o1tly7avga,approval,0.991276026,desire,0.004995251,neutral,0.00090495
2022-05-20 20:42:27 + 00:00,1.53E+18,"6v/2-1

 49:53-53:47 https://t.co/6lLUl0wUHy

 ✝️ What Luther is spreading is fighting for oneself
 ✝️ Fighting for oneself is the truth
 ✝️ Daring to fight for oneself is courage
 ✝️ For one's own human rights/rights/life/property rights/freedom from fear/freedom from fear of children and families
 ‼️ Tunliang/pandemic/closure of the city
 ✝️ Luther said
 ❶ When there were a few cases in Shanghai, The city will definitely be closed down
 (below 2-2) https://t.co/QPnfhSEOQM",ziyouminzhu_3,,,6v 2 1 49 53 53 47 http t 6llul0wuhy ✝️ luther spreading fighting oneself ✝️ fighting oneself truth ✝️ daring fight oneself courage ✝️ s human right right life property right freedom fear freedom fear child family ‼️ tunliang pandemic closure city ✝️ luther said ❶ case shanghai city definitely closed down 2 2 http t qpnfhseoqm,fear,0.762480259,amusement,0.19903332,neutral,0.017440272
2022-05-20 19:30:22 + 00:00,1.53E+18,"The closure of the city is equivalent to the engine shutting down; the current normal epidemic control is equivalent to engine idling. Many Chinese people, especially those within the system, approve of epidemic control and believe that maintaining a basic economy under epidemic control can achieve a win-win situation between social operation and dynamic elimination. It's just that they wonder why wages are getting lower?",jjamesw1,,,closure city equivalent engine shutting current normal epidemic control equivalent engine idling chinese people especially approve epidemic control believe maintaining basic economy epidemic control achieve win win situation social operation dynamic elimination s wonder wage getting lower,approval,0.581169665,optimism,0.241239876,neutral,0.132012472
2022-05-20 18:59:00 + 00:00,1.53E+18,"The Communist Party spent 100 billion dollars to
 deal with the revolution that broke the news

 from “6.4” until today (early), the hardest thing for the Communist Party to deal with was “Falun Gong”...
 then (now) it was me. (It's 10 times that of Falun Gong)

 Guo Wengui revealed the revolutionary news of the Communist Party of China, Wang Qishan, Xi Jinping, the Falun Gong epidemic, Shanghai, Beijing, the quarantine and closure of the city, the elimination of nucleic acid, DeFi, the voice of April, Musk Trump, Blue, Golden Communist Party https://t.co/r54eXSJMSm",qbvoxjhg3cll6qv,,,communist party spent 100 billion dollar to deal revolution broke news “ 6 4 ” today early hardest thing communist party deal “ falun gong ” s 10 time falun gong guo wengui revealed revolutionary news communist party china wang qishan xi jinping falun gong epidemic shanghai beijing quarantine closure city elimination nucleic acid defi voice april musk trump blue golden communist party http t r54exsjmsm,admiration,0.992901742,approval,0.002721968,neutral,0.001285858
2022-05-20 18:45:08 + 00:00,1.53E+18,"

The CCP is
 afraid of Guo Wengui's live broadcast, such as the sick, fearful of Hades, and the live streaming method and data of our revelation revolution. It's almost the sum of all fears of the Communist Party.

 Did Guo Wengui reveal the revolution and get fit today? CPC Wang Qishan, Xi Jinping, thief, Blue Golden Yellow, Communist Party, Falun Gong Pujin, Shanghai epidemic, Beijing, quarantine and closure of the city, DeFi, the voice of April, Musk Trump https://t.co/HMPsNIgXCd",qbvoxjhg3cll6qv,,,the ccp is afraid guo wengui s live broadcast sick fearful hades live streaming method data revelation revolution s sum fear communist party guo wengui reveal revolution fit today cpc wang qishan xi jinping thief blue golden yellow communist party falun gong pujin shanghai epidemic beijing quarantine closure city defi voice april musk trump http t hmpsnigxcd,disgust,0.99428314,nervousness,0.001133374,fear,0.000870332
