conversation_id,created_at,author_id,text,Id,edit_history_tweet_ids,author_name,original_text,top_emotion,top_emotion_score,second_emotion,second_emotion_score,third_emotion,third_emotion_score
1.64E+18,2023-03-30T06:33:36 .000Z,1329406249,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641327797628203008,Peo20200915,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T06:03:37 .000Z,8.61E+17,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641320252863651840,Shuijingming,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T05:46:10 .000Z,1.58E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641315864212541440,WayneZhang 2,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T05:41:40 .000Z,525551777,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce;",1.64E+18,[1641314729292439555,yoyoahmd38,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce;",joy,0.452377498,neutral,0.293569207,amusement,0.212295786
1.64E+18,2023-03-30T05:41:14.000Z,1.49E+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641314622295937024,OTH1238,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T05:30:57 .000Z,8.86E+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641312031432413186,JasonRayoIO555,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T05:18:21 .000Z,553704903,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641308863151603718,SheepleGend,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T05:14:59 .000Z,8.73E+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641308013339488257,gybg1949,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T04:35:28 .000Z,1.47E+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641298071408775168,yuancha6996,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T04:32:25 .000Z,1.58E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641297302324379651,LoneTheReal1,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T04:30:15 .000Z,1.60E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641296756209246208,Wanglily_lwcat,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T04:26:51 .000Z,110167281,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641295900499927040,Li2nd,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T04:26:04 .000Z,1.55E+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641295703032102913,zhangweiye0702,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T04:21:35 .000Z,7.01E+17,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641294576630771713,Shirushi121,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T04:21:18 .000Z,60897995,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641294504702644228,May_Flower_1620,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T04:13:46 .000Z,1.07E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641292610815000577,Weihaoran2004,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:48:18 .000Z,23749001,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641286200584732674,Ceslieanne,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:48:01 .000Z,23749001,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641286130153979910,Ceslieanne,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T03:43:44 .000Z,1495308361,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641285052515467264,Stephen_LukBig,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:36:31 .000Z,1.11E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641283236453322754,hghezllufPlucyu,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:35:55 .000Z,8.61E+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641283082371342338,gz_black_eye,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:28:48 .000Z,2788078109,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641281292334661634,HKDEMONOW,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:26:13 .000Z,1.42E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641280642267910144,majingfeng 1,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:25:16 .000Z,1338880777,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641280405272924160,wsyyzqflbzzy,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:24:41 .000Z,1.60E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641280259025936384,RoGGrj,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:21:34 .000Z,149088329,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641279472744927232,Gutouwang,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:19:29 .000Z,42425700,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641278948561809414,Alpha4_3dom,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:17:10 .000Z,831057985,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641278365754855424,nickname002002,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:14:10.000Z,568892405,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641277612646625281,ylyc99,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:08:11 .000Z,1.14E+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641276103250804738,ShikaiWen6,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:03:10.000Z,37662400,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641274844259168257,Heisenburger 110,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T03:00:33 .000Z,1.59E+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64E+18,[1641274183526252544,Linyi1227,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didnt even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofeis Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",amusement,0.94332701,neutral,0.036340516,optimism,0.005693291
1.64E+18,2023-03-30T03:00:02 .000Z,1662221618,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641274055331311617,Nabirahjj,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
1.64E+18,2023-03-30T02:58:46 .000Z,8.66E+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64E+18,[1641273735188475907,Polcandr,"[How did the closure of Shanghai happen after 25 million people lived in two months? https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",optimism,0.940520525,neutral,0.049956288,approval,0.002783598
