referenced_tweets,context_annotations,author_id,id,text,edit_history_tweet_ids,entities.mentions,attachments.media_keys,in_reply_to_user_id,processed_text
,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1289175819927949315', 'name': 'Work from home'}}]",831889963562196994,1636782362146095111,"SA women academics faced burn-out due to working from home during the Covid-19 lockdown, according to a recent study. Hannah Theron spoke to head researcher Dr Cyrill Walter from @StellenboschUni 
#StellenboschResearch #WomenAcademics #Covid19 #Burnout
https://t.co/Kg6osnoZRE",['1636782362146095111'],"[{'start': 179, 'end': 195, 'username': 'StellenboschUni', 'id': '41184483'}]",,,sa women academics faced burn out due working home during covid 19 lockdown according recent study hannah theron spoke head researcher dr cyrill walter
,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",1095426620507201536,1636782091739500549,U.S. Online Alcohol Sales Normalize After Covid-19 Lockdown Surge https://t.co/lJSyo5PEcA #polimexsnapshot #bevereagenews,['1636782091739500549'],,,,u s online alcohol sales normalize after covid 19 lockdown surge
,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",32906967,1636781498626916352,"IWSR: U.S. Online Alcohol Sales Normalize After Covid-19 Lockdown Surge
https://t.co/cezxDScGId https://t.co/LM7561zhv8",['1636781498626916352'],,['3_1636781496815042574'],,iwsr u s online alcohol sales normalize after covid 19 lockdown surge
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1630697712604545024,1636780736467419147,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636780736467419147'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",827464850808963074,1636780671753494529,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636780671753494529'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",874857829,1636780239815684096,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636780239815684096'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",1594724157375348736,1636780159549292554,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636780159549292554'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636667078580264960'}]",,1300834648482668544,1636779600310157315,"RT @Yasmin2186: How 🚑 Driver Akshay Bandgar became cash rich within days of SSR's murder?He was seen flaunting heavy Gold Chains, bought a…",['1636779600310157315'],"[{'start': 3, 'end': 14, 'username': 'Yasmin2186', 'id': '1363248421251866626'}]",,,rt how driver akshay bandgar became cash rich within days ssrs murder he was seen flaunting heavy gold chains bought
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1537842246082764800,1636779496140587008,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636779496140587008'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636700426862034944'}]","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696505548394496', 'name': 'Beauty, Cosmetic & Personal Care Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to makeup, perfumes and skin care'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '850395585941086209', 'name': 'Beauty', 'description': 'Beauty'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '855435585250484224', 'name': 'Beauty Novelty', 'description': 'Beauty Novelty'}}]",4237350017,1636779324140584961,RT @SophiaPatelBlog: Lockdown Consequences: How My Productivity Has Got Worse During Covid 19 https://t.co/KekJvZ2U6m #bbloggers #bloggerba…,['1636779324140584961'],"[{'start': 3, 'end': 19, 'username': 'SophiaPatelBlog', 'id': '822072082607599617'}]",,,rt lockdown consequences how my productivity has got worse during covid 19
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",154494101,1636779281354309638,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636779281354309638'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",877479669066498048,1636779237863571473,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636779237863571473'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'replied_to', 'id': '1636422412534202377'}]","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]",1105222328,1636779222692773892,@diisa2002 YOU SHUOLD BE THANKFUL FOR THEIR KIND GESTURE. WHAT WILL YOU SAY ABOUT YOUR POLITICIANS WHO HOARDED YOUR COVID 19 PALIATIVES DURING LOCKDOWN. ABEG GO AND FINF SOMETHING BETTER TO DO JOOR,['1636779222692773892'],"[{'start': 0, 'end': 10, 'username': 'diisa2002', 'id': '103227151'}]",,103227151,you shuold be thankful their kind gesture what will you say about your politicians who hoarded your covid 19 paliatives during lockdown abeg go finf something better do joor
"[{'type': 'retweeted', 'id': '1636587627322408963'}]","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1292818305992949761', 'name': 'Bollywood'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303713579829399554', 'name': 'Bollywood actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1360327768957804546', 'name': 'Indian film industry'}}]",2520715330,1636779173636374529,"RT @MahuaMoitraFans: Shocking:

Trailer of Rajkummar Rao, Bhumi Pednekar's Film on COVID-19 Lockdown Migration Taken Down from T-Series You…",['1636779173636374529'],"[{'start': 3, 'end': 19, 'username': 'MahuaMoitraFans', 'id': '1266855713764147202'}]",,,rt shocking trailer rajkummar rao bhumi pednekars film covid 19 lockdown migration taken down t series you
"[{'type': 'retweeted', 'id': '1636587627322408963'}]","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1057362688706146304', 'name': 'Rajkummar Rao', 'description': 'Rajkummar Rao'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1275819680536473600', 'name': 'Bhumi Pednekar'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1292818305992949761', 'name': 'Bollywood'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303713579829399554', 'name': 'Bollywood actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1360327768957804546', 'name': 'Indian film industry'}}]",1524335523913175040,1636779140396494848,"RT @MahuaMoitraFans: Shocking:

Trailer of Rajkummar Rao, Bhumi Pednekar's Film on COVID-19 Lockdown Migration Taken Down from T-Series You…",['1636779140396494848'],"[{'start': 3, 'end': 19, 'username': 'MahuaMoitraFans', 'id': '1266855713764147202'}]",,,rt shocking trailer rajkummar rao bhumi pednekars film covid 19 lockdown migration taken down t series you
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1296306096,1636779019524882443,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636779019524882443'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1568320089207840768,1636778963191185433,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636778963191185433'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1239998469948858368'}]","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",758378260694786048,1636778545971183617,RT @cottoncandaddy: my favourite consequence of the covid-19 societal lockdown is aquarium penguins roaming around freely and when this is…,['1636778545971183617'],"[{'start': 3, 'end': 18, 'username': 'cottoncandaddy', 'id': '894172301905625088'}]",,,rt my favourite consequence covid 19 societal lockdown is aquarium penguins roaming around freely when this is
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1436137087611326467,1636778542712209410,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636778542712209410'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636639296546545666'}]","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635321029252771840', 'name': 'Banking system crash (2023)'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1584490602338451456', 'name': 'Banking'}}]",1539111058388013056,1636777866338746387,RT @KanekoaTheGreat: .@friedberg explains how the banking crisis is a second or third-order consequence of the government's COVID-19 lockdo…,['1636777866338746387'],"[{'start': 3, 'end': 19, 'username': 'KanekoaTheGreat', 'id': '1085225533623783424'}, {'start': 22, 'end': 32, 'username': 'friedberg', 'id': '16359535'}]",,,rt explains how banking crisis is second or third order consequence governments covid 19 lockdo
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",800477575491383297,1636777709224312832,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636777709224312832'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",965991201584418816,1636777537710833685,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636777537710833685'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",2822307481,1636777353178234885,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636777353178234885'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
"[{'type': 'retweeted', 'id': '1636775178104635392'}]","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856860158428798977', 'name': 'California', 'description': 'California'}}]",1212742103916134403,1636777135258976276,RT @MichaelPSenger: “A church in California is countersuing Santa Clara County after the state imposed $2.8 million in fines on the place o…,['1636777135258976276'],"[{'start': 3, 'end': 18, 'username': 'MichaelPSenger', 'id': '1679362640'}]",,,rt church california is countersuing santa clara county after state imposed 2 8 million fines place o
