Datetime,Tweet Id,text,usernames,Stomach,Place
2022-05-26 00:16:11 + 00:00,1529617358545125376,Beijing is now being tightened on all fronts. Many bank transfers have to go to the counter. You need to submit a wine machine+wine order+visa. The first two can be obtained by looking for a way to get them. The visa can only be obtained by casually saying no remittance travel agency will do it. An old father-in-law of Shanghai Runyou spent 7 hours at a bank in Beijing and didn't eat for a day... I'm afraid the number of people in control of the epidemic is more of an excuse. The number of people in control of the epidemic is probably more of an excuse. The two places are being effectively closed down.,Damon_ji,,
2022-05-25 22:59:54 + 00:00,1529598160091365377,"@utotao @JesseMc85459646 @caolei1 nonsense, the city was closed down as soon as the epidemic was discovered, did the others matter?",xixihaha12128,,
2022-05-25 22:56:14 + 00:00,1529597235712778241,"Markets watch out for the Federal Reserve's interest rate hike meeting in June. Now it's all a period of decline. 

Because of the attitude relationship with Southeast Asia. Probably after COVID-19 passed, the monkeypox closure of the city came again. Now the US imperialists want to join Southeast Asia in a comprehensive maritime blockade. It threatened the Great Qing dynasty to open up the economy and trade. The internet, on the other hand, was the opium of the Great Qing dynasty. Agricultural civilization has been completely destroyed. 

Instead, the pandemic was like a Boxer Rebellion. It's a tool. It specifically suppresses imperialism.",ElonQian,,
2022-05-25 22:49:47 + 00:00,1529595615730180101,"[Teacher Fang, Dandong, Liaoning, was closed down for a month. It's been 14 days since it was cleared. Today is the 15th day that 11 cases were suddenly reported. The video shows students from Liaodong University being taken to quarantine. Students have been locked in school since they started school in March. There are no couriers, no takeaways, and if they want to go home, they won't let them go back. Until now the outbreak of the epidemic, it has been very difficult for students. Please pay attention to Dandong; there are too few people in the small border town.] https://t.co/Tuwu515piB",Fangshimin,,
2022-05-25 22:34:58 + 00:00,1529591886964719616,"The epidemic has blocked the sale of vegetables and fruits, and Shanghai melon farmers are in the spotlight.

 Under the closure of Shanghai, people were unable to eat. Local vegetable farmers were unscrupulous, and some Pudong melon farmers sought help from the outside world. On the 22nd, a melon farmer in Pudong, Shanghai cried that 1.2 million kg of “Nanhui 8424” watermelons were ripe, but there was no way to sell them, and they would soon be on the ground. Mr. Yang, a melon farmer, said that in the past every year around mid-April, there were purchasers' cooperatives to buy, but this year they couldn't get in or out. https://t.co/cx693fXFxP",Epochtimesau,,
2022-05-25 22:28:04 + 00:00,1529590147632746498,"During the lockdown of the Chinese epidemic, all transportation for people's livelihood and travel stopped. However, rents and loans did not stop. Various local governments in China temporarily drew blood from the corpses of a large number of small and medium-sized private enterprises that went out of business in exchange for the illusion that the local economy was good to gain reassurance from superiors. Now it's a fool's dream to have a few meetings and send a few verbal consolations to develop the economy and revive the dead.",ChnWallBreaker,,
2022-05-25 21:08:19 + 00:00,1529570079121231877,"Deterioration, etc., but economic experts generally believe that the most important reason is that the Chinese authorities continue to adhere to a “zero out” prevention and control policy in response to the new round of the coronavirus epidemic. 
In the midst of this round of epidemic backlash, the Chinese authorities have adopted harsher city closure measures to curb the spread of the faster spread of the Omicron strain. The results backfired. Not only did they not achieve the results of the closure of Wuhan, but instead greatly delayed core economic regions such as Shanghai",caichu88,,
2022-05-25 21:07:06 + 00:00,1529569773113204736,"Beijing British Visa Center Closes Tianjin Heping District Suddenly Seizes Death in Shenzhen and Requires Nucleic Acid (Video)

 Shanghai, Beijing, Closed Down Tianjin > Beijing's British Visa Center temporarily shut down services due to epidemic containment requirements. The number of confirmed cases in Tianjin was only 17, and Heping District announced a region-wide blockade. Another resident of the home was discovered to have starved to death due to the closure of the city in Shanghai; Shenzhen required a negative nucleic acid certificate from the deceased. 

(https://t.co/qmB3bDlrhv) https://t.co/Cq1QIbxh2K",soundofhope_soh,,
2022-05-25 17:57:18 + 00:00,15295208169795585,"@aw09780034 don't scammers read the news? What about the closure of the city due to the epidemic, idiot",JoyJoy79901333,,
2022-05-25 17:31:03 + 00:00,1529515402124050432,"@VOAChinese China must lift the blockade before it can recover its economy. The abnormal closure of Shanghai probably indicates that this is not epidemic prevention, but an economic war. This economic war hopes to weaken countries' economies by drastically increasing inflation, thereby influencing their politics and military affairs. The West is closely united under the multiple blows of the epidemic, war, and inflation. This unity is slowly becoming the healing power of its own economy, and it is gradually getting rid of its dependence on China.",boer11403282,,
2022-05-25 17:04:08 + 00:00,1529508626720706561,"@dongmianxiong1 Apart from Shanghai, no city has been closed down during this round of the epidemic. Dynamic clean-up and precise prevention and control means no closure of the city; only residential buildings and neighborhoods; most communities. 
There are fixed and mobile nucleic acid testing sites everywhere. People who go to work and public places do their own tests to maintain a green code; otherwise, they may not be tested. 
This is a common practice in China over the past year, with the exception of a few places, such as Shanghai, which is out of control. 
It is wrong to call a partial blockade online a city closure.",XiaozhPHD04,,
2022-05-25 16:13:04 + 00:00,1529495775893663744,"[Admitting that the closure of the Yangtze River Delta caused the central government revenue to drop sharply: https://t.co/GFvBUf8EB2】(25) The “National Video-Teleconference on Stabilizing the Economic Market” rarely brought together about 100,000 cadres at the provincial, city and county levels to participate; Li Keqiang said that the current situation is worse than when the Wuhan epidemic broke out in 2020.",Alpineatks,,
2022-05-25 15:58:32 + 00:00,1529492121278746624,"Japanese media: Two Japanese people died in the last 2 months of the closure of Shanghai (photo): In order to prevent the spread of the COVID-19 (COVID-19) epidemic in Shanghai, China, 60 days will pass since the closure of the city on March 28. Japan was notified by the CCP authorities that 2 Japanese died in Shanghai in May. https://t.co/yLJuOTTKG2 The Japanese died during the closure of Shanghai aboluobl@gmail.com https://t.co/P8MnAUq9ox",Aboluowang,,
2022-05-25 15:37:15 + 00:00,1529486761188945920,"I heard that China is releasing 35 trillion people and losing coins. Is it useful? As long as the dynamic elimination policy of the epidemic remains in place, local governments will close and block the city every minute for various reasons. What's the use of even more money? At best, it would benefit cancer stocks, but can ordinary people in that stock market get the money in it? Can they let you take them? Every policy of the CCP is harmful and not beneficial to the people; there is no need to take chances with them. Otherwise, it would be a huge disaster.",Vsatoshi8964,,
2022-05-25 14:18:07 + 00:00,1529466846776532992,"The owner of a grocery store from Fujian complained: Dad was in critical condition several times, caught up with the epidemic after returning home once, followed by city closures, nucleic acid certification, hotel quarantine, visa applications, flight dissolution... The last time I was notified of my father's critical illness, returning home was like learning from the West. Being the eldest son, not being able to go back home to mourn made him an “enemy of the whole family.” Middle-aged people are distressed. The left and right are the stores where the former guy turned into a competitor. Every day he lives in resentment for himself.",Desert chariot 1,,
2022-05-25 14:10:05 + 00:00,1529464828485566466,"@GoSFGeYue I've talked about quite a few problems and solutions, but I haven't mentioned the most critical point. What should I do if the epidemic gets out of control in another place and the city is closed down? 
It seems that they have already made an internal agreement and that the city will never be closed down again. How can I do that? Rich places get 48-hour nucleic acid passes, detect early and quarantine early to avoid large-scale transmission. Where there's no money, you can probably just cover the lid and pretend you don't have 🐏. 
As for vaccines, do vulnerable people really care?",LeoZhan31540156,,
2022-05-25 13:51:36 + 00:00,1529460174657728512,"According to Japanese media reports, 2 Japanese people died during the closure of the Shanghai epidemic. The reason has not yet been announced. https://t.co/1x7mZEIwVH",Mranti,,
2022-05-25 13:47:26 + 00:00,1529459127394914304,"@rL6Quei41jeZlyf @WuMao426Killer @dw_chinese hahaha, laughing to death. China only needs to close down cities in places where the epidemic is particularly severe. People everywhere else are doing great! Keep your dog's eyes open! https://t.co/xByHsDFma8",Xiaofeiji11,,
2022-05-25 13:00:34 + 00:00,1529447333687136259,"A Shanghai resident stopped at Shanghai Hongqiao Airport before the closure of the city. Once they reach Shanghai, they have been quarantined until today. I discovered that the parking fee was 6125 yuan... this is how the epidemic economy came from

 Join Shanghai's Telegram ❤ Channel and Discussion Group ❤
 https://t.co/o2BmPjLi7f

 Welcome to the @City_Shanghai

 Shanghai Shanghai Epidemic Record History
 Shanghai Telegram Channel Shanghai https://t.co/MitGoAmYLz",City_Shanghai,,
2022-05-25 12:52:54 + 00:00,1529445402973306880,"@XflJasmine global pandemic↓
 https://t.co/yj0r9asH4O
 https://t.co/JRWFgdFF7Y
 https://t.co/0ptqlJILqZ

 Taiwan is more transparent than any other country,
 isn't it like China is a country full of rhetoric, the scariest is the
 CCP will close the city if it wants to close the city; if it wants your life, you can't escape the
 Chinese people are the most fascinated by Taiwan↓
 The following is the Taiwan epidemic and
 policy. Welcome to watch
 https://t.co/lHIYvzgP7g every day",2021 Yanyan,,
2022-05-25 12:42:53 + 00:00,1529442882385584129,"@puzhiqiang is obviously anti-China 50w doesn't need to be taken care of. Taiwan deployed ahead of schedule to coexist with the virus, importing 700,000 copies of Pfizer Paxlovid for 3% of the population. No city closure, no big, no square cabins, no information was completely transparent, and the entire population lived and worked normally; the epidemic was a hundred times worse than Shanghai. There were still 43% empty beds, and the death rate was not one of the lowest in the world https://t.co/HYYozOci9k",idzhang3,,
2022-05-25 12:23:19 + 00:00,1529437958369075201,"[Li Keqiang urgently summoned 100,000 cadres and ordered all efforts to save the economy]
 [Acknowledges that the closure of the Yangtze River Delta caused the central government revenue to drop sharply]
 Detailed report: https://t.co/zrjMjJBfbt
 Chinese Premier Li Keqiang urgently held the “National Video-Teleconference on Stabilizing the Economic Market” on Wednesday (25), which rarely brought together about 100,000 cadres from all provincial, municipal, and county levels to participate. 
Li Keqiang said that the current situation is worse than when the Wuhan epidemic broke out in 2020. https://t.co/j9yLIj7YcV",RFA_Chinese,,
2022-05-25 11:47:20 + 00:00,1529428904036839425,"@fsxzbzhlm0313 @Ivy01011 where are there so many infections? The newscaster lied again; you believed it again. Since the spread of the Wuhan virus around the world, the US has not been closed down at all, yet many senior Chinese Communist Party officials have been unable to come to the US. Their mistresses are all young, beautiful, and lonely. The epidemic has not affected me to comfort them.",101BioC,,
2022-05-25 10:47:18 + 00:00,1529413796766564352,"Also, I got better at swimming in less than a year, and freestyle was faster than it was effortless to swim before. My anxiety about not being able to find a job after the pandemic exploded, and I bathed in a swimming pool every time I was anxious. Also, I learned to stand upside down when I was at home during the closure of the city; at that time, I went upstairs every morning to do nucleic acid and practice inversion 🤣 I just thought that currently I can't find a job and I'm not idle; my health is the most important thing; I've been forced to add a lot of skills to myself.",asohn_reborn,,
2022-05-25 10:29:55 + 00:00,1529409419125080064,"What boosts the economy,
 don't dream of doing
 so many fake actions that fool fools? You won't believe a word, you've
 said so many things, how many have you implemented? 
The fight against the epidemic in Xinjiang has been implemented better than anything else
. The closure of Shanghai, all kinds of city closures across the country, and all kinds of criminal detentions on the grounds of the epidemic, so no one cares about the economy, and I don't care if I become an official. If the economy doesn't work well, I don't lose my hat https://t.co/PYyqqZ18uu",Hakilha,,
2022-05-25 10:27:24 + 00:00,1529408787811282945,"@whrayu @caolei1 After normalizing nucleic acid, there will be no need to close down the city. There have been several cases in Shenzhen, Guangzhou, and Hangzhou. Because of normal nucleic acid tests, they can all be detected very early. It will soon be cleared. It only needs to contain a few positives and close contacts, and it basically doesn't affect other people's lives",5SSIRVuavenaXXB,,
2022-05-25 10:11:34 + 00:00,1529404803092447233,"@big_ear_cat is eager to translate:
 “I heard that Beijing will be closed down like Shanghai”
 “If Beijing were to close down the city, it would probably be even harsher than Shanghai”
 “It's because Shanghai was too relaxed and liberal in the early stages, so Beijing only sent people to Shanghai to implement a strict blockade.”
 “Yes, but when Shanghai was strictly closed in accordance with Beijing's requirements, as a result, an epidemic broke out again in Beijing. Beijing is already strictly controlled, so it can't be more strict?”",Chilk18,,
2022-05-25 09:36:30 + 00:00,1529395976037085185,[Limited Free Reading] Workers Exiled Under the Pandemic: When Shanghai Becomes Their Nowhere | Shanghai Closes Down | Mainland | Depth | Digital Media Initium Media https://t.co/hztGC6fuBy,Dikaioslin,,
2022-05-25 09:20:02 + 00:00,1529391834660630529,"@effle_lee Xi Jinping is a stupor! Personally directing personally deployed epidemic prevention measures completely deviates from science and the laws of nature! The closure of the city and the closure of neighborhoods caused serious secondary disasters far more than the epidemic itself! 
If Xi Baozi really cares about the safety of people's lives and property, he will unconditionally demand that hospitals treat all poor people who have no money to see a doctor! We must stop killing homes that damage the environment and damage people's health! 
Xi Jinping is ignorant of current affairs; why is it natural for him not to step down?",mademing021,,
2022-05-25 08:00:01 + 00:00,1529371696888692736,"According to an online video, Beijing Normal University students paraded in the school in the evening. A large number of students gathered at the scene. Some people shouted loudly with loudspeakers. 
Hundreds of students gathered in front of the gymnasium to confront the school. A female student at the scene complained to school personnel. 

Report to International Peking University Beijing Beijing Beijing Outbreak China Outbreak COVID19 China China University of Political Science and Law Beijing Normal University

 https://t.co/RMf5DgaTua",upmedia_tw,,
2022-05-25 07:48:15 + 00:00,1529368733852250112,"@nytchinese @LiYuan6 wipe the US to enjoy repeated COVID-19 infections? Please do it yourself; China didn't stop them either. But when criticizing China's city closure policy, did they forget that the US also closed down the city? Don't make it seem like the US has never thought about controlling the epidemic. The US is simply the government's negligence and the control of the epidemic has failed.",kenwu6174,,
2022-05-25 07:30:00 + 00:00,152936414894508547,"[Where can farmers and workers go under the pandemic when their livelihoods are at a standstill and they are homeless?] https://t.co/HA51ZbnkkV

 At the time of the closure of the city, there was a group of construction site workers in Shanghai who were unable to return home. When an outbreak broke out in Xu Jun's hometown, he had to stay in Shanghai with his cousin. Being unable to work meant that their livelihoods stopped, and no matter where they went, they were not watched, so they had no choice but to spend time in the dorm room. Xu Jun said bluntly that he felt that peasant workers were treated as “cancer” in Shanghai. https://t.co/1xz27M3reV",Initium news,,
2022-05-25 07:26:12 + 00:00,1529363185844768768,"Beijing's Wangfujing Pedestrian Street is deserted. Taikoo Li in Sanlitun is generally dead and silent. Chili peppers are 500 yuan a catty. People sleep on the street, recreate roadside haircuts, and build a “doghouse.” Various chaos in Beijing under the pandemic. Beijing Outbreak | Beijing Closure | China Outbreak Out of Control | China Outbreak | China Outbreak | Latest China Outbreak
 https://t.co/mriYuWDvL1",Zaiyeshuo,,
2022-05-25 07:19:29 + 00:00,1529361494588428288,"There have been few promotions recently. Perhaps my city hasn't been affected by a large-scale epidemic yet, and everyone is busy trying to make a living. 
But who knows what tomorrow will be like? Maybe the epidemic suddenly hit, the city was closed down, and then tossed around like Shanghai for over a month? 
People working in real estate around me say that there has been a wave of supply cuts, and banks are already dealing with it. 
Seemingly quiet days, I don't know how long they will last.",ar_cjj,,
2022-05-25 06:28:02 + 00:00,1529348547921219584,"@LonelyWarriorSu The computer washing machine inside is mainly anti-foreign, and

 even those who are still in favor of the current closure of the city
 believe
 in the US figure of one million and forget to write this number is based on what kind of foundation

 they didn't investigate Shanghai's epidemic figures and the numbers of

 people who died because they didn't get treatment, and they've always used millions to threaten themselves and others to

 lament with children and the elderly!",Happyallsoul,,
2022-05-25 06:05:22 + 00:00,1529342843164119040,"@lumingyu1022 @realcaixia it's not forgiving. They have wisdom and brains. A brainless person definitely can't figure out why the city can't be closed down, because if you go out and enjoy the spread of the epidemic, it's still going to have to be closed for a longer time...",PingyaODMS,,
2022-05-25 06:01:55 + 00:00,1529341975484170240,"Only idiots in the Chinese think that the right to bear a gun is a natural human right. In order to overthrow tyranny, this is an important standard for identifying idiots. The US can't even take control and grab; can it still compete with China? The fierce battle between the two parties during the epidemic made it the biggest loser in the fight against the epidemic. The federal government was unable to block WeChat. This was not even as good as India. China could close the city with a single order. If the US and China fought a war with China, there was no doubt that they would lose; it would depend on how much they lost.",JinPing01247064,,
2022-05-25 05:42:53 + 00:00,1529337185329102849,"Shanghai epidemic: After the closure of the city for more than two months, the ecological environment of the busiest street in central Shanghai was restored like never before. https://t.co/z47ZyXJLSK",Alextutu,,
2022-05-25 05:27:45 + 00:00,1529333378385862658,"I think the citizens had the good fortune to experience the Wuhan epidemic and the closure of Shanghai. 
Summarizing the impossible retaliatory consumption and GDP chase in the post-pandemic era.. Results blocked and banned 😆😆😆

 Join Shanghai's Telegram ❤ Channel and Discussion Group ❤
 https://t.co/o2BmPjLi7f

 Welcome to the post @City_Shanghai

 Shanghai Shanghai Epidemic Record History
 Shanghai Telegram Channel Shanghai https://t.co/rzLNXmneWH",City_Shanghai,,
2022-05-25 05:00:01 + 00:00,1529326396345962497,"[Helping others during the epidemic, he is convinced that everyone has a weak bottom line in their heart] https://t.co/HA51ZbEVct The

 wandering Xiao Li toured in the closed city of Shanghai and stayed with others at the entrance of the road. He gave a warmer walkway location to his elder sister who lived with him, and bought dried food outside for his elder sister. Under the unreasonable policies of the epidemic, such a warm human personality is extremely precious... https://t.co/qZFYsmZpVg",Initium news,,
2022-05-25 04:59:58 + 00:00,1529326384438726656,"@lidangzzz It looks like the internet is going to be shut down this time. Fast forward to using the current epidemic to force the closure of the city and forcibly killing households, forcing Teacher Li Dang to leave the keys, and the four houses were directly confiscated",magicc_tea,,
2022-05-25 04:51:07 + 00:00,1529324159829827589,"@HaonanJiang @lurenjia2017 @ghchjg5 @whrayu @caolei1 the closure of the city will not cause an increase in death rate. However, the regional closure of the city due to dynamic liquidation will cause an obvious economic recession and a sharp drop in the employment rate. The employment rate of college graduates this year is only about 20 points. Do you also know the impact of the economic downturn on the national mortality rate? Attached below is an article and actual data from Kesung Pfizer during the Hong Kong outbreak. Just open your mouth, do you really understand? https://t.co/4c2vdirDfQ https://t.co/aEc3GVWaCV",GODEVIL_DOGLIVE,,
2022-05-25 04:43:09 + 00:00,1529322153031745536,"After the closure of the city due to the Shanghai epidemic, it boosted local government economies across the country. 
Everyone fleeing Shanghai is prepared to make money and be quarantined at their own expense. 

Join Shanghai's Telegram ❤ Channel and Discussion Group ❤
 https://t.co/o2BmPjLi7f

 Welcome to @City_Shanghai

 Shanghai Shanghai Epidemic Record History
 Shanghai Telegram Channel Shanghai https://t.co/RsSd4wDdhL",City_Shanghai,,
2022-05-25 04:39:32 + 00:00,1529321241424928768,"The epidemic governs the country and begins the era of mobs in China! 2022 was a disaster year. The lockdown economy, the nucleic acid industry, the quarantine industry, how many human tragedies and incidents caused, how many people were hoisted and jumped, how many were stranded in their homes, how many were trapped in a high-rise building, shouting from the window, this was the Party's core deployment. Cheer for the nation, during the lockdown of the city's nucleic acid control, the great white people were like wolves and tigers, and the police were evil, making over 500 millionaires, unemployed refugees will usher in a mob era https://t.co/wSRakLaw55",YutianzhouXH,,
2022-05-25 03:40:17 + 00:00,1529306332167573504,"@nytchinese The epidemic is serious. If the city isn't closed down, will they die? Is it the same as the 1 million who died of mold, the same as the 2 million who died in Europe? First, you have to be alive before you have a chance to enjoy life!",jk7485111,,
2022-05-25 03:12:40 + 00:00,1529299384068108289,"Let me translate for you: I

 heard that the Beijing epidemic cannot be controlled.
 If Beijing were to close the city to prevent the epidemic, the secondary disaster it would bring to ordinary people would probably
 be worse than Shanghai. Beijing would have to consider political factors. If Beijing were to close the city, it would not allow Beijing to close the city
 because Shanghai's anti-epidemic policy did not absolutely obey Beijing, so Beijing would force the closure of Shanghai as punishment",Davidhu_miu,,
2022-05-25 02:35:33 + 00:00,1529290042086404096,"@bill58467402 @liaoping2020 encroaches on your civil rights little by little. First, I just talked about the closure of the city, then there was a shortage of supplies, and then the blockade couldn't be lifted. First the health code, then the whole itinerary code. Now it's still stabbing in the throat, and one bucket the next day, haven't you found cooking frogs in warm water? Once you've made a concession, the next step is to push in. The epidemic is just a cold. The death rate is extremely low. As a result, life as a whole is not normal. The cost of secondary disasters is immeasurable; you turn a blind eye",Shao17650641,,
2022-05-25 02:21:00 + 00:00,1529286379393675264,"Tiananmen Square closed down, Beijing Normal University students gathered to protest against Shanghai's turn into a midnight operation | Tiananmen Square | Beijing Normal University | Student protests | Student games | June 4th | Shanghai Self-Help Self-Help Autonomous Committee | Self-unblocking | Huangpu Yuyuan Garden resurgence | Beijing outbreak | Close quarantine | Hebei Zhangjiakou | Huixian Residence | Kerry Huating | Cultural Revolution | Voice of Hope https://t.co/TqHC31skoz",K7KV30BYI00LDCC,,
2022-05-25 02:18:08 + 00:00,1529285660300824576,"@gaiyuyin I went to an underground food store that opened in a shopping mall to pack a snack yesterday and found that the stand selling pot helmets next to it still hadn't resumed work. I asked my little sister if the one selling pot helmets had gone out of business. My little sister said that the previous business was so good that people were jealous. The other party had a good relationship with the general manager of the shopping mall, and took advantage of the closure of the city to find a reason to drive him away. After hearing it, I didn't expect this kind of thing to happen in shopping malls today; I thought they were all old Huangli.",Kenji_Santu,,
2022-05-25 02:09:53 + 00:00,1529283583394713600,"The epidemic in Linshui County in Sichuan Province is rapidly rising. The entire city went into a state of lockdown on May 19, and the local authorities urgently remodeled Fangsiang hospitals. The video shows a large number of militias entering Linshui County. 
COVID19 disaster

 https://t.co/xj3kyw784K",Mona39298036,,
2022-05-25 01:12:34 + 00:00,1529269158781009920,A netizen who unfortunately experienced two waves of lockdown in Wuhan and Shanghai: There will be no retaliatory spending after the pandemic. https://t.co/UiLRwjOVac,iPaulCanada,,
2022-05-25 00:58:50 + 00:00,1529265701713637376,"@myfxtrader In the first half of the year 2020, when the epidemic raged, Tan Desai supported the closure of the city. Netizens in the US put his first PS on the dog, while the people in the back made it a habit. Now that Tan Desai doesn't support the closure of the city, the wall blocks his information and claims that the WHO cannot dictate. I can only say, whether before or now, Tan Desai is saying what he wants to say",daJiba48796349,,
2022-05-24 23:43:51 + 00:00,1529246833519648768,"@YDunhai Xi Jinping is a fool of all time! Personally directing personally deployed epidemic prevention measures completely deviates from science and the laws of nature! The closure of the city and the closure of neighborhoods caused serious secondary disasters far more than the epidemic itself! 
If Xi Baozi really cares about the safety of people's lives and property, he will unconditionally demand that hospitals treat poor people who have no money to see a doctor! 
Xi Jinping is ignorant of current affairs and wants to attack Taiwan. It's time to wake up with his big dream! Why is it natural for Xi Baozi not to step down?",mademing021,,
2022-05-24 23:40:35 + 00:00,1529246011243171840,"@gaunclexx Xi Jinping is a stupor! Personally directing personally deployed epidemic prevention measures completely deviates from science and the laws of nature! The closure of the city and the closure of neighborhoods caused serious secondary disasters far more than the epidemic itself! 
If Xi Baozi really cares about the safety of people's lives and property, he will unconditionally demand that hospitals treat poor people who have no money to see a doctor! 
Xi Jinping is ignorant of current affairs and wants to attack Taiwan. It's time to wake up with his big dream! Why is it natural for Xi Baozi not to step down?",mademing021,,
2022-05-24 23:37:36 + 00:00,1529245260575936512,"@Twinkle1o1 Xi Jinping is a stupor! Personally directing personally deployed epidemic prevention measures completely deviates from science and the laws of nature! The closure of the city and the closure of neighborhoods caused serious secondary disasters far more than the epidemic itself! 
If Xi Baozi really cares about the safety of people's lives and property, he will unconditionally demand that hospitals treat all poor people who have no money to see a doctor! 
Xi Jinping is ignorant of current affairs and wants to attack Taiwan. It's time to wake up with his big dream! Why is it natural for Xi Baozi not to step down?",mademing021,,
2022-05-24 23:36:51 + 00:00,15292450711944804225,"@manaaa35058593 Xi Jinping is a stupor! The current situation of internal and external difficulties has been caused by Bao Zi alone! Personally directing personally deployed epidemic prevention measures completely deviates from science and the laws of nature! The closure of the city and the closure of neighborhoods caused serious secondary disasters far more than the epidemic itself! 
Xi Jinping is a ludicrous idiot! Supporting Putin in waging a war of aggression and undermining world peace is a heinous crime!",mademing021,,
2022-05-24 23:33:16 + 00:00,1529244170204086274,@RFI_Cn The current closure of the city is just drawing on the experience of Xinjiang.,BenatTokyo,,
2022-05-24 23:32:08 + 00:00,1529243881606217728,"@discover_jishui Finland is in disarray. This is a great victory for President Xi's diplomatic ideology! 

Xi Jinping is a prince of all time! Personally directing personally deployed epidemic prevention measures completely deviates from science and the laws of nature! The closure of the city and the closure of neighborhoods caused serious secondary disasters far more than the epidemic itself! 

Xi Jinping is ignorant of current affairs and wants to attack Taiwan. It's time to wake up with his big dream! Why is it natural for Xi Baozi not to step down?",mademing021,,
2022-05-24 23:29:14 + 00:00,1529243154624286720,"@discover_jishui Xi Jinping is a stupor! Personally directing personally deployed epidemic prevention measures completely deviates from science and the laws of nature! The closure of the city and the closure of neighborhoods caused serious secondary disasters far more than the epidemic itself! 
If Xi Baozi really cares about the safety of people's lives and property, he will unconditionally demand that hospitals treat poor people who have no money to see a doctor! 
Xi Jinping is ignorant of current affairs and wants to attack Taiwan. It's time to wake up with his big dream! Why is it natural for Xi Baozi not to step down?",mademing021,,
2022-05-24 22:19:46 + 00:00,1529225671972900864,Criticizing the authorities' closure of the city and its closure? Ctrip Chairman Liang Jianzhang's Weibo Banned | China Epidemic | City Closure | Dynamic Clearance | Liang Jianzhang | Weibo Banned | Voice of Hope https://t.co/tLCJIwTEWE,K7KV30BYI00LDCC,,
2022-05-24 22:16:10 + 00:00,1529224765143015425,"@jincanrong6 Xi Jinping is a dull and immoral comedian! The closure of the city and the closure of neighborhoods caused serious secondary disasters, far exceeding the epidemic! Xi Jinping is obstructing economic development, blocking factory production, preventing farmers from cultivating land, and undermining people's livelihood. He is lost through the ages!",mademing021,,
2022-05-24 20:58:24 + 00:00,15292051944457681922,"Watching some of Jolly's video descriptions during the closure of the city during the pandemic, the time there was written two years ago, I feel like this kind of video was just made yesterday... Trick",half1a1heart6,,
2022-05-24 19:53:24 + 00:00,1529188839579066369,"@tinfone This has nothing to do with the closure of the city. China's epidemic strategy is to clean up a dynamic society, but the economy has suffered some losses. Leung's so-called 150,000 deaths per 10,000 seems acceptable and is at odds with the government's decision. His opinion is the same as Trump's claim that it is a major flu. Merchants reap profits, mechanize their thinking, and calculate their interests. The real victims of the epidemic are the elderly and the poor. Furthermore, China's healthcare system is not as good as America's.",NWPP1kfzk9xjrma,,
2022-05-24 19:49:53 + 00:00,1529187953331023872,"@SoundOfHope_SOH This has nothing to do with the closure of the city. China's epidemic strategy is to clean up a dynamic society, but the economy has suffered some losses. Leung's so-called 150,000 deaths per 10,000 seems acceptable and is at odds with the government's decision. His opinion is the same as Trump's claim that it is a major flu. Merchants reap profits, mechanize their thinking, and calculate their interests. The real victims of the epidemic are the elderly and the poor. Furthermore, China's healthcare system is not as good as America's.",NWPP1kfzk9xjrma,,
2022-05-24 19:28:12 + 00:00,1529182496381976577,"Before I left, the country was still very good. You can go out and eat skewers on summer nights. I don't know now. I don't know. I don't think everyone is doing well during the closure of the city. I hope the epidemic will end soon and they will return to normal life",Tiandenayibian,,
2022-05-24 19:15:36 + 00:00,1529179325991636992,"I received a phone call from my brother urging me to go home quickly because of the outbreak of the epidemic in my home city, so I went back to driving school and didn't sleep, but instead rushed to the train station to take the first bus home. On the bus, due to the closure of the city, I had to change my ticket to the next station to get on the high-speed rail back to the high-speed rail station in Xiaoxian. As a result, when I got to the high-speed rail station in that place, I had to do nucleic acid because of my itinerary 🐴 after arriving at the high-speed rail station in that place.",zzz52326021,,
2022-05-24 17:25:22 + 00:00,1529151584071913472,"@franz_X_T @hbk000hbk000 @XiaBamboohermit “Play for yourself”, you don't deserve it, if the host plays with you, it's Kangzhuang Avenue! 
“Play for yourself”, northerners? Within the system? Get a serious job! Has the pandemic lockdown stuck you? haha 😄",Hanzhu74,,
2022-05-24 15:52:27 + 00:00,1529128198973190145,"@SwedenMoli2017 you should steal, what you shouldn't steal, never steal. Western vaccines are so effective. Once you get vaccinated, the epidemic is over, how can you make a fortune with nucleic acid? Why was the city closed down? How do you sell lotus frogs with blue roots? How do you sell Tsai at a high price to ordinary people?",Ningcaicheng123,,
2022-05-24 15:07:29 + 00:00,1529116885563887616,"Chang Yanqing is a corporate legal entity of Shanghai Chaosheng Food Co., Ltd., which was registered for one week during the closure of the Shanghai epidemic. The company was included as a Shanghai insurance company. Responsible for the food supply to the people of Shanghai during the epidemic. At the same time, Chang Yanqing also registered four food companies. Allegedly, Chang Yanqing is a native of Hangzhou. She is a close relative of Zhuge Yujie's second wife, Deputy Secretary General of Shanghai, Secretary General of the Political and Legal Committee, and Secretary of the Political and Legal Committee. Zhuge Yujie's wife is Chang Yanping, who is now a Haitong Securities executive! https://t.co/ld1IEd0EM9",Manjusri369,,
