Datetime,Tweet Id,text,usernames,Coordinates,Place
2020-04-06 12:01:32 + 00:00,1247132328582770688,"[Reporter Lin Mingyou/Changhua Report] Changhua is a traditional industrial powerhouse. Due to the epidemic, there was originally production for export sales. Because local countries may close down the city, or cause transportation inconvenience, or even reduced consumption, the original order for the transfer of production was delayed indefinitely or waited slowly for notice, leading to many products being forced to take unpaid leave, even https://t.co/TE60qvxdpu

 #彰化 #傳產 #無薪假 #裁員資遣 #紓困方案 https://t.co/ZkCijLiYxx",changhua52013 14,,
2020-04-06 11:58:27 + 00:00,1247131554284879873,"@Ava59663711 @lizhenpeng2020 @thinking_panda @Rakult1003 @fengjin69671050 @SeanChow6925 @iingwen Yes, this so-called “new retail” business format has fresh boxes and super species nationwide. There are also smaller businesses in various provinces or central cities. Furthermore, the closure of the city due to the current epidemic has also activated a number of businesses that specialize in purchasing or delivering fresh food. It was these strong procurement logistics, warehousing and distribution industrial chains that supported the lives of at least hundreds of millions of Chinese people from place of origin to table during the closure of the city.",Alex50220276,,
2020-04-06 11:33:58 + 00:00,1247125391598370817,"The number of deaths due to the CCP virus in the UK in a single day exceeds Italy, France and Italy want to slow the lockdown order (with European outbreak update table) https://t.co/7TCA4SVImf https://t.co/4K5WSda3B4",nwen_net,,
2020-04-06 11:02:57 + 00:00,1247117585906270208,"The epidemic is here! #COMPUTEX 2020 was announced to be postponed to 9/28 and the exhibition period was shortened by two days: when the Wuhan lung cancer epidemic ravaged the world and local governments mixed up measures such as city closures or customs closures, it was always held in June every year, mainly targeting global buyers... https://t.co/oVFxXw7kJ5",Netmagtw,,
2020-04-06 11:01:27 + 00:00,1247117207273754624,"@yangyang_cheng @nytimes During the lockdown, red armbands ran everywhere, preventing everyone from going out. It's really not free, but I think this kind of policy is a temporary measure that makes sense. As for human rights violations? At least our country is an unarmed red armband, not foreign police with live ammunition warning people not to go out on the streets. I am deeply grateful for these red armbands during the pandemic. They risk their lives every day; in fact, they are also very afraid",Greeneyeswitch2,,
2020-04-06 10:49:17 + 00:00,1247114146845544449,"💢 Henan closed down for the second time! The second outbreak in China may be even more frightening; the center of the epidemic can return to East Asia; how severe is New York; only mitigation has not been eradicated; the plague continues unabated? Talking and breathing can also spread the virus, and it's not easy to achieve mass immunization; Wuhan... https://t.co/p56dagZwiE
 supports “Daewoo News Filed Surprisingly”:
 Donations Accepted Website:

 Email: xwpajq@gmail.com
 https://t.co/jsBpPlgNl0",HealthAngel999,,
2020-04-06 10:48:39 + 00:00,1247113987919097857,"[Singapore's Expert on Strengthening Epidemic Prevention Measures: Soft Lockdown] Singapore Prime Minister Lee Hsien-lung pointed out that the current epidemic is still under control, but the number of cases per day in the past two weeks has almost exceeded 50, and the situation is worrying. Therefore, the government has decided to act decisively now to prevent the rapid spread of the virus. Some experts describe the government's measures as a soft closure of the city. (Li Wa Singapore Report) https://t.co/xLBJrt2W38",PhoenixTVHK,,
2020-04-06 10:35:13 + 00:00,1247110605447868417,"“In the midst of this pneumonia epidemic, another argument has also emerged, 'Democratic politics certainly has its drawbacks; it is also that China's dictatorial nature is better than anyone else in terms of execution efficiency. ' Looking at the succession of European and American countries, it is only possible to focus on moral regulations. Compared with the soft blockade urging the public not to go out, China's iron-fisted closure of the city at the beginning was a sure demonstration of “excellent efficiency”, such as not allowing people to leave their homes or being involved in their own neighborhoods.",Haosshare,,
2020-04-06 09:27:07 + 00:00,1247093470445154305,"The city has been closed down because Japan hasn't closed down a city until now, so everyone can still go out and party. In this way, the epidemic can be controlled.",ConnieArkLinks,,
2020-04-06 08:59:52 + 00:00,1247086613047447552,"This is the representative of the Communist Party's concealment of the epidemic and falsely reporting all kinds of fake news. Governments all over the world should hold the Communist Party to account. The outbreak of the epidemic in Wuhan, mainland China, has already broken out on January 19, 2020, but CCTV is still on the news saying that the spread of the coronavirus is not strong and that there is limited human-to-human transmission. How was the city closed down within a few days? https://t.co/5Z741L3R1j from @YouTube",Bnotlate,,
2020-04-06 08:55:04 + 00:00,1247085404148207616,"@jasonwu02053620 Li Wenliang and eight doctors were summoned on January 1, and Wuhan was closed down on January 23. How much time was wasted in the middle? It's very efficient to announce the closure of the city after the epidemic, but why not prevent the epidemic before it spreads on a large scale? The Central Committee of the People's Party who died was also stained with their blood; no matter how much they got rid of it, they couldn't come back.",j930179,,
2020-04-06 08:51:18 + 00:00,1247084453781843968,"@GRoots2019 why didn't you say that when the outbreak of the epidemic broke out in China and the closure of Wuhan, what were the faces of Western countries?!",AAA46082034,,
2020-04-06 08:23:47 + 00:00,1247077532223950848,"For example, when cases of the plague appeared in Beijing in November last year, the Twitter account with the signature “Sun Xiaochuan 258” relayed fake messages about the “Beijing closure” and was also retweeted on the Facebook pages of independent groups such as “The Mob”; in

 March of this year, “Sun Xiaochuan 258” also began publishing “The epidemic in Taiwan is severe” and “military police arrest suspected infected people”.",Alex_or_Alice,,
2020-04-06 08:03:34 + 00:00,1247072442364952577,"@sedina88 @NathanRichHGDW @nytimes This is 2018 data released by the Wuhan Municipal Bureau of Statistics in early 2019. In the absence of an epidemic, the number of natural deaths in Wuhan is about 48,000 throughout the year, equivalent to more than 130 people per day; considering that winter is a period of high incidence of deaths, it is estimated that this figure may be close to 200,
 then converted to the past 2 months (the time of the closure of Wuhan), it is estimated that about 12,000 people died from other factors other than the epidemic.",Nintendsnake1,,
2020-04-06 07:33:44 + 00:00,1247064934225031169,"@xiechangdian @USA_China_Talk @SecPompeo China all closed down cities in January, and China reported unknown pneumonia in detail to the World Health Organization in December. The US was also the first country to suspend flights. Then I thought: This is a disease that only people of the Huang Jong can get; how arrogant and ignorant they are. If China started to feel sorry for Communist Party member “whistleblower” Li Wenliang because it underestimated the epidemic, then America's arrogance and prejudice was a silencer for countless “whistles.” According to an objective survey, the US is mostly the place where the virus originated.",wanwan77644603,,
2020-04-06 07:24:07 + 00:00,1247062514690600961,"#日本 Prime Minister Abe is about to announce the closure of the city! The COVID-19 epidemic is spreading at an accelerated pace in Tokyo and other places. Due to fears that the healthcare system will collapse, Abe will issue a state of emergency declaration as soon as the 7th. As of 11:00 a.m. on the 6th, there were 3872 confirmed cases of COVID-19 in Japan, plus 712 cases on the Diamond Princess cruise ship, for a total of 4,584 cases. Among them, the Tokyo epidemic was the worst, with 143 new cases added in a single day on the 5th, with a cumulative total of 1,033 cases. https://t.co/aBD3CmeTXi",AsiaCritic,,
2020-04-06 07:02:00 + 00:00,1247056950799380480,"The trend of the epidemic was relaxed under the lockdown, Spain “stepped up the code” - 20200406 - International - The Daily Mingbao - Ming Bao Newspaper https://t.co/6a28z8LP5y",KenmaST87763989,,
2020-04-06 07:01:01 + 00:00,1247056701716672514,"[Former mainland tourism elites describe in person: Aura is fleeting, industry shock revenue returned to zero] At the beginning of 2020, the #中共病毒 epidemic broke out and spread rapidly around the world. The tourism industry bore the brunt. Mainland China has closed down villages, cities, and roads one after another, and travel bans from countries around the world have been introduced one after another, causing the tourism industry to be completely paralyzed, workers out of work, and many people are overwhelmed by economic pressure such as mortgages and car loans #CCPVirus
 https://t.co/rzKKz9BpUw https://t.co/N8s2isyiEO",SoundofHopeOh,,
2020/4-06 06:21:25 + 00:00,1247046734699794432,"@Onebtcer I read people in the country say you made up rumors and defended them for you. It seems like there's really no bottom line for fabricating rumors! I've always lived in London. When was the UK blocked? The epidemic has always been announced in a timely manner. The so-called closure of the city is not a real closure of the city. People can also go shopping and exercise, and there are no police or red armband guards outside",Loveleslierui,,
2020/4-06 06:16:19 + 00:00,1247045453935345664,"@NewsInChina 2/2 As soon as the lockdown broke out in Wuhan, China, the US began a blockade. So doesn't so many outbreaks in the US just prove that it's already popular within the US? The US cannot let the world know the truth, so only by delaying measures for two months will it be possible to get mixed up. Now no one knows how much of the infection has been introduced from China, or whether it has spread within the US itself. There's no truth anymore. In this way, it is possible to cover up the source of COVID-19.",WWWYQ9925376583,,
2020-04-06 05:13:16 + 00:00,1247029583297142785,"Are you stupid? Shouldn't Trump be put to the gallows? He is passively fighting the epidemic and concealing the epidemic. So far, he doesn't want to close down cities across the US. The number of infections has soared over and over again. Are you all blind or something? Can't everyone see these crimes against humanity? Isn't Trump the real first-degree murder criminal? You guys are just accomplices to Trump's murderer! 
@yifengchen28 what kind of thing are you retweeting this stuff?",ZHENG972520,,
2020-04-06 05:13:08 + 00:00,1247029552720654338,"@dudiaohan @yifengchen28 are you stupid? Shouldn't Trump be put to the gallows? He is passively fighting the epidemic and concealing the epidemic. So far, he doesn't want to close down cities across the US. The number of infections has soared over and over again. Are you all blind or something? Can't everyone see these crimes against humanity? Isn't Trump the real first-degree murder criminal? You guys are just accomplices to Trump's murderer! 
@yifengchen28 what kind of thing are you retweeting this stuff?",ZHENG972520,,
2020-04-06 05:09:43 + 00:00,1247028693576237057,"The fight against the epidemic has lost the hearts of the people and has not been well received. “Brazilian President Bolsonaro has always been accused of downplaying the epidemic and opposing the lockdown measures, which has caused serious illness; however, opinion polls on Monday showed that more than half of the public did not want him to step down.”",AntKuga,,
2020/4-06 05:00:39 + 00:00,1247026410088288256,"[People in Wuhan Stranded in the US (Part 2): Looking back and seeing how the mentality of Chinese people hate the US was formed] On January 23, Wuhan was suddenly closed down due to the rapid outbreak of the #中共病毒 epidemic. What did Ms. Wang, a native of Wuhan who flew to the US to travel to the US before the closure of the city, experienced when her family of three arrived in the US? What makes them feel that China and the US are so different? #CCPVirus
 https://t.co/VTlgHfMwui https://t.co/hTNYuNYyBb",soundofhope_soh,,
2020-04-06 04:58:58 + 00:00,1247025985045708801,"@HuXijin_GT barbaric, shameless, and incompetent Americans, completely unreasonable. The New York Times could die. I think the closure of China's city was you too; I suspect that the Chinese went to the US were you too. Your US epidemic performance should target provinces other than Hubei in China, not all of China! Now that it's like this, can't you explain messing around with the pot? Brain-impaired, are there more people going to your US or are there more people going to provinces other than Hubei?",q_q_777,,
2020-04-06 04:56:35 + 00:00,1247025386111651841,The only reason I can explain is watching the closure of cities abroad; I'm really envious. I always want to see images of hundreds of thousands of green turtles laying their eggs ashore in Kenting's South Beach. People in Taiwan placed great importance on ecological conservation during the epidemic period.,imacat_tw,,
2020-04-06 04:34:25 + 00:00,1247019808027099136,"The current epidemic prevention strategy of the Central Epidemic Command Center is completely wrong. The purpose of the strategy they have adopted is to prevent and reduce the number of people infected with the epidemic, with the intention of keeping the number of infected people to a minimum. However, personnel are mobile; of course, if you go to work or go to school or travel business, you can't ban the movement of people unless the city is closed down. Therefore, the number of infected people imported from abroad is greater than that of the mainland. This is the reason. Currently, developing a vaccine to treat COVID-19 is the only solution.",Twtaxi,,
2020-04-06 04:24:08 + 00:00,1247017221747961862,"@stone62855987 Stone was OK before, and the mask's opinion is acceptable, but today's stone is really a bit abnormal. I've always said that the closure of Wuhan was very effective in containing the epidemic. When Xi got the right news, it was a bit late to shut down the city as a result. Today, Wuhan has done the worst job in the world, namely the large Diamond Princess, the aircraft carrier USS Roosevelt. Is this black for the dark? Are 1 billion people in the country happy not being infected in Wuhan? It's worse all over the world now",castle42773039,,
2020/4-06 04:00:35 + 00:00,1247011293896163329,3/3 The epidemic is serious! New Zealand has been closed down for 4 weeks. What should I do about this wave of economic crisis? - Part 3 https://t.co/JAsKbAdVw4 via @YouTube,TONYSUCA1,,
2020-04-06 03:53:51 + 00:00,1247009601461137410,"💢 Henan closed down for the second time! The second outbreak in China may be even more frightening; the center of the epidemic can return to East Asia; how severe is New York; only mitigation has not been eradicated; the plague continues unabated? The virus can also be spread by talking and breathing, and it's not easy to achieve mass immunity; Wuhan... https://t.co/OM6mtempNj via @YouTube",icecapboy 1,,
2020-04-06 03:53:38 + 00:00,1247009543944634370,"@Dionysu06200560 @VinayVnprshr @TIME Due to the early days of the epidemic, testing capacity was limited, so some patients died before they had time to be monitored. We all know this. But you in the West just like to look at these things with a magnifying glass, but some people talk a lot about it? The benefit of the one-party dictatorship was its ability to execute. It ordered people all over the country to self-isolate at home, and the city of Wuhan was closed down. The results were remarkable, and we quickly contained the outbreak.",KingsonDrgon,,
2020-04-06 03:27:07 + 00:00,1247002873138839552,"The 17th day of California's “lockdown”. Passing by the supermarket door, an Asian woman wearing a surgical mask left her purchases in the car. This is the first time I've seen local residents wear masks. Her European husband didn't wear a mask or cover his face. Is this implementing a family, two systems? There was also an Asian couple walking out of the supermarket wearing masks. The masks that Asians had stocked up some time ago have finally come in handy. A couple is arguing on the mountain. The divorce rate increased after the pandemic. https://t.co/3vTyupzN1o",Fangshimin,,
2020-04-06 03:24:40 + 00:00,1247002256202821632,"@0122hung The video time is when the city closure of Wuhan only began on February 23 at the beginning of the outbreak of the epidemic. The early stages were because the city party secretary of Wuhan at the time was afraid to report it. As a result, the central government and other places were already controllable, and there was no shortage of medical supplies. The city party committee secretary and government team had already been arrested. The only Wuhan in the back was like the shortage of medical supplies from all over China, and the solidarity of the sons and daughters of China was engraved in their bones. The compatriots on both sides of the Strait were forever one.",yangjian328,,
2020-04-06 03:17:45 + 00:00,1247000513528205314,"[Invisible War] Zhang Tianliang: The communist rogue traitor group, headed by Xi Feng Pig, against human tyranny, used bioviruses as weapons of mass destruction to launch an invisible war that disrupted the world. The gang of thieves first planned to block the epidemic and deliberately leaked news of the closure of Wuhan, forcing people in the affected areas to flee to various countries with drugs, then secretly ordered scavenging for international epidemic prevention materials. Europe and the US were caught off guard by the outbreak of the epidemic, causing extremely heavy casualties and losses.",Diana_Empress,,
2020-04-06 02:58:21 + 00:00,1246995631480209408,"Cooking hot spicy hotpot to fight with the Wuhan virus (WTF... lol) As the
 US epidemic became more and more severe, Los Angeles was also closed down to avoid going out as much as possible. I had to cook a spicy pot at home that was shocking and killed the virus (incorrect)
 #spicyhotpot 🌶 #duckblood #wuhanvirus #losangeles #麻辣鍋 #抗疫 #洛杉磯 @ Los Angeles Angeles, California https://t.co/1kMRKRzhxi",ryan_cj_h,,
2020/4-06 02:49:17 + 00:00,1246993351003344896,"@xiechangdian @USA_China_Talk @SecPompeo The US knew about it in early January, so what? They think China made a big fuss and actually took unprecedented measures such as the closure of the city. It was nothing more than the flu. The facts have proven that China did the right thing. The closure of the city by wearing a mask at home plus treatment with a combination of traditional Chinese and Western medicine ultimately controlled the epidemic. Most of these developed countries are unable to do it.",HongKangZhou,,
2020/4-06 02:45:44 + 00:00,1246992456568061952,"@xiechangdian @USA_China_Talk @SecPompeo The main reason is that China is doing so well in controlling the epidemic that many established developed countries can't catch up. They can't explain to voters; they have to muddy up the water. These politicians are very clear about the mentality. The whole world knows that Wuhan was closed down in January, and they also talked about these useless things, things they did without a serious lockdown, an unprecedented move.",HongKangZhou,,
2020-04-06 02:11:08 + 00:00,1246983749419421696,"Gao Cheng CASS: I am puzzled by the propaganda of China and the US during this epidemic. Shortly after the closure of the city of Wuhan, relatives in the US panicked when they talked about the domestic epidemic as if they were facing an enemy. My loved ones who have returned home for the New Year don't know... https://t.co/nXMRlloI7z",Roman_he,,
2020-04-06 02:04:43 + 00:00,1246982133274443776,"@rL6Quei41jeZlyf @SpokespersonCHN I'll tell you that if the epidemic were within a manageable range, there would be no need to conceal the epidemic, such as the mainland, mobilized national forces to support Wuhan, and measures such as the closure of the city were taken. No one would want to conceal the epidemic after mobilizing such forces. Not only would they not be indebted to the public and affect the resumption of work. If it were discovered, it would affect the international image; if
 it were uncontrollable, then there would definitely be no way to hide the epidemic, because it was necessary to stabilize social order and avoid public panic, such as",TERRY74822611,,
2020/4-06 02:00:18 + 00:00,1246981023205920769,"[Italy wants to slow the lockdown so that the number of deaths in Britain in a single day exceeds that of Italy and France] The Italian government said on April 5 that the country's #中共病毒 epidemic has entered the second phase and is ready to relax the lockdown order, but analysts estimate that the country's lockdown order will be extended; the number of people infected in the UK in a single day has increased 60%; Ireland announced the rehiring of 70,000 physicians to the frontline of the treatment of the “CCP virus” #CCPVirus
 https://t.co/35pRFwo4cJ https://t.co/EY7M8SnJms",SoundofHopeOh,,
2020-04-06 00:30:10 + 00:00,1246958342267781121,"[Ministry of Health of India: Key regions may continue to be closed after the lockdown period] According to India's “Stan Times” report, India's Ministry of Health has drawn up a plan. After the nationwide lockdown of India ends on the 14th of this month, it will treat urban and rural epidemics separately. Strict lockdown measures will be imposed on cities and some surrounding areas that have been heavily affected by the epidemic, while some less affected areas, such as rural areas, will gradually resume normal life. https://t.co/UFNejvERVN",zjh909090,,
2020-04-06 00:17:24 + 00:00,1246955126385868800,"The hardships at the bottom of India after the closure of the city

 [Read more: https://t.co/D7B1nMubEb]
 It's hard for people in China to imagine that people in China regard COVID-19 prevention as a kind of “disease of wealth”. Only when the level of social economy reaches a higher level can they “qualify” to prevent the epidemic. 

#超越新聞網 https://t.co/aQw7iAm3Fh",beyondnews852,,
2020-04-05 23:41:38 + 00:00,1246946126839738368,"@cmb04051983 @akm_philo @nytimes China owes you nothing. If after the closure of Wuhan, European and American countries spent time criticizing China's human rights to prevent and control the epidemic, I think the losses would be much less, right?",Benboba12,,
2020-04-05 23:39:30 + 00:00,1246945588760829954,"Affiliates are bad, but the worst is when overseas agents say things that go against common sense for their own self-interest and pretending to be profound. 
The coronavirus has ravaged the world this time, and I have seen some hardcore communist supporters showing anxiety and anger. Even so, they are still pointing the finger at the branch rather than the Communist Party (don't tell me that the Chinese are the Communist Party, the Communist Party is Chinese?) Does the branch have the skills to conceal the epidemic and drag the city off? 
(Follow-up)",Bianchazhuyu,,
2020-04-05 23:17:45 + 00:00,1246940115257229324,"@webber02266006 @huang83858280 @uLBTZOqaRABt1bq not only reported, but also reported that 5 million people fled abroad before the closure of the city and spread the virus around the world. Just like this communist couple, should Italians thank you for having such a severe epidemic today? https://t.co/Wv5j2JkRV9",Chloeyo1234,,
2020-04-05 23:11:06 + 00:00,1246938443298504704,"@stone62855987 If masks are worn to protect others, isn't everyone wearing masks just protecting each other? 
If the data isn't true. What about the reality of life in the Chinese people? Even if Wuhan is immunized for all, and China has not controlled the outbreak living in Wuhan, then why hasn't there been a major outbreak in other parts of China? 
Wear a mask+city closure+square cabin hospital (treatment for mild illnesses)",Parler08566017,,
2020-04-05 23:07:10 + 00:00,1246937454000537600,"Los Angeles, an empty city after the US epidemic completely got out of control, couldn't have imagined such a special lockdown, hidden anxiety [MickeyWorksTV] https://t.co/y5TSrG5eBX via @YouTube",DeNISEM59881651,,
2020-04-05 22:39:01 + 00:00,1246930368520806400,"I think the blockade of a city is not a strategy.
 This kind of practice affects
 the economy and people's livelihood too severely, and it is so negative and excessive that it overrides people's rights and interests by using national authority. 
There was nothing to say about it in a short period of time, but judging from this epidemic, it
 is no longer just Wuhan that was initially certified, but has spread all over the world. 
What kind of seal is this? How can I lock it? 
This kind of situation will spread back and
 forth. It will definitely continue to spread again and again, and the
 situation will become more and more serious. (1)",zfsmz4ofxnzxhco,,
2020-04-05 22:09:49 + 00:00,1246923022360915968,"The spread of the epidemic, the blockade of the country and the Earth “became clean” | Huashi News 20200401 https://t.co/YnbWRbAbVi",HenryCh91557018,,
2020-04-05 21:54:12 + 00:00,1246919090607964162,"51 Online reviews have been threatening and calling for the harshest measures to restrict civil rights. I argue that the closure of Wuhan was aimed at preventing government chaos, and my opposition to the Canadian government's overreaction to the epidemic was also due to concerns about government abuse of power. Chandley is a moderate conservative, which is generally reassuring. The weather is gradually getting warmer, and the coronavirus should disappear in the summer. If it doesn't go away, it's not the cause of the virus, but the government's. Social governance should treat the disease.",cks9090,,
2020-04-05 20:53:02 + 00:00,1246903697054896128,"@b69MKruDQoRgc1v @yuuuuriiV Yes, you can compare the number of people infected and the number of people who died when various European and American cities closed down. No government or government can casually close the city. They are all driven away by the epidemic, and it is a very difficult political decision for everyone.",8zhao_jjlgbt,,
2020-04-05 19:22:27 + 00:00,1246880900660342784,"Shut your foul mouth, Communist Party member Zhong Nanshan! Have you replaced the State Department as spokesperson? It's because you and your Communist Party blocked the news. Delay the outbreak. Delayed the whole world! You're really disgusting 🐎! Bah! 
In an exclusive interview, Zhong Nanshan said that the “city closure” measures taken by some countries in Europe and the US did not work because they did not strictly implement the specific measures for the closure of the city; it was not a real closure of the city. https://t.co/DZ3mFlTSxo",JohnDoe1284495,,
2020-04-05 19:14:40 + 00:00,1246878941371158531,"@aricchen What is the population of Wuhan? How long has it been since the city of Wuhan closed down? How many people would normally die in a day without an epidemic in Wuhan? Funeral parlors have reopened after the city has been closed down for so many days, what is strange about people queuing up to collect their ashes? Have you calculated this data? There were 14 million people in Wuhan in 2019, and the normal death rate was 0.7%. On average, more than 800 people were cremated every day. That's why this can be used as an article to spread the word and encouragement. You guys are really awesome",Warsfuture,,
2020-04-05 18:34:51 + 00:00,1246868920985776128,"Issue 48: The epidemic will cause the death of 80,000 people in the US, why are Chinese-style city closure measures adopted? (New York Dr. Wang Cheng series) https://t.co/OMSjUZnzRP @YouTubeより",HiroseYouko,,
2020-04-05 17:25:41 + 00:00,1246851517325250561,"Starting on the 6th, Tokyo, Japan will also be closed down? In Tokyo, after the Olympics were decided to be postponed, the epidemic also began to spread at an accelerated pace. https://t.co/V4xv3miEWN",DanzongTalk,,
2020-04-05 16:53:51 + 00:00,1246843503591788544,"💢 Henan closed down for the second time! The second outbreak in China may be even more frightening; the center of the epidemic can return to East Asia; how severe is New York; only mitigation has not been eradicated; the plague continues unabated? The virus can also be spread by talking and breathing, and it's not easy to achieve mass immunity; Wuhan... https://t.co/Pyr1JH1J5r from @YouTube",Pingdan,,
2020-04-05 16:43:12 + 00:00,1246840825222287360,"@brother_chui So who is responsible for the outbreak in the US? 
It is true that China is a few weeks late, but counting from the closure of China to March, there is still more than a month left. Is it true that the US is pinning all its hopes on China? When it comes to the crime of dereliction of duty, should America's dereliction of duty be criticized together?",Mumami8,,
2020-04-05 16:20:32 + 00:00,124683512007/1258112,"The #肺炎 epidemic so far:
 19/12: My wife said the SARS virus had appeared again. At the time, there was only news in #微信, and there was no official news. I don't think the government should be talking nonsense about this kind of issue; I think it's false. 
20/01: Officials say no human transmission has been seen, #可放可控. I chose to trust the government and think the virus is nothing. Just got back to my hometown, government #封城 decided to announce",Haoxiaoming,,
2020-04-05 16:20:18 + 00:00,124683506202139904,"@Sylvia00000000 @ChineseWSJ Forge did his best, he's not to blame for the pandemic. 
The US is too confident and completely unprepared. 
If the closure of the city isn't free, you'll have to come out and say hi. 
Trump tweeted, I know the virus the best. 
Only 100,000 people died, even if they did a good job. 
When Pompeo makes a mess, he just throws the pot wild. 
If New York overtakes Wuhan, they don't wear a mask. 
If the aircraft carrier has been diagnosed, the captain will be withdrawn first. 
The industry has been hollowed out, and there are no supplies. 
The mask was broken, and Chinese goods were rejected. 
You said he can't do it, you can do it yourself! https://t.co/u1aMc8bAEg",DianFuYuQLilin,,
2020-04-05 16:15:20 + 00:00,1246833810857230343,"Affected by the epidemic, Chinese restaurants were the first to be affected. Business was very poor in January. Locals were afraid to go to restaurants to spend, and Chinese department stores were unable to operate after the closure of the city. After the closure of the two largest Chinese businesses, dollars were scarce in the market. People in Eritrea were priced above 7.3 7.4, and they were still unable to buy them.",YimineEcuador,,
2020-04-05 16:04:49 + 00:00,1246831163349430272,"@cccnk @VOAChinese thinks I'm good at math, but unfortunately I'm not good at current affairs or logic! When the epidemic gradually broke out in mainland China after the closure of Wuhan, Taiwan and the US, as well as most countries where the epidemic was severe, banned Chinese nationals from entering the country? Can you please give me reliable data, have these 80% of people (let alone think your guess is correct) have gone abroad? If you don't go abroad, where did the infection come from all over the world!?",Yourssww,,
2020-04-05 15:58:49 + 00:00,1246829656428306433,"@USA_China_Talk @SecPompeo You guys are still continuing to promote Pompeo's nonsense. He disregards his mistakes and simply uses the excuse that China has delayed concealment of reports to delay you and fart! Pompeo is blind and deaf. I don't know if the city of Wuhan was closed down on January 23, the closure of the city began all over the country, and the whole country was notified of human transmission of the coronavirus; your embassy in China doesn't know! Now that the US epidemic is so serious, it's over 300,000. What is your government doing, how many people do you want to die? Let's get down to business.",Lubaorong1,,
2020-04-05 15:41:18 + 00:00,1246825249108299776,"@RaeuchernTipps @KenzaHatim1 @cgtnamerica @CGTNOfficial how slow is Europe's response to the epidemic I think you're a clear brother. We imposed a timely closure of the city, no one went out, just stayed at home, right??",RonalDolmy,,
2020-04-05 15:16:34 + 00:00,1246819023582625792,"@Yilia82096793 @Onebtcer I wonder how these so-called people of faith can be so vicious? Seeing that the domestic epidemic was severe and the city was closed down, they said that China had no human rights. Now that the blockade has been lifted, they cursed a second domestic outbreak. I'm really convinced! A lot of people have lost their humanity. It's horrible.",Tomeastlove,,
2020-04-05 14:14:56 + 00:00,1246803510546423808,"@VOAChinese I can't stand your IQ the most, that is, there's no epidemic, and cities like Wuhan also have a high number of normal deaths every month. Plus, when the epidemic is closed down, all departments don't go to work. When they are notified to go to work one day, everyone must line up to collect their ashes, that's a big deal!",feia0071,,
2020-04-05 14:14:13 + 00:00,1246803333345468416,"WeChat article “Is the epidemic in New York City worse than in Wuhan??” has been removed. 
The number of deaths of people infected with COVID-19 during the closure of the city was estimated through rough estimates of the workload of various funeral parlors in Wuhan from multiple angles. I think the analysis and calculations in this article are really crude, and they are also tendentious. 
Would love to see the opposite side of the article. 
Also, the situation of asymptomatic infected people has not been clarified. If they exist in large numbers, can the epidemic be contained?",Volfay,,
2020-04-05 14:11:16 + 00:00,1246802588164481024,"@nytchinese announces an increase in confirmed cases of 30,000 and an increase of 5000+ deaths every day, so the public is happy? Can you eat well and be able to sleep? 

China hid and made mistakes with its mouth open all day long; what about the evidence? Who wouldn't shut their eyes and talk nonsense? 

As far as the closure of the city began in China as soon as the epidemic was confirmed to prevent the movement of people, China's disposal was also the best choice so far! 

From the beginning, the Chinese government wanted people to wear masks; you're still discussing it",Senmernewswire,,
2020-04-05 14:08:36 + 00:00,1246801920372740098,"The New York police have finally started wearing masks, and they also specifically explained why they wear masks to take up their jobs. They may be worried that people mistakenly think that wearing masks makes them sick. However, the equipment was far worse than the Wuhan police during the epidemic. The Wuhan police had full body protection before the closure of the city. This is probably one reason why protective equipment from all over the world flocked to Wuhan was not enough.",Yangzhanqing,,
2020-04-05 13:27:14 + 00:00,1246791507748597761,"The Singaporean government issues masks, one per person, with double layers of cloth, better than none. Plus, the closure of the city began on April 7 for a month. It is hoped that the development of the epidemic can be contained. https://t.co/5UHDqNQtCL",BigDreamPool,,
2020-04-05 13:24:56 + 00:00,1246790928968249345,"I was in a hurry to move last year, so I asked a friend to help me buy a refrigerator in JD. During the closure of the city, this refrigerator broke down. The manufacturer told me that JD did not provide door-to-door service due to the epidemic. Two weeks ago, my friend said that JD had a 180-day return service. After tentatively contacting JD, JD informed me today that it was decided to replace it first, not wait for the manufacturer to come to the door.",Xiaotangtang,,
2020-04-05 12:38:46 + 00:00,1246779311945744384,"@chinaworkshop it's not Meibuki, in fact, according to current data, the US healthcare system hasn't been broken down yet. In fact, the healthcare system has been knocked down, it doesn't mean that the US healthcare system is poor any country's health care system is destroyed by this kind of saturation or attack, it's a disaster China lost the closure of the city and kept the overall epidemic within Hubei in a timely manner, if China was also saturated or if it was attacked and destroyed by the medical system, China also hangs over",Hllavender,,
2020-04-05 12:25:04 + 00:00,1246775864945078273,"@brother_chui haha, the CCP closed down the city in February and quarantined millions of suspected cases. The whole world saw it — as a result, anyone else said that China concealed the seriousness of the virus? What kind of brain is this? After this trend, you still can't see that the epidemic is serious? Before, you guessed how many people were infected and how many deaths there were in Wuhan every day, and encouraged people to investigate and report again. As a result, it actually spread to yourself, but you couldn't carry it. You turned your head and scolded China without telling me how serious the virus was... What you said before was much more serious than what you said before",Simontt11,,
