conversation_id,created_at,author_id,text,Id,edit_history_tweet_ids,author_name,original_text
1.641327797628203e+18,2023-03-30T06:33:36 .000Z,1329406249.0,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641327797628203e+18,['1641327797628203008'],Peo20200915,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641320252863652e+18,2023-03-30T06:03:37 .000Z,8.614284755839058e+17,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641320252863652e+18,['1641320252863651840'],Shuijingming,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641315864212541e+18,2023-03-30T05:46:10 .000Z,1.580879737546752e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641315864212541e+18,['1641315864212541440'],WayneZhang 2,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.64131472929244e+18,2023-03-30T05:41:40 .000Z,525551777.0,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce;",1.64131472929244e+18,['1641314729292439555'],yoyoahmd38,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce;"
1.641314622295937e+18,2023-03-30T05:41:14.000Z,1.494244907409494e+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641314622295937e+18,['1641314622295937024'],OTH1238,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641312031432413e+18,2023-03-30T05:30:57 .000Z,8.855651795340984e+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641312031432413e+18,['1641312031432413186'],JasonRayoIO555,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641308863151604e+18,2023-03-30T05:18:21 .000Z,553704903.0,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641308863151604e+18,['1641308863151603718'],SheepleGend,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641308013339488e+18,2023-03-30T05:14:59 .000Z,8.726658619155005e+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641308013339488e+18,['1641308013339488257'],gybg1949,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641298071408775e+18,2023-03-30T04:35:28 .000Z,1.473877322780398e+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641298071408775e+18,['1641298071408775168'],yuancha6996,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.64129730232438e+18,2023-03-30T04:32:25 .000Z,1.583372407460532e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64129730232438e+18,['1641297302324379651'],LoneTheReal1,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641296756209246e+18,2023-03-30T04:30:15 .000Z,1.604244115532632e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641296756209246e+18,['1641296756209246208'],Wanglily_lwcat,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641295900499927e+18,2023-03-30T04:26:51 .000Z,110167281.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641295900499927e+18,['1641295900499927040'],Li2nd,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641295703032103e+18,2023-03-30T04:26:04 .000Z,1.549253229518545e+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641295703032103e+18,['1641295703032102913'],zhangweiye0702,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641294576630772e+18,2023-03-30T04:21:35 .000Z,7.013122005441208e+17,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641294576630772e+18,['1641294576630771713'],Shirushi121,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641294504702644e+18,2023-03-30T04:21:18 .000Z,60897995.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641294504702644e+18,['1641294504702644228'],May_Flower_1620,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641292610815001e+18,2023-03-30T04:13:46 .000Z,1.074522703275512e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641292610815001e+18,['1641292610815000577'],Weihaoran2004,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641286200584733e+18,2023-03-30T03:48:18 .000Z,23749001.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641286200584733e+18,['1641286200584732674'],Ceslieanne,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.64128613015398e+18,2023-03-30T03:48:01 .000Z,23749001.0,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.64128613015398e+18,['1641286130153979910'],Ceslieanne,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641285052515467e+18,2023-03-30T03:43:44 .000Z,1495308361.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641285052515467e+18,['1641285052515467264'],Stephen_LukBig,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641283236453323e+18,2023-03-30T03:36:31 .000Z,1.105473509579403e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641283236453323e+18,['1641283236453322754'],hghezllufPlucyu,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641283082371342e+18,2023-03-30T03:35:55 .000Z,8.612425052657254e+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641283082371342e+18,['1641283082371342338'],gz_black_eye,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641281292334662e+18,2023-03-30T03:28:48 .000Z,2788078109.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641281292334662e+18,['1641281292334661634'],HKDEMONOW,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.64128064226791e+18,2023-03-30T03:26:13 .000Z,1.418951143737147e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.64128064226791e+18,['1641280642267910144'],majingfeng 1,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641280405272924e+18,2023-03-30T03:25:16 .000Z,1338880777.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641280405272924e+18,['1641280405272924160'],wsyyzqflbzzy,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641280259025936e+18,2023-03-30T03:24:41 .000Z,1.603607019608764e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641280259025936e+18,['1641280259025936384'],RoGGrj,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641279472744927e+18,2023-03-30T03:21:34 .000Z,149088329.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641279472744927e+18,['1641279472744927232'],Gutouwang,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641278948561809e+18,2023-03-30T03:19:29 .000Z,42425700.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641278948561809e+18,['1641278948561809414'],Alpha4_3dom,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641278365754855e+18,2023-03-30T03:17:10 .000Z,831057985.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641278365754855e+18,['1641278365754855424'],nickname002002,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641277612646625e+18,2023-03-30T03:14:10.000Z,568892405.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641277612646625e+18,['1641277612646625281'],ylyc99,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641276103250805e+18,2023-03-30T03:08:11 .000Z,1.138968719818863e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641276103250805e+18,['1641276103250804738'],ShikaiWen6,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641274844259168e+18,2023-03-30T03:03:10.000Z,37662400.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641274844259168e+18,['1641274844259168257'],Heisenburger 110,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641274183526253e+18,2023-03-30T03:00:33 .000Z,1.586100909423329e+18,"RT @lidangzzz: What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, the closure of the city, or stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, and plum sauce; _x000D_
,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big...",1.641274183526253e+18,['1641274183526252544'],Linyi1227,"What erased their memories of these three years the fastest were ordinary people at the bottom, who didn't even remember the pandemic grabbing food, closing the city, and stealing fun — the next second they plunged directly into the Ohio leak, Wang Xiaofei's Big S, Wu Mei Zi sauce, etc.;
 _x000D_,
 followed by small and medium-sized business owners. After three years, they immediately took out loans to open restaurants, teach and train, engage in e-commerce, invest in milk tea, and meet with provincial and city leaders, promising to welcome business, revitalize the economy, big..."
1.641274055331312e+18,2023-03-30T03:00:02 .000Z,1662221618.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641274055331312e+18,['1641274055331311617'],Nabirahjj,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641273735188476e+18,2023-03-30T02:58:46 .000Z,8.655131626777354e+17,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641273735188476e+18,['1641273735188475907'],Polcandr,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641273440056271e+18,2023-03-30T02:57:36 .000Z,875525822.0,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641273440056271e+18,['1641273440056270848'],Echinghist,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
1.641270662072533e+18,2023-03-30T02:46:33 .000Z,1.302265414018163e+18,"RT @initiumnews: [How did the closure of Shanghai come about after two months of living for 25 million people?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past...",1.641270662072533e+18,['1641270662072532992'],Snowinger2,"[How did the closure of Shanghai happen after 25 million people lived in two months?] https://t.co/u6DMaAYPEb _x000D_
 _x000D_
 2022/3/28, Shanghai closed down. Train stations and airports have drastically reduced the number of flights and logistics problems. The lives of 25 million people were suspended for two months. Today, the blockade line and blue fence that cut human life in the past..."
