,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
163,163,2.0,0.6462,"epidemic, pandemic, go, full, people, time, day, many, also, first","['covid', 'influenza', 'fever', 'beginning', 'epidemic', 'first', 'fever', 'whole', 'body', 'wear_mask', 'day', 'avoid', 'flu']"
164,164,3.0,0.4489,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['月日起', 'bus', 'go', 'directly', 'civil', 'aviation', 'ticket', 'office', 'terminal', 'achieve', 'seamless', 'connection', 'door', 'door', 'transfer', 'taxi', 'yuan', 'yuan', 'airport', 'bus', 'fare', 'more', 'yuan', 'also', 'very', 'ground', 'full', 'text']"
165,165,2.0,0.849,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'great', 'there', 'epidemic', 'great']"
166,166,2.0,0.849,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'great', 'there', 'epidemic', 'great']"
167,167,2.0,0.4888,"epidemic, pandemic, go, full, people, time, day, many, also, first","['show', 'jellyfish', 'there', 'next', 'week', 'live', 'shooting', 'more', 'clear', 'now', 'tourist', 'look', 'good', 'tree', 'music', 'epidemic', 'also', 'time', 'country', 'vigorously', 'promote', 'domestic', 'demand', 'consumption', 'year', 'really', 'bustle', 'full', 'people', 'still', 'bit', 'lack', 'popularity', 'income', 'employment', 'stock', 'market', 'property', 'market', 'increase', 'old', 'age', 'full', 'text']"
168,168,0.0,0.7747,"text, hospital, love, front, number, high, full, official, yuan, package","['live', 'report', 'economy', 'minister', 'conflict', 'covid', 'pandemic', 'relaxed', 'political', 'climate', 'surround', 'budget', 'recent', 'easily', 'return', 'form', 'rule']"
169,169,0.0,0.5083,"text, hospital, love, front, number, high, full, official, yuan, package","['check', 'suspend', 'second', 'half', 'last', 'year', 'severe', 'time', 'restart', 'almost', 'half', 'year', 'body', 'weight', 'much', 'muscle', 'mass', 'clearly', 'thorough', 'physical', 'examination', 'time', 'physical', 'good', 'ready', 'recover', 'physical', 'fitness', 'first', 'then', 'return', 'gym', 'half', 'month', 'check', 'full', 'text']"
170,170,1.0,0.8026,"year, last, full, time, new, again, festival, pandemic, go, spring","['often', 'diseased', 'meet', 'savior', 'ultimate', 'note', 'shun', 'full', 'story']"
171,171,2.0,0.6507,"epidemic, pandemic, go, full, people, time, day, many, also, first","['feel', 'very', 'depressed', 'past', 'few', 'due', 'pandemic']"
172,172,2.0,0.7899,"epidemic, pandemic, go, full, people, time, day, many, also, first","['epidemic', 'brand', 'new', 'sleep', 'circle', 'gradually', 'become', 'lively']"
173,173,2.0,0.8616,"epidemic, pandemic, go, full, people, time, day, many, also, first","['finally', 'day', 'first', 'concert', 'epidemic', 'here', 'here', 'concert', 'tour', 'station', 'tonight', 'line', 'extremely', 'crowded', 'subway', 'concert', 'include', 'know', 'station', 'tonight', 'full', 'text']"
174,174,2.0,0.8616,"epidemic, pandemic, go, full, people, time, day, many, also, first","['finally', 'day', 'first', 'concert', 'epidemic', 'here', 'here', 'concert', 'tour', 'station', 'tonight', 'line', 'extremely', 'crowded', 'subway', 'concert', 'include', 'know', 'station', 'tonight', 'full', 'text']"
175,175,2.0,0.4876,"epidemic, pandemic, go, full, people, time, day, many, also, first","['record', 'daily', 'life', 'epidemic']"
176,176,2.0,0.5611,"epidemic, pandemic, go, full, people, time, day, many, also, first","['点回忆', 'portray', 'person', 'old', 'age', 'figurative', 'way', 'probably', 'just', 'range', 'get', 'small', 'year', 'year', 'long', 'time', 'ago', 'grandmother', 'able', 'come', 'house', 'bus', 'later', 'get', 'old', 'say', 'direction', 'walk', 'get', 'bus', 'come', 'here', 'very', 'often', 'then', 'apart', 'go', 'out', 'walk', 'furthest', 'activity', 'trajectory', 'probably', 'limit', 'town', 'walk', 'in', 'past', 'few', 'epidemic', 'even', 'be', 'town', 'full', 'text']"
177,177,1.0,0.6034,"year, last, full, time, new, again, festival, pandemic, go, spring","['as', 'soon', 'get', 'work', 'happily', 'buy', 'ticket', 'book', 'hotel', 'strategy', 'travel', 'epidemic', 'last', 'year', 'countless', 'time', 'finally', 'happy']"
178,178,2.0,0.5736,"epidemic, pandemic, go, full, people, time, day, many, also, first","['only', 'young', 'few', 'pandemic', 'take', 'good']"
179,179,2.0,0.8629,"epidemic, pandemic, go, full, people, time, day, many, also, first","['doorstep', 'house', 'doorstep', 'great', 'steal', 'come', 'back', 'little', 'little']"
180,180,2.0,0.8725,"epidemic, pandemic, go, full, people, time, day, many, also, first","['go', 'see', 'grandma', 'today', 'epidemic', 'there', 'grandma', 'very', 'stingy', 'dream', 'be', 'there', 'even', 'once', 'tell', 'heart', 'today', 'think', 'really']"
181,181,1.0,0.59,"year, last, full, time, new, again, festival, pandemic, go, spring","['record', 'first', 'time', 'watch', 'drama', 'nutcracker', 'originally', 'show', 'last', 'year', 'due', 'pandemic', 'fortunately', 'year', 'piano', 'now', 'calm', 'let', 'good', 'see', 'wood']"
182,182,2.0,0.9159,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'envious', 'today', 'college', 'want', 'play', 'want', 'pandemic', 'just', 'come', 'class']"
183,183,3.0,0.4921,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['daily', 'debris', 'travel', 'river', 'side', 'people', 'fish', 'fly', 'drone', 'go', 'bathe', 'find', 'golden', 'shell', 'inside', 'river', 'fishy', 'smelly', 'smell', 'about', 'same', 'river', 'actually', 'want', 'say', 'nice', 'block']"
184,184,1.0,0.59,"year, last, full, time, new, again, festival, pandemic, go, spring","['record', 'first', 'time', 'watch', 'drama', 'nutcracker', 'originally', 'show', 'last', 'year', 'due', 'pandemic', 'fortunately', 'year', 'piano', 'now', 'calm', 'let', 'good', 'see', 'wood']"
185,185,2.0,0.9159,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'envious', 'today', 'college', 'want', 'play', 'want', 'pandemic', 'just', 'come', 'class']"
186,186,3.0,0.4921,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['daily', 'debris', 'travel', 'river', 'side', 'people', 'fish', 'fly', 'drone', 'go', 'bathe', 'find', 'golden', 'shell', 'inside', 'river', 'fishy', 'smelly', 'smell', 'about', 'same', 'river', 'actually', 'want', 'say', 'nice', 'block']"
187,187,2.0,0.8198,"epidemic, pandemic, go, full, people, time, day, many, also, first","['epidemic', 'go', 'outside', 'great']"
188,188,2.0,0.7401,"epidemic, pandemic, go, full, people, time, day, many, also, first","['move', 'epidemic', 'go', 'back', 'save', 'long', 'time']"
189,189,2.0,0.6315,"epidemic, pandemic, go, full, people, time, day, many, also, first","['in', 'almost', 'today', 'finally', 'chance', 'go', 'university', 'campus', 'once', 'never', 'think', 'go', 'there', 'before', 'pandemic', 'hit', 'school', 'close', 'year', 'university', 'finally', 'public', 'friend', 'take', 'entire', 'campus', 'finally', 'able', 'take', 'good', 'look', 'institution', 'high', 'learning', 'full', 'culture', 'cherry', 'already', 'end', 'bloom', 'season', 'still', 'endless', 'flow', 'visit', 'fall', 'blue', 'tile', 'path', 'curve', 'full', 'story']"
190,190,0.0,0.4909,"text, hospital, love, front, number, high, full, official, yuan, package","['进入月后条件允许可不戴口罩', 'many', 'no', 'long', 'mandatory', 'laboratory', 'single', 'drug', 'cl', 'infection', 'treatment', 'drug', 'research', 'development', 'seminar', 'meeting', 'say', 'basic', 'end', 'covid', 'epidemic', 'mainly', 'peak', 'last', 'year', 'currently', 'arrival', 'next', 'round', 'epidemic', 'full', 'story']"
191,191,2.0,0.8499,"epidemic, pandemic, go, full, people, time, day, many, also, first","['relative', 'family', 'see', 'grow', 'suddenly', 'good', 'boy', 'actually', 'remember', 'think', 'little', 'sad', 'keep', 'talk', 'sister', 'say', 'remember', 'still', 'very', 'much', 'like']"
192,192,2.0,0.5602,"epidemic, pandemic, go, full, people, time, day, many, also, first","['present', 'many', 'people', 'confine', 'year', 'pandemic', 'active', 'loss', 'ability', 'think', 'independently', 'result', 'many', 'people', 'don', 'know', 'now', 'want', 'protect', 'find', 'good', 'doctor', 'generally', 'speak', 'traditional', 'medicine', 'find', 'learn', 'only', 'protect', 'there', 'enough', 'spirit', 'world', 'right', 'now', 'just', 'need', 'learn', 'provide', 'energy', 'live', 'full', 'text']"
193,193,0.0,0.591,"text, hospital, love, front, number, high, full, official, yuan, package","['blue', 'white', 'porcelain', 'golden', 'wind', 'rain', 'wind', 'epidemic', 'love', 'sentence', 'preface', 'memory', 'sophomore', 'year', 'high', 'school', 'bias', 'sketch', 'shan', 'little', 'love', 'song', 'entertain', 'excellence', 'just', 'begin', 'full', 'text', 'full', 'text', 'training', 'dormitory', 'train', 'crush', 'rainbow', 'travel', 'crush', 'full', 'text']"
194,194,2.0,0.6588,"epidemic, pandemic, go, full, people, time, day, many, also, first","['first', 'time', 'watch', 'social', 'lottery', 'audience', 'rather', 'staff', 'member', 'social', 'federation', 'still', 'same', 'always', 'really', 'miss', 'stage', 'stop', 'due', 'pandemic']"
195,195,3.0,0.5299,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['spark', 'buzz', 'be', 'see', 'long', 'time', 'post', 'late', 'interview', 'video', 'experience', 'disappearance', 'husband', 'severe', 'muscle', 'weakness', 'mother', 'severe', 'depression', 'full', 'time', 'nursing', 'job', 'income', 'even', 'lose', 'money', 'financial', 'management', 'unemployed', 'home', 'pandemic', 'face', 'day', 'finish', 'housework', 'full', 'text']"
196,196,1.0,0.6035,"year, last, full, time, new, again, festival, pandemic, go, spring","['venue', 'exhibition', 'event', 'go', 'shore', 'concert', 'impact', 'epidemic', 'finally', 'look', 'forward', 'performance']"
197,197,3.0,0.8425,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['past', 'wearing_mask', 'effective', 'epidemic', 'stage', 'wearing_mask', 'become', 'optional_measure', 'population', 'low_expose', 'such_as', 'influenza', 'long', 'period', 'time', 'nasal_cavity', 'detrimental', 'formation', 'body_natural', 'immunity', 'permit', 'wear_mask', 'sense']"
198,198,1.0,0.6073,"year, last, full, time, new, again, festival, pandemic, go, spring","['maybe', 'share', 'plight', 'pandemic', 'closure', 'city', 'closed', 'loop', 'few', 'life', 'alone', 'receive', 'news', 'breakup', 'person', 're', 'deal', 'understand', 'approach', 'later', 'see', 'clearly', 'tell', 'over', 'again', 'alcohol', 'friend', 'family', 'member', 'family', 'incident', 'of', 'sudden', 'just', 'now', 'huge', 'transformation', 'sometimes', 'unclear', 'skeptical', 'still', 'understand', 'full', 'text']"
199,199,2.0,0.6453,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'want', 'watch', 'concert', 'finish', 'exam', 'haven', 'able', 'due', 'pandemic', 'summer', 'vacation']"
200,200,1.0,0.5441,"year, last, full, time, new, again, festival, pandemic, go, spring","['short', 'drama', 'lonely', 'person', 'profile', 'break', 'closure', 'city', 'pandemic', 'accidentally', 'meet', 'lose', 'friend', 'pain', 'different', 'video', 'many', 'receive', 'strength', 'support', 'each_oth', 'video', 'song', 'dance']"
201,201,2.0,0.8771,"epidemic, pandemic, go, full, people, time, day, many, also, first","['ask', 'happy', 'moment', 'college', 'feel', 'college', 'life', 'boring', 'painful', 'location', 'very', 'poor', 'just', 'kind', 'people', 'yearn', 'big', 'thought', 'talk', 'travel', 'epidemic', 'hang', 'college', 'fall', 'love', 'see', 'see', 'go', 'college', 'live', 'house', 'expect', 'happy', 'common', 'star', 'chase', 'eat', 'middle', 'night', 'full', 'text']"
202,202,2.0,0.8771,"epidemic, pandemic, go, full, people, time, day, many, also, first","['ask', 'happy', 'moment', 'college', 'feel', 'college', 'life', 'boring', 'painful', 'location', 'very', 'poor', 'just', 'kind', 'people', 'yearn', 'big', 'thought', 'talk', 'travel', 'epidemic', 'hang', 'college', 'fall', 'love', 'see', 'see', 'go', 'college', 'live', 'house', 'expect', 'happy', 'common', 'star', 'chase', 'eat', 'middle', 'night', 'full', 'text']"
203,203,2.0,0.9075,"epidemic, pandemic, go, full, people, time, day, many, also, first","['last', 'time', 'go', 'middle', 'class', 'beginning', 'epidemic', 'now', 'sophomore', 'second', 'grade', 'now']"
204,204,2.0,0.5104,"epidemic, pandemic, go, full, people, time, day, many, also, first","['reading', 'room', 'section', 'instead', 'talk', 'here', 'book', 'pandemic', 'author', 'foresee', 'future', 'relate', 'individualist', 'unique', 'happiness', 'honest', 'very', 'hard', 'read', 'spicy', 'depressed', 'think', 'pain', 'create', 'thinking', 'mind', 'patient', 'heart']"
205,205,3.0,0.5233,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['major', 'bank', 'annual', 'report', '月末', 'accord', 'datum', 'net_profit', 'major', 'continue', 'grow', 'positively', 'net_profit', 'return', 'mother', 'major', 'total', 'yuan', 'profit', 'earn', 'nearly', 'day', 'affect', 'such_a', 'downturn', 'turbulence', 'epidemic', 'revenue', 'growth', 'rate', 'major', 'occur', 'full', 'text']"
206,206,2.0,0.7347,"epidemic, pandemic, go, full, people, time, day, many, also, first","['reason', 'recent', 'crazy', 'fun', 'sequelae', 'epidemic', 'find', 'energy', 'get', 'bad', 'bad', 'cliff', 'style', 'decline', 'postgraduate', 'work', 'at', 'all', 'ago', 'mention', 'later', 'so', 'hurry', 'take', 'advantage', 'youth', 'still', 'energy', 'out', 'time', 'still', 'visit', 'settlement', 'visit', 'so', 'keep', 'hang', 'crazy', 'big', 'benefit', 'last', 'penny', 'come', 'able', 'take', 'advantage', 'ticket', 'full', 'text']"
207,207,2.0,0.867,"epidemic, pandemic, go, full, people, time, day, many, also, first","['summer', 'epidemic', 'come', 'quickly', 'come', 'quickly']"
208,208,2.0,0.5425,"epidemic, pandemic, go, full, people, time, day, many, also, first","['happy', 'now', 'epidemic', 'owe', 'pay', 'back']"
209,209,2.0,0.4985,"epidemic, pandemic, go, full, people, time, day, many, also, first","['always', 'definitely', 'lot', 'future', 'ahead']"
210,210,2.0,0.8926,"epidemic, pandemic, go, full, people, time, day, many, also, first","['expect', 'epidemic', 'pass', 'instead', 'exercise', 'come', 'too', 'late']"
211,211,0.0,0.414,"text, hospital, love, front, number, high, full, official, yuan, package","['upgrade', 'country', 'country', 'most', 'nation', 'treatment', 'enjoy', 'no', 'long', 'exist', 'leadership', 'control', 'epidemic', 'greatly', 'relax', 'year', 'export', 'situation', 'more', 'severe', 'feel', 'curtain', 'new', 'cold', 'war', 'begin', 'war', 'scope', 'war', 'limit']"
212,212,2.0,0.9357,"epidemic, pandemic, go, full, people, time, day, many, also, first","['say', 'word', 'membership', 'haircutte', 'shop', 'freshman', 'year', 'leave', 'senior', 'year', 'pandemic', 'cut', 'hair', 'often', 'get', 'hair', 'cut', 'today', 'expect', 'hair', 'cut', 'shop', 'close', 'switch', 'restaurant']"
213,213,1.0,0.6044,"year, last, full, time, new, again, festival, pandemic, go, spring","['ordinary', 'spring', 'spring', 'epidemic']"
214,214,2.0,0.3486,"epidemic, pandemic, go, full, people, time, day, many, also, first","['super', 'popular', 'science', 'relate', 'world', 'study', 'abroad', 'information', 'local', 'life', 'travel', 'food', 'drink', 'play', 'official', 'giraffe', 'dry', 'good', 'here', 'wait', 'check', 'official', 'officially', 'so', 'worth', 'back', 'day']"
215,215,2.0,0.4303,"epidemic, pandemic, go, full, people, time, day, many, also, first","['ma', 'cure', 'bad', 'mood', 'captain', 'group', 'only', 'top', 'ace', 'extremely', 'gentle', 'inherently', 'fun', 'even', 'day', 'fun', 'pandemic', 'warmth', 'tell', 'teasing', 'show', 'cook', 'guitar']"
216,216,2.0,0.9034,"epidemic, pandemic, go, full, people, time, day, many, also, first","['particularly', 'first', 'year', 'high', 'school', 'ago', 'post', 'video', 'college', 'principal', 'know', 'take', 'just', 'now', 'suddenly', 'get', 'news', 'be', 'accept', 'help', 'feel', 'time', 'so', 'fast', 'pandemic', 'really', 'take', 'away', 'too', 'much', 'time', 'fortunately', 'get', 'well', 'now', 'also', 'high', 'school', 'day', 'suddenly', 'think', 'first', 'year', 'high', 'school', 'roll', 'keep', 'watch', 'full', 'story']"
217,217,2.0,0.867,"epidemic, pandemic, go, full, people, time, day, many, also, first","['night', 'atmosphere', 'say', 'epidemic', 'actually', 'believe']"
218,218,1.0,0.6894,"year, last, full, time, new, again, festival, pandemic, go, spring","['last', 'time', 'acid', 'pay', 'special', 'attention', 'only', 'now', 'discover', 'year', 'epidemic', 'period', 'so', 'quietly']"
219,219,2.0,0.5146,"epidemic, pandemic, go, full, people, time, day, many, also, first","['epidemic', 'none', 'get', 'well']"
220,220,2.0,0.5397,"epidemic, pandemic, go, full, people, time, day, many, also, first",[]
221,221,2.0,0.488,"epidemic, pandemic, go, full, people, time, day, many, also, first","['many', 'catch', 'epidemic', 'unleash']"
222,222,2.0,0.488,"epidemic, pandemic, go, full, people, time, day, many, also, first","['many', 'catch', 'epidemic', 'unleash']"
223,223,2.0,0.9109,"epidemic, pandemic, go, full, people, time, day, many, also, first","['be', 'epidemic', 'haven', 'leave', 'province', 'always', 'feel', 'work', 'system', 'confine', 'job', 'stressful', 'retest', 'place', 'always', 'yearn', 'meet', 'people', 'train', 'button', 'dress', 'fall', 'morning', 'ret', 'know', 'bad', 'sign', 'be', 'almost', 'set', 'foot', 'college', 'campus', 'be', 'long', 'time', 'lose', 'ease', 'freedom', 'know', 'able', 'pass', 'exam', 'still', 'want', 'get', 'serious', 'full', 'text']"
224,224,2.0,0.5084,"epidemic, pandemic, go, full, people, time, day, many, also, first","['good', 'epidemic', 'bustle', 'cultural', 'tourism', 'area']"
225,225,2.0,0.901,"epidemic, pandemic, go, full, people, time, day, many, also, first","['make', 'hit', 'remember', 'watch', 'day', 'watch', 'day', 'watch', 'day', 'watch', 'day', 'old', 'now', 'college', 'really', 'miss', 'fact', 'relationship', 'time', 'wake', 'day', 'watch', 'watch', 'bunch', 'print', 'bunch', 'day', 'wake', 'school', 'bunch', 'phone', 'now', 're', 'fade', 'now', 'really', 'miss', 'pure', 'joy', 'day']"
226,226,3.0,0.7652,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['spring', 'fair', 'housing_development', 'direction', 'post', 'pandemic', 'era', 'theme', 'salon', 'seek', 'progress', 'stability', 'spring', 'housing', 'fair', 'housing_development', 'direction', 'post', 'pandemic', 'era', 'theme', 'salon', 'hall', 'international', 'convention', 'exhibition', 'center', 'daily', 'video']"
227,227,2.0,0.4718,"epidemic, pandemic, go, full, people, time, day, many, also, first","['pandemic', 'schedule', 'last', 'fall', 'winter', 'spring', 'wedding', 'arrangement', 'also', 'fall', 'color', 'spring', 'color', 'order', 'look', 'hotel', 'table', 'bride', 'specifically', 'rent', 'small', 'round', 'table', 'table', 'people', 'banquet', 'atmosphere', 'more', 'relaxed', 'specially', 'green', 'velvet', 'tablecloth', 'go', 'well', 'venue', 'rainy', 'day', 'session', 'carry', 'indoor', 'rain', 'affect', 'love', 'small', 'spring', 'color', 'garden', 'full', 'text']"
228,228,2.0,0.5827,"epidemic, pandemic, go, full, people, time, day, many, also, first","['order', 'love', 'order', 'epidemic', 'try', 'store', 'so', 'many', 'people', 'haven', 'shop', 'long', 'time']"
229,229,0.0,0.4884,"text, hospital, love, front, number, high, full, official, yuan, package","['yuan', 'rice', 'cake', 'potato', 'yuan', 'rice', 'cake', 'yuan', 'beef', 'roll', 'unfinished', 'hot', 'pot', 'top', 'pandemic', 'affordable', 'one', 'so', 'fragrant']"
230,230,2.0,0.9035,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'happy', 'go', 'home', 'see', 'son', 'epidemic', 'finally', 'need', 'great']"
231,231,1.0,0.5714,"year, last, full, time, new, again, festival, pandemic, go, spring","['able', 'prepare', 'birthday', 'last', 'year', 'pandemic', 'definitely', 'make', 'big', 'deal', 'year', 'eat', 'alone']"
232,232,2.0,0.9035,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'happy', 'go', 'home', 'see', 'son', 'epidemic', 'finally', 'need', 'great']"
233,233,1.0,0.5714,"year, last, full, time, new, again, festival, pandemic, go, spring","['able', 'prepare', 'birthday', 'last', 'year', 'pandemic', 'definitely', 'make', 'big', 'deal', 'year', 'eat', 'alone']"
234,234,2.0,0.9441,"epidemic, pandemic, go, full, people, time, day, many, also, first","['grandma', 'do', 'well', 'seriously', 'ill', 'epidemic', 'just', 'now', 'epidemic', 'past', 'miss', 'so', 'much', 'want', 'see', 'want', 'cook', 'cook', 'want', 'continue', 'cook', 'small', 'red', 'want', 'keep', 'talk', 'many', 'time', 'want', 'take', 'nap', 'want', 'take', 'nap', 'wake', 'eat', 'clean', 'full', 'story']"
235,235,2.0,0.5373,"epidemic, pandemic, go, full, people, time, day, many, also, first","['crazy', 'depressed', 'mood', 'day', 'point', 'always', 'hope', 'save', 'well', 'pandemic', 'dare', 'spend', 'pitiful', 'old', 'be', 'browse', 'clip', 'day', 'find', 'big', 'brother', 'very', 'funny', 'singing', 'content', 'act', 'watch', 'big', 'brother', 'very', 'inspirational', 'emotional', 'intelligence', 'easy', 'get', 'today']"
236,236,1.0,0.6115,"year, last, full, time, new, again, festival, pandemic, go, spring","['city', 'reconstruct', 'rural', 'recently', 'city', 'transportation', 'work', 'conference', 'conference', 'city', 'transportation', 'work', 'past', 'development', 'situation', 'deployment', 'work', 'conference', 'point', 'past', 'city', 'transportation', 'industry', 'efficiently', 'prevention', 'control', 'epidemic', 'high', 'quality', 'development', 'industry', 'new', 'construction', 'strong', 'transportation', 'city', 'full', 'story', 'new', 'era', 'city', 'full', 'text']"
237,237,2.0,0.7186,"epidemic, pandemic, go, full, people, time, day, many, also, first","['remember', 'last', 'time', 'stay', 'front', 'post', 'office', 'road', 'ready', 'buy', 'while', 'think', 'come', 'year', 'maybe', 'next', 'time', 'expect', 'next', 'time', 'more', 'later', 'full', 'epidemic', 'cycle', 'want', 'then', 'hesitate', 'after', 'most', 'life', 'as', 'irrelevant', 'future', 'difficult', 'anticipate', 'hesitate', 'want', 'long', 'time', 'full', 'text']"
238,238,2.0,0.7777,"epidemic, pandemic, go, full, people, time, day, many, also, first","['first', 'exam', 'ret', 'come', 'back', 'take', 'care', 'dad', 'first', 'exam', 'pandemic', 'stay', 'hotel', 'directly', 'cook', 'take', 'care', 'home', 'day', 'also', 'immediately', 'fly', 'day', 'teach', 'oral', 'day', 'ask', 'major', 'class', 'plan', 'time', 'all', 'similar', 'family', 'well', 'family', 'love', 'full', 'text']"
239,239,2.0,0.8539,"epidemic, pandemic, go, full, people, time, day, many, also, first","['really', 'true', 'stay', 'home', 'university', 'town', 'see', 'little', 'couple', 'go', 'go', 'trip', 'as', 'soon', 'epidemic', 'college', 'mention', 'eat', 'table', 'next', 'eat', 'eat', 'dog', 'food']"
240,240,2.0,0.7196,"epidemic, pandemic, go, full, people, time, day, many, also, first","['noodle', 'pandemic', 'also', 'number', 'first', 'taste', 'really', 'good', 'second', 'boss', 'always', 'taste', 'remain', 'same']"
241,241,2.0,0.8247,"epidemic, pandemic, go, full, people, time, day, many, also, first","['very', 'daze', 'really', 'love', 'pack', 'take', 'happy', 'pandemic', 'day', 'school']"
242,242,1.0,0.4848,"year, last, full, time, new, again, festival, pandemic, go, spring","['meter', 'tired', 'line', 'everywhere', 'go', 'play', 'epidemic', 'stop', 'playtime', 'pocket', 'only', 'take', 'while', 'open', 'flower', 'pocket', 'clean', 'face']"
243,243,2.0,0.864,"epidemic, pandemic, go, full, people, time, day, many, also, first","['ago', 'pandemic', 'first', 'time', 'buy', 'concert', 'still', 'keep']"
244,244,2.0,0.4461,"epidemic, pandemic, go, full, people, time, day, many, also, first","['epidemic', 'stick', 'home', 'go', 'anywhere', 'new', 'past', 'become', 'norm', 'first', 'time', 'feel', 'traveling', 'so', 'tire', 'new']"
245,245,2.0,0.4702,"epidemic, pandemic, go, full, people, time, day, many, also, first","['epidemic', 'spread', 'return', 'school', 'cherry', 'playground', 'spring', 'breeze', 'overflow', 'face', 'youthful', 'sunshine', 'campus']"
246,246,2.0,0.6785,"epidemic, pandemic, go, full, people, time, day, many, also, first","['still', 'people', 'meet', 'face', 'pandemic', 'mine', 'go']"
247,247,2.0,0.665,"epidemic, pandemic, go, full, people, time, day, many, also, first","['civil', 'service', 'interview', 'epidemic', 'many', 'stay', 'home', 'amount', 'water', 'electricity', 'use', 'gradually', 'fire', 'safety', 'also', 'gradually', 'head', 'community', 'fire', 'department', 'talk', 'prevent', 'national', 'examination', 'fire', 'rescue', 'full', 'text']"
248,248,2.0,0.665,"epidemic, pandemic, go, full, people, time, day, many, also, first","['civil', 'service', 'interview', 'epidemic', 'many', 'stay', 'home', 'amount', 'water', 'electricity', 'use', 'gradually', 'fire', 'safety', 'also', 'gradually', 'head', 'community', 'fire', 'department', 'talk', 'prevent', 'national', 'examination', 'fire', 'rescue', 'full', 'text']"
249,249,2.0,0.8387,"epidemic, pandemic, go, full, people, time, day, many, also, first","['night', 'view', 'ancient', 'town', 'still', 'beautiful', 'take', 'own', 'scrap', 'return', 'epidemic']"
250,250,2.0,0.8796,"epidemic, pandemic, go, full, people, time, day, many, also, first","['bit', 'far', 'away', 'go', 'far', 'see', 'site']"
251,251,2.0,0.4836,"epidemic, pandemic, go, full, people, time, day, many, also, first","['bill', 'say', 'again', 'win', 'learn', 'prepare', 'next', 'epidemic', 'shake', 'pessimistic', 'also', 'pessimistic', 'also', 'pessimistic', 'know', 'long', 'generation', 'live']"
252,252,2.0,0.6932,"epidemic, pandemic, go, full, people, time, day, many, also, first","['originally', 'just', 'epidemic', 'clear', 'go', 'public', 'big', 'result', 'year', 'epidemic', 'just', 'make', 'market', 'just', 'endorsement', 'national', 'level', 'driver']"
253,253,2.0,0.5538,"epidemic, pandemic, go, full, people, time, day, many, also, first","['eat', 'burn', 'non', 'working', 'hour', 'pandemic', 'equally']"
254,254,2.0,0.8801,"epidemic, pandemic, go, full, people, time, day, many, also, first","['concert', 'really', 'epidemic', 'really', 'sense', 'unreality', 'swipe']"
255,255,2.0,0.8637,"epidemic, pandemic, go, full, people, time, day, many, also, first","['happy', 'thing', 'pandemic', 'over', 'favorite', 'still']"
256,256,2.0,0.9613,"epidemic, pandemic, go, full, people, time, day, many, also, first","['first', 'resume', 'successfully', 'route', 'on', 'successful', 'arrival', 'flight', 'mf', 'international_airport', 'mark', 'successful', 'resumption', 'route', 'lapse', 'day', 'first', 'civil', 'airliner', 'epidemic', 'round', 'trip', 'flight', 'week', 'route', 'full', 'text']"
257,257,1.0,0.4869,"year, last, full, time, new, again, festival, pandemic, go, spring","['real', 'garbage', 'understand', 'relationship', 'epidemic']"
258,258,3.0,0.6252,"text, full, covid, government, staff, begin, control, provide, prevention, epidemic","['outbound', 'cruise', 'resume', 'take', 'lead', 'pilot', 'resumption', 'publicly', 'orderly', 'pilot', 'resumption', 'plan', 'international', 'cruise', 'transport', 'resume', 'cruise', 'transportation', 'neighboring', 'later', 'increase', 'pilot', 'waterway', 'appropriate', 'pilot', 'period', 'tentatively', 'year', 'base', 'national', 'prevention', 'control', 'inbound', 'outbound', 'tourism', 'market', 'full', 'text']"
259,259,2.0,0.5856,"epidemic, pandemic, go, full, people, time, day, many, also, first","['past', 'few', 'due', 'pandemic', 'simply', 'impossible', 'eat', 'now', 'able', 'eat', 'together', 'family', 'also', 'thankful', 'oasis']"
260,260,2.0,0.5043,"epidemic, pandemic, go, full, people, time, day, many, also, first","['good', 'thing', 'end', 'epidemic', 'return', 'frisket']"
261,261,2.0,0.9227,"epidemic, pandemic, go, full, people, time, day, many, also, first","['go', 'road', 'first', 'time', 'epidemic', 'go', 'happy', 'station', 'first', 'basement', 'floor', 'familiar', 'recipe', 'so', 'many', 'people', 'so', 'many', 'people', 'so', 'many', 'food', 'full', 'eat', 'pork', 'roll']"
