,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
149,149,1.0,0.9653,"epidemic, city, full, day, year, go, closure, close, time, text","['exactly', 'year', 'closure', 'city', 'exactly', 'covid', 'infection', 'time', 'epidemic', 'more', 'more', 'distant', 'many', 'unforeseen', 'there', 'life', 'let', 'meet', 'walk', 'just', 'normal']"
150,150,1.0,0.8689,"epidemic, city, full, day, year, go, closure, close, time, text","['run', 'first', 'epidemic', 'close']"
151,151,1.0,0.7098,"epidemic, city, full, day, year, go, closure, close, time, text","['city', 'close', 'down', 'make', 'wish', 'get', 'hair', 'cut', 'epidemic', 'over', 'cut', 'hair', 'last', 'year', 'see', 'epidemic', 'spread', 'tribute', 'new']"
152,152,1.0,0.9623,"epidemic, city, full, day, year, go, closure, close, time, text","['time', 'last', 'year', 'about', 'close', 'good', 'now', 'cherish', 'beautiful', 'life', 'frighten', 'epidemic', 'buy', 'too', 'many', 'find', 'whip', 'cream', 'today']"
153,153,1.0,0.5456,"epidemic, city, full, day, year, go, closure, close, time, text","['acid', 'native', 'priority', 'win', 'close', 'aggressive', 'attitude', 'remove', 'epidemic', 'press_conference', 'force', 'country', 'liberalize', 'pandemic', 'beautifully', 'pandemic', 'few', 'act', 'selfish', 'again', 'pandemic']"
154,154,1.0,0.4465,"epidemic, city, full, day, year, go, closure, close, time, text",['台民众买颗鸡蛋花块']
155,155,1.0,0.5508,"epidemic, city, full, day, year, go, closure, close, time, text","['funny', 'chat', 'reverse', 'time']"
156,156,1.0,0.9167,"epidemic, city, full, day, year, go, closure, close, time, text","['team', 'mate', 'just', 'first', 'semester', 'semester', 'scan', 'only', 'system', 'open', 'remember', 'last', 'year', 'job', 'title', 'go', 'application', 'application', 'year', 'datum', 'system', 'tight', 'task', 'heavy', 'spend', 'few', 'bury', 'pile', 'spend', 'few', 'bury', 'pile', 'figure', 'almost', 'pig', 'teammate', 'come', 'home', 'overtime', 'as', 'soon', 'see', 'cry', 'grievance', 'full', 'text']"
157,157,1.0,0.8881,"epidemic, city, full, day, year, go, closure, close, time, text","['epidemic', 'close', 'today', 'last', 'year']"
158,158,1.0,0.7859,"epidemic, city, full, day, year, go, closure, close, time, text","['think', 'back', 'discover', 'many', 'major', 'suddenly', 'stop', 'moment', 'city', 'suddenly', 'close', 'third', 'day', 'epidemic', 'return', 'home', 'delay', 'year', 'half', 'keep', 'write', 'border', 'so', 'day', 'suddenly', 'receive', 'exemption', 'buy', 'ticket', 'go', 'back', 'right', 'away', 'get', 'registration', 'exam', 'very', 'soon', 'graduation', 'apply', 'dare', 'delay', 'moment', 'recently', 'full', 'text']"
159,159,1.0,0.6632,"epidemic, city, full, day, year, go, closure, close, time, text","['photo', 'city', 'close', 'pandemic', 'mention', 'bit', 'nostalgic']"
160,160,1.0,0.8665,"epidemic, city, full, day, year, go, closure, close, time, text","['video', 'show', 'dream', 'stage', 'play', 'last', 'year', 'just', 'catch', 'closure', 'city', 'epidemic', 'pity']"
161,161,1.0,0.9244,"epidemic, city, full, day, year, go, closure, close, time, text","['last', 'year', 'today', 'community', 'officially', 'close', 'new', 'day', 'lose', 'double', 'year', 'epidemic', 'over', 'go', 'ashore', 'haven', 'job', 'weight', 'third', 'digit', 'lose', 'weight']"
162,162,1.0,0.4786,"epidemic, city, full, day, year, go, closure, close, time, text","['remember', 'first', 'ago', 'place', 'popular', 'city', 'mix', 'various', 'amusement', 'then', 'build', 'entertainment', 'base', 'place', 'luxury', 'good', 'valley', 'build', 'kind', 'shopping', 'mall', 'mix', 'obviously', 'more', 'attractive', 'pandemic', 'hit', 'city', 'completely', 'close', 'then', 'now', 'full', 'story']"
163,163,1.0,0.7119,"epidemic, city, full, day, year, go, closure, close, time, text","['year', 'pandemic', 'close', 'miss', 'people', 'learn', 'make', 'pineapple', 'sweet', 'sour', 'pork']"
164,164,1.0,0.6409,"epidemic, city, full, day, year, go, closure, close, time, text","['outbreak', 'epidemic', 'countless', 'lose', 'academician_li', 'old', 'hesitate', 'go', 'forefront', 'fight_against', 'epidemic', 'vaccine', 'go', 'closure', 'city', 'academician', 'worthy', 'immortal', 'nation', 'feel', 'more', 'ease', 'single', 'winter', 'overcome', 'single', 'spring', 'arrive', 'kind', 'in', 'academician_li', 'body', 'see', 'always', 'full', 'text']"
165,165,1.0,0.8877,"epidemic, city, full, day, year, go, closure, close, time, text","['quality', 'people', 'get', 'well', 'say', 'spring_festival', 'back', 'settle', 'first', 'just', 'feel', 'more', 'scolding', 'more', 'outcast', 'more', 'loud', 'think', 'right', 'thing', 'sub', 'provincial', 'city', 'keep', 'pace', 'time', 'however', 'outbreak', 'epidemic', 'closure', 'city', 'spontaneous', 'act', 'love', 'part', 'people', 'citizen', 'worker', 'full', 'text']"
166,166,0.0,0.5039,"covid, impact, such, spread, outbreak, public, state, current, director, say","['closure', 'city', 'reduce', 'innovation', 'pandemic', 'drastically', 'reduce', 'person', 'person', 'communication', 'relate', 'question', 'face', 'face', 'communication', 'important', 'innovation', 'closure', 'city', 'reduce', 'innovation', 'activity', 'output', 'recent', 'paper', 'question', 'answer', 'link', 'web', 'link', 'photo', 'full', 'text']"
167,167,1.0,0.5067,"epidemic, city, full, day, year, go, closure, close, time, text","['take', 'high_speed', 'rail', 'station', 'only', 'learn', 'semi', 'close', 'epidemic', 'stop', 'public', 'transportation', 'taxi', 'car', 'so', 'frightened', 'immediately', 'make', 'turn', 'buy', 'most', 'recent', 'high_speed', 'rail', 'then', 'rent', 'car', 'hotel', 'just', 'far', 'road', 'post', 'office', 'walk', 'branch']"
168,168,1.0,0.7093,"epidemic, city, full, day, year, go, closure, close, time, text","['year', 'year', 'epidemic', 'close', 'last', 'year', 'really', 'experience', 'make', 'family', 'hungry', 'ability', 'available', 'make', 'good', 'friend', 'college', 'now', 'also', 'new', 'work', 'hard', 'lose', 'weight', 'practice', 'hard', 'writing', 'attend', 'class', 'well']"
169,169,1.0,0.5943,"epidemic, city, full, day, year, go, closure, close, time, text","['take', 'frightening', 'bath', 'upstairs', 'even', 'dare', 'go', 'city', 'get', 'get', 'rid', 'dad', 'hard', 'work', 'know', 'get', 'provincial', 'government', 'office', 'happy', 'still', 'person', 'last', 'name', 'lobby', 'new', 'year', 'just', 'go', 'explore', 'organize', 'sell', 'art', 'here', 'fraud', 'money']"
170,170,1.0,0.5265,"epidemic, city, full, day, year, go, closure, close, time, text","['senior', 'year', 'high', 'school', 'first', 'day', 'first', 'month', 'first', 'month', 'year', 'epidemic', 'just', 'fully', 'break', 'martial', 'law', 'allow', 'private', 'car', 'go', 'road', 'say', 'let', 'eat', 'cake', 'cake', 'cake', 'shop', 'make', 'birthday', 'cake', 'dad', 'take', 'pass', 'office', 'go', 'cake', 'shop', 'pick', 'cake', 'shop', 'school', 'district', 'live', 'middle', 'school', 'time', 'cake', 'shop', 'market', 'full', 'text']"
171,171,1.0,0.7583,"epidemic, city, full, day, year, go, closure, close, time, text","['buy', 'scooter', 'commerce', 'platform', 'later', 'due', 'busy', 'work', 'later', 'epidemic', 'city', 'close', 'twice', 'day', 'so', 'ride', 'much', 'stay', 'idle', 'home', 'discover', 'scooter', 'so', 'send', 'customer', 'service', 'center', 'road', 'repair', 'time', 'tell', 'take', 'month', 'disassembly', 'fee', 'yuan', 'as', 'well', 'cost', 'full', 'text']"
172,172,1.0,0.5529,"epidemic, city, full, day, year, go, closure, close, time, text","['comment', 'pertinent', 'still', 'stick', 'way', 'think', 'epidemic', 'past', 'demand', 'work', 'school', 'city', 'turn', 'just', 'other', 'attitude', 'show', 'sense', 'indifference', 'people', 'past']"
173,173,1.0,0.9105,"epidemic, city, full, day, year, go, closure, close, time, text","['get', 'offer', 'last', 'year', 'extremely', 'marginal', 'chore', 'job', 'go', 'city', 'pandemic', 'time', 'feel', 'sky', 'about', 'collapse', 'secretly', 'cry', 'several', 'time', 'apply', 'position', 'company', 'today', 'full', 'confidence', 'get', 'job', 'as_result', 'quit', 'beginning', 'over', 'over', 'again', 'matter', 'just', 'job', 'youth', 'food', 'few', 'full', 'story']"
174,174,1.0,0.7171,"epidemic, city, full, day, year, go, closure, close, time, text","['last', 'year', 'today', 'vaguely', 'remember', 'eat', 'delicious', 'cabbage', 'restaurant', 'city', 'close', 'pandemic', 'next', 'dine', 'blockade']"
175,175,1.0,0.9837,"epidemic, city, full, day, year, go, closure, close, time, text","['remember', 'correctly', 'last', 'year', 'today', 'get', 'early', 'prepare', 'day', 'closure', 'city', 'acid', 'now', 'think', 'yesterday', 'year', 'peach', 'little', 'last', 'year', 'remember', 'still', 'peach', 'pandemic', 'make', 'see', 'first', 'time', 'go', 'upper', 'floor', 'apartment', 'bathe', 'spring', 'out', 'empty', 'street', 'window', 'see', 'small', 'park', 'cold', 'still', 'peach', 'stay', 'full', 'story']"
176,176,1.0,0.8296,"epidemic, city, full, day, year, go, closure, close, time, text","['go', 'crazy', 'watch', 'live', 'day', 'buy', 'too', 'much', 'meat', 'control', 'buy', 'epidemic', 'close', 'last', 'year']"
177,177,1.0,0.8039,"epidemic, city, full, day, year, go, closure, close, time, text","['get', 'fight', 'dad', 'again', 'remember', 'big', 'fight', 'dad', 'before', 'also', 'forget', 'really', 'want', 'spend', 'more', 'time', 'dad', 'second', 'time', 'think', 'anyway', 'go', 'work', 'next', 'day', 'see', 'unaware', 'community', 'send', 'notice', 'next', 'morning', 'next', 'morning', 'one', 'leave', 'city', 'epidemic', 'so', 'happen', 'again', 'full', 'story']"
178,178,1.0,0.4587,"epidemic, city, full, day, year, go, closure, close, time, text","['first', 'wave', 'epidemic', 'break', 'large_scale', 'early', 'quickly', 'close', 'city', 'national', 'assist', 'ensure', 'epidemic', 'break', 'multiple', 'country', 'give', 'enough', 'time', 'experience', 'respond', 'epidemic', 'now', 'situation', 'pathogenicity', 'variant', 'clearly', 'case', 'fatality', 'rate', 'drastically', 'reduce', 'new', 'prevention', 'control', 'prevent', 'control', 'past', 'full', 'text']"
179,179,1.0,0.924,"epidemic, city, full, day, year, go, closure, close, time, text","['pot', 'plant', 'almost', 'epidemic', 'close', 'city', 'last', 'year', 'watering', 'more', 'time', 'blockade', 'already', 'die', 'more', 'half', 'year', 'painstaking', 'care', 'now', 'full', 'life', 'lose', 'lot', 'express', 'desire', 'silently', 'accept', 'sorrow', 'green', 'color', 'busy', 'life', 'make', 'believe', 'spring', 'definitely', 'return', 'make', 'even', 'more', 'convinced', 'full', 'text']"
180,180,1.0,0.8829,"epidemic, city, full, day, year, go, closure, close, time, text","['feel', 'amazing', 'alone', 'go', 'hospital', 'alone', 'go', 'home', 'alone', 'epidemic', 'close', 'stay', 'home', 'while', 'then', 'happy', 'day', 'eld', 'short', 'mother', 'bring', 'cake', 'make', 'feel', 'good']"
181,181,1.0,0.4887,"epidemic, city, full, day, year, go, closure, close, time, text","['time', 'company', 'develop', 'pandemic', 'city', 'close', 'pay', 'wage', 'lay']"
182,182,1.0,0.6231,"epidemic, city, full, day, year, go, closure, close, time, text","['suddenly', 'remember', 'suitcase', 'corpse', 'closure', 'city', 'first', 'year', 'epidemic', 'case']"
183,183,1.0,0.6004,"epidemic, city, full, day, year, go, closure, close, time, text","['outbreak', 'epidemic', 'countless', 'net', 'live', 'lose', 'academician_li', 'old', 'hesitate', 'go', 'forefront', 'fight_against', 'epidemic', 'vaccine', 'go', 'closure', 'city', 'academician', 'worthy', 'immortal', 'nation', 'feel', 'more', 'ease', 'today', 'academician_li', 'be', 'fight', 'continuously', 'more', 'month', 'say', 'now', 'situation', 'country', 'basically', 'control', 'also', 'full', 'text']"
184,184,2.0,0.5654,"city, people, epidemic, control, text, fight, medical, prevention, full, government","['only', 'follow', 'right', 'path', 'way', 'out', 'small', 'progress', 'accumulation', 'right', 'direction', 'amazing', 'achievement', 'however', 'big', 'leap', 'forward', 'wrong', 'direction', 'lead', 'waste', 'abandonment', 'even', 'disaster', 'epidemic', 'be', 'rage', 'acid', 'square', 'testing', 'security', 'much', 'labor', 'material', 'time', 'lose', 'quarantine', 'concomitant', 'seating', 'traffic', 'even', 'closure', 'city', 'many', 'loss', 'full', 'text']"
185,185,1.0,0.5673,"epidemic, city, full, day, year, go, closure, close, time, text","['believe', 'science', 'break', 'feudal', 'really', 'really', 'want', 'share', 'same', 'epidemic', 'close', 'down', 'sell', 'lighthouse', 'family', 'get', 'sick', 'sell', 'fight', 'sun', 'whole', 'nation', 'cat', 'dog', 'only', 'time', 'meet', 'down', 'typhoon', 'very', 'difficult', 'only', 'difficult', 'very', 'concerned', 'brother', 'healthy', 'full', 'text']"
186,186,1.0,0.5099,"epidemic, city, full, day, year, go, closure, close, time, text","['otherwise', 'shut', 'city', 'shut', 'country', 'otherwise', 'all', 'shut', 'talk', 'completely', 'impenetrable', 'all', 'so']"
187,187,3.0,0.5086,"country, first, confirm, covid, total, science, growth, text, exam, acid","['女子每天通勤小时月花费元', 'city', 'silent', 'acid', 'code', 'itinerary', 'code', 'pop', 'same', 'collective', 'memory', 'erase', 'make', 'so', 'blatantly']"
188,188,1.0,0.3978,"epidemic, city, full, day, year, go, closure, close, time, text","['influenza', 'scale', 'however', 'epidemic', 'public', 'health', 'system', 'need', 'improve', 'make', 'kind', 'plan', 'mean', 'do', 'now', 'future', 'course', 'oppose', 'long', 'term', 'closure', 'city', 'eliminate', 'kind', 'pathogen', 'influenza', 'disease', 'full', 'text']"
189,189,1.0,0.9654,"epidemic, city, full, day, year, go, closure, close, time, text","['yesterday', 'receive', 'send', 'classmate', 'last', 'time', 'close', 'covid', 'pandemic', 'receive', 'mask', 'probably', 'meet', 'bubble', 'house', 'game', 'big', 'boy', 'still', 'remain', 'childlike']"
190,190,1.0,0.6606,"epidemic, city, full, day, year, go, closure, close, time, text","['take', 'naked', 'exam', 'subject', 'once', 'really', 'sick', 'pandemic', 'close', 'so', 'long', 'get', 'driver', 'license', 'tomorrow']"
191,191,1.0,0.9651,"epidemic, city, full, day, year, go, closure, close, time, text","['day', 'last', 'year', 'take', 'half', 'day', 'vacation', 'go', 'buy', 'then', 'as', 'soon', 'wake', 'epidemic', 'close', 'more', 'day', 'year', 'big', 'about', 'same']"
192,192,1.0,0.78,"epidemic, city, full, day, year, go, closure, close, time, text","['last', 'year', 'today', 'drink', 'tea', 'friend', 'friend', 'suddenly', 'tell', 'work', 'home', 'get', 'serious', 'imagine', 'close', 'closure', 'city', 'time', 'fast', 'still', 'sure', 'experience', 'never', 'relieve', 'no', 'matter', 'many', 'still', 'want', 'thankful', 'brave', 'way']"
193,193,1.0,0.9814,"epidemic, city, full, day, year, go, closure, close, time, text","['insomnia', 'just', 'look', 'click', 'flash', 'find', 'last', 'courier', 'actually', 'last', 'year', 'be', 'full', 'year', 'time', 'cover', 'big', 'tin', 'time', 'epidemic', 'break', 'yet', 'close', 'time', 'last', 'free', 'time', 'epidemic', 'time', 'expect', 'close', 'expect', 'epidemic', 'completely', 'now', 'year', 'later', 'year', 'experience', 'full', 'story']"
194,194,1.0,0.5799,"epidemic, city, full, day, year, go, closure, close, time, text","['never', 'rain', 'realize', 'water', 'abundant', 'people', 'water', 'year', 'round', 'also', 'hurry', 'closure', 'epidemic', 'covid', 'outbreak', 'shortage', 'water', 'anxiety', 'never', 'stop', 'hear', 'sound', 'rain', 'outside', 'suddenly', 'feel', 'happy', 'spring', 'give', 'courage', 'start', 'long', 'time', 'long', 'lose', 'sunshine', 'rain', 'long', 'lose', 'vitality']"
195,195,1.0,0.9318,"epidemic, city, full, day, year, go, closure, close, time, text","['period', 'closure', 'city', 'last', 'year', 'really', 'important', 'dividing', 'point', 'life', 'think', 'heartfelt', 'joy', 'first', 'meet', 'climb', 'mountain', 'pandemic', 'dress', 'take', 'as', 'well', 'able', 'dine', 'night', 'turn', 'youth', 'time', 'also', 'color', 'health', 'unknown', 'future', 'boy', 'recently', 'only', 'be', 'less', 'half', 'year', 'actually', 'full', 'text']"
196,196,1.0,0.5644,"epidemic, city, full, day, year, go, closure, close, time, text","['however', 'see', 'new', 'year', 'war', 'epidemic', 'closure', 'city', 'paper', 'closure', 'city', 'scientifically', 'voice', 'medical', 'care', 'first', 'first', 'face', 'back', 'then', 'astonish', 'situation', 'alarming', 'dark', 'know', 'don', 'ask', 'win']"
197,197,1.0,0.6317,"epidemic, city, full, day, year, go, closure, close, time, text","['sake', 'society', 'well', 'life', 'future', 'sake', 'family', 'stay', 'home', 'extraordinary', 'time', 'learn', 'epidemic', 'official', 'believe', 'let', 'alone', 'spread', 'make', 'right', 'understanding', 'panic', 'blindly', 'optimistic', 'only', 'temporarily', 'ill', 'closure', 'city', 'also', 'great', 'love', 'don', 'panic', 'let', 'alone', 'reject', 'believe', 'heal', 'soon', 'go', 'go', 'go']"
198,198,1.0,0.7251,"epidemic, city, full, day, year, go, closure, close, time, text","['time', 'last', 'year', 'buy', 'bergamot', 'come', 'back', 'delicious', 'buy', 'more', 'say', 'delicious', 'as_result', 'store', 'say', 'way', 'ship', 'outbreak', 'epidemic', 'there', 'close', 'right', 'then', 'year', 'store', 'never', 'really', 'want', 'eat', 'bergamot', 'again']"
199,199,1.0,0.8908,"epidemic, city, full, day, year, go, closure, close, time, text","['apply', 'hong', 'pass', 'ago', 'receive', 'time', 'thought', 'lose', 'closure', 'city', 'pandemic', 'care', 'get', 'anyway', 'think', 'send', 'now', 'hit', 'continue', 'button', 'again', 'always', 'post', 'haven', 'post']"
200,200,1.0,0.631,"epidemic, city, full, day, year, go, closure, close, time, text","['day', 'closure', 'city', 'epidemic', 'seal', 'people', 'county', 'invisibly', 'give', 'wild', 'such', 'mother', 'law', 'garlic', 'willow', 'surrounding', 'rare', 'spring', 'recover', 'ecology', 'same', 'time', 'people', 'make', 'live', 'sell', 'food', 'year', 'round', 'secretly', 'complain', 'originally', 'yesterday', 'think', 'temporarily', 'open', 'settle', 'later', 'fall', 'depend', 'watering', 'morning', 'watch', 'yellow', 'grow', 'rampant', 'inch', 'more', 'see', 'full', 'text']"
201,201,1.0,0.9314,"epidemic, city, full, day, year, go, closure, close, time, text","['sleepy', 'close', 'endless', 'first', 'day', 'picture', 'first', 'day', 'work', 'now', 'very', 'shy', 'talk', 'since', 'now', 'deal', 'so', 'many', 'people', 'company', 'move', 'dorm', 'room', 'roommate', 'smoke', 'first', 'person', 'meet', 'make', 'happy', 'meet', 'company', 'sister', 'really', 'nice', 'take', 'night', 'market', 'eat', 'delicious', 'food', 'learn', 'swim', 'together', 'also', 'travel', 'long', 'way', 'buy', 'food', 'acid', 'cook', 'shoot', 'together', 'pandemic', 'full', 'story']"
202,202,1.0,0.9314,"epidemic, city, full, day, year, go, closure, close, time, text","['sleepy', 'close', 'endless', 'first', 'day', 'picture', 'first', 'day', 'work', 'now', 'very', 'shy', 'talk', 'since', 'now', 'deal', 'so', 'many', 'people', 'company', 'move', 'dorm', 'room', 'roommate', 'smoke', 'first', 'person', 'meet', 'make', 'happy', 'meet', 'company', 'sister', 'really', 'nice', 'take', 'night', 'market', 'eat', 'delicious', 'food', 'learn', 'swim', 'together', 'also', 'travel', 'long', 'way', 'buy', 'food', 'acid', 'cook', 'shoot', 'together', 'pandemic', 'full', 'story']"
203,203,1.0,0.8688,"epidemic, city, full, day, year, go, closure, close, time, text","['epidemic', 'suddenly', 'sudden', 'don', 'wear', 'hopelessness', 'closure', 'city', 'last', 'year', 'just', 'memory', 'last']"
204,204,2.0,0.6325,"city, people, epidemic, control, text, fight, medical, prevention, full, government","['end', 'first', 'half', 'epidemic', 'timely', 'manner', 'defense', 'battle', 'defense', 'battle', 'win', 'scientific', 'perseverance', 'bold', 'major', 'decision', 'close', 'city', 'make', 'as', 'soon', 'possible', 'stop', 'spread', 'virus', 'overall', 'situation', 'epidemic', 'prevention', 'control', 'country', 'loss', 'people', 'health']"
205,205,1.0,0.5925,"epidemic, city, full, day, year, go, closure, close, time, text","['often', 'feel', 'soul', 'seal', 'work', 'environment', 'use', 'freely', 'walk', 'freely', 'frame', 'uniform', 'body', 'today', 'video', 'college', 'girl', 'first', 'time', 'long', 'time', 'schoolgirl', 'inherently', 'romantic', 'tell', 'fight', 'family', 'ago', 'alone', 'learn', 'draw', 'stick', 'there', 'closure', 'city', 'pandemic', 'even', 'sleep', 'highway', 'order', 'get', 'city', 'full', 'text']"
206,206,1.0,0.6024,"epidemic, city, full, day, year, go, closure, close, time, text","['hospital', 'register', 'medication', 'do', 'few', 'very', 'excited', 'recommend', 'grandpa', 'calmly', 'say', 'case', 'epidemic', 'express', 'home', 'only', 'closure']"
207,207,1.0,0.9562,"epidemic, city, full, day, year, go, closure, close, time, text","['clothe', 'pass', 'spring', 'breeze', 'last', 'year', 'day', 'today', 'epidemic', 'close', 'start', 'school', 'today', 'spend', 'spring', 'home']"
208,208,1.0,0.8153,"epidemic, city, full, day, year, go, closure, close, time, text","['first', 'believe', 'think', 'happen', 'last', 'year', 'wife', 'give', 'birth', 'child', 'confinement', 'close', 'none', 'such', 'good', 'temper', 'hold', 'look', 'death', 'fortunately', 'fine', 'now', 'full', 'story']"
209,209,1.0,0.862,"epidemic, city, full, day, year, go, closure, close, time, text","['really', 'afraid', 'sister', 'blood', 'draw', 'nasal', 'swab', 'lucky', 'enough', 'meet', 'sister', 'sister', 'really', 'treat', 'sister', 'now', 'want', 'cry', 'so', 'so', 'love', 'meet', 'late', 'closure', 'city', 'due', 'fate', 'think', 'now', 'fate', 'moment', 'come', 'never', 'know', 'joy', 'sadness', 'happiness', 'full', 'text']"
210,210,1.0,0.403,"epidemic, city, full, day, year, go, closure, close, time, text","['epidemic', 'severe', 'close', 'down', 'learn', 'community', 'anti', 'epidemic', 'donate', 'blood', 'donation', 'usually', 'save', 'thank', 'prison', 'province', 'provide', 'police', 'driver', 'comrade', 'accurately', 'community', 'as', 'soon', 'possible', 'community', 'careful', 'continue', 'work', 'guide', 'severe', 'period', 'epidemic', 'full', 'text']"
211,211,1.0,0.5593,"epidemic, city, full, day, year, go, closure, close, time, text","['epidemic', 'close', 'city', 'just', 'experience', 'gas', 'explosion', 'home', 'sudden', 'break', 'there', 'nowhere', 'go', 'strange', 'place', 'alone', 'quiet', 'city', 'look', 'place', 'stay', 'street', 'full', 'epidemic', 'prevention', 'go', 'long', 'way', 'get', 'positive', 'transport', 'rub', 'relax', 'wind', 'really', 'crouch', 'cry', 'fine', 'short', 'period', 'time', 'full', 'story']"
212,212,1.0,0.647,"epidemic, city, full, day, year, go, closure, close, time, text","['secretly', 'buy', 'in', 'early', 'just', 'time', 'semester', 'final', 'exam', 'week', 'know', 'concert', 'actually', 'conflict', 'exam', 'send', 'message', 'teacher', 'exact', 'time', 'exam', 'say', 'certain', 'secretly', 'book', 'flight', 'hotel', 'sit', 'dorm', 'room', 'night', 'eventually', 'return', 'fact', 'conflict', 'concert', 'exam', 'month', 'later', 'well', 'know', 'closure', 'epidemic', 'full', 'text']"
213,213,1.0,0.8021,"epidemic, city, full, day, year, go, closure, close, time, text","['epidemic', 'close', 'boring', 'last', 'year', 'add', 'old', 'brother', 'much', 'conversation', 'epidemic', 'circle', 'today', 'see', 'give', 'daughter', 'birthday', 'go', 'single', 'witness', 'year', 'family', 'even_though', 'always', 'single', 'only']"
214,214,1.0,0.9799,"epidemic, city, full, day, year, go, closure, close, time, text","['always', 'very', 'kind', 'group', 'probably', 'meet', 'few', 'vacation', 'traffic', 'intersection', 'yesterday', 'afternoon', 'naturally', 'take', 'initiative', 'chat', 'period', 'epidemic', 'meet', 'few', 'say', 'bring', 'back', 'hurry', 'say', 'help', 'take', 'town', 'just', 'let', 'pick', 'then', 'go', 'back', 'work', 'leave', 'several', 'car', 'full', 'text']"
215,215,1.0,0.7956,"epidemic, city, full, day, year, go, closure, close, time, text","['merchant', 'freedom', 'midst', 'still', 'able', 'see', 'quite', 'few', 'shouting', 'good', 'brightly', 'light', 'live', 'broadcast', 'base', 'closure', 'city', 'more', 'time', 'large', 'small', 'large', 'number', 'jade', 'epidemic', 'street', 'still', 'adhesive', 'closed', 'rolling', 'today', 'full', 'text']"
216,216,1.0,0.648,"epidemic, city, full, day, year, go, closure, close, time, text","['city', 'close', 'people', 'due', 'pandemic', 'also', 'make', 'very', 'successful', 'egg', 'bag', 'usually', 'many', 'people', 'home', 'so', 'want', 'time', 'consume', 'strenuous', 'work', 'first', 'fry', 'empty', 'cloth', 'bag', 'put', 'egg', 'inside', 'fry', 'again', 'choose', 'bag', 'bring', 'own', 'use', 'boss', 'full', 'text']"
217,217,1.0,0.9222,"epidemic, city, full, day, year, go, closure, close, time, text","['past', 'epidemic', 'city', 'close', 'city', 'close', 'city', 'close', 'film', 'short', 'home', 'mood', 'ride', 'roller', 'coaster', 'tire', 'free', 'always', 'remember', 'little', 'day', 'ago', 'regret', 'able', 'go', 'back', 'past', 'many', 'now', 'all', 'become', 'think', 'too', 'people', 'heart', 'still', 'little', 'excited']"
218,218,1.0,0.9541,"epidemic, city, full, day, year, go, closure, close, time, text","['full', 'blood', 'last', 'year', 'close', 'due', 'epidemic', 'economy', 'also', 'greatly', 'negatively', 'affect', 'most', 'worrisome', 'many', 'foreign', 'fund', 'time', 'great', 'sentiment', 'worried', 'leave', 'however', 'fact', 'think', 'lot', 'actual', 'amount', 'foreign', 'capital', 'use', 'increase', 'same', 'month', 'last', 'year', 'know', 'still', 'spring_festival', 'full', 'text']"
219,219,1.0,0.5235,"epidemic, city, full, day, year, go, closure, close, time, text","['read', 'record', 'plague', 'blindly', 'select', 'camus', 'first', 'read', 'plague', 'read', 'story', 'outbreak', 'plague', 'city', 'find', 'many', 'very', 'similar', 'epidemic', 'recent', 'very', 'different', 'exchange', 'closure', 'city', 'day', 'people', 'only', 'contact', 'other', 'word', 'protagonist', 'saint', 'full', 'story']"
220,220,1.0,0.9067,"epidemic, city, full, day, year, go, closure, close, time, text","['today', 'last', 'year', 'school', 'come', 'second', 'close', 'whole', 'school', 'get', 'acid', 'matter', 'urgency', 'story', 'familiar', 'closure', 'school', 'closure', 'city', 'acid', 'staff', 'deportation', 'home', 'today', 'year', 'go', 'city', 'eat', 'food', 'topic', 'dinner', 'table', 'return', 'trajectory', 'life', 'pandemic', 'finally', 'able', 'put', 'back', 'spend', 'year', 'vacuum']"
221,221,1.0,0.9335,"epidemic, city, full, day, year, go, closure, close, time, text","['see', 'hear', 'epidemic', 'wear', 'mask', 'closure', 'city', 'know', 'city', 'live', 'gorgeous', 'hasty', 'youth', 'away', 'hurry', 'wear', 'mask', 'muscle', 'memory', 'go', 'maybe', 'help', 'hold', 'full', 'story']"
222,222,1.0,0.5933,"epidemic, city, full, day, year, go, closure, close, time, text","['fresh', 'food', 'shop', 'owner', 'only', 'use', 'trick', 'fresh', 'food', 'shop', 'owner', 'catch', 'guard', 'face', 'sudden', 'closure', 'city', 'sudden', 'epidemic', 'fresh', 'live', 'chicken', 'duck', 'fish', 'shrimp', 'storage', 'cycle', 'time', 'just', 'yuan', 'worth', 'good', 'bring', 'again', 'make', 'owner', 'hurry', 'bring', 'extinction', 'store', 'amazing', 'only', 'use', 'trick', 'sell', 'fresh', 'food', 'store', 'day', 'full', 'text']"
223,223,1.0,0.6542,"epidemic, city, full, day, year, go, closure, close, time, text","['finally', 'get', 'undergraduate', 'first', 'subject', 'only', 'fourth', 'fourth', 'third', 'subject', 'before', 'experience', 'closure', 'city', 'epidemic', 'nervous', 'exam', 'nervous', 'false', 'fortunately', 'collection', 'drive', 'wish', 'once', 'only', 'good', 'book', 'real', 'heart', 'most', 'practical']"
