,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
201,201,0.0,0.5906,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['month', 'lockdown', 'covid']"
202,202,0.0,0.4534,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lot', 'giveaway', 'happen', 'support', 'lockdown', 'friend', 'account', 'detail', 'tire', 'yet', 'show', 'come', 'let', 'challenge', 'enjoy', 'garrium', 'more', 'oil', 'una', 'head', 'covid']"
203,203,0.0,0.6963,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['extend', 'lockdown', 'put', 'end', 'control', 'covid', 'pandemic', 'trump']"
204,204,0.0,0.5826,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'coronavirus', 'dad', 'get', 'creative', 'lockdown', 'boredom', 'buster']"
205,205,0.0,0.5219,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['people', 'drive', 'park', 'lockdown', 'guidance', 'make', 'high', 'risk', 'pass', 'contract', 'covid', 'fine', 'covidiot']"
206,206,0.0,0.6717,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['fall', 'again', 'country', 'prepare', 'extend', 'lockdown']"
207,207,0.0,0.6639,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['anyone_else', 'think', 'make', 'quarantine', 'resolution', 'just', 'covid']"
208,208,0.0,0.4247,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['model', 'endorse', 'right_now', 'press', 'conference', 'accord', 'assume', 'full', 'lockdown', 'approach', 'peak', 'chaos', 'middle', 'covid']"
209,209,0.0,0.5168,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['kupe', 'mana', 'kupe']"
210,210,0.0,0.7539,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['anniversary', 'yesterday', 'first', 'time', 'year', 'couldn', 'celebrate', 'away', 'work', 'government', 'still', 'win', 'lockdown', 've', 'temp', 'move', 'home', 'get', 'away', 'chunk', 'covid', 'city']"
211,211,0.0,0.7184,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['people', 'bay', 'lockdown', 'now', 'wonder', 'many', 'consider', 'unforeseen', 'consequence', 'million', 'migrant_worker', 'leave', 'way', 'get', 'home', 'many', 'try', 'walk', 'already', 'die', 'police', 'beat', 'people', 'street', 'horrendous', 'covid']"
212,212,0.0,0.7045,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['take', 'picture', 'few', 'day', 'ago', 'beginning', 'covid', 'lockdown', 'now', 'all', 'gazzera', 'alta']"
213,213,0.0,0.5129,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['girl', 'boy', 'well', 'lockdown']"
214,214,0.0,0.5052,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['about', 'say', 'mostly', 'face', 'remain', 'cover', 'then', 'only', 'cleansing', 'require', 'heal', 'mark', 'elastic', 'leave', 'mask', 'circumstance', 'especially', 'field', 'stay_safe', 'lockdown']"
215,215,0.0,0.5056,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['dear', 'respected', 'member', 'kindly', 'read', 'carefully', 'announcement', 'do', 'home', 'affair', 'share', 'information', 'needy', 'people', 'help', 'survive', 'government', 'announcement', 'lockdown', 'homeaffair', 'covid', 'covidindia']"
216,216,0.0,0.6864,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['extend', 'social_distance', 'guideline', 'stay', 'home', 'more', 'stay', 'home', 'save_live', 'fast', 'get', 'back', 'normal', 'life', 'coronaupdate']"
217,217,0.0,0.5549,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['time', 'hardship', 'just', 'remember', 'groot', 'bless', 'quarentinelife', 'covid', 'lockdown']"
218,218,0.0,0.6339,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['appropriateness', 'humour', 'time', 'chart', 'covid']"
219,219,0.0,0.6237,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['stay', 'inside', 'protect', 'outside', 'covid', 'doctweet', 'isolate']"
220,220,0.0,0.593,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['quarantine', 'bad', 'husband', 'lockdown', 'quarantinelife', 'quarantine']"
221,221,0.0,0.5215,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'minimum', 'day', 'significantly', 'reduce', 'exponential', 'growth', 'covid', 'patient']"
222,222,0.0,0.5953,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['increase', 'price', 'food', 'market', 'alot', 'grateful', 'government', 'make', 'serve', 'time', 'prison', 'lockdown']"
223,223,0.0,0.6313,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['want', 'know', 'freemasonry', 'work', 'watch', 'video', 'learn', 'truth', 'covidー', 'coronaupdate', 'stayathome', 'quarantine', 'covid']"
224,224,0.0,0.4734,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['collective', 'suffering', 'cause', 'covid', 'motivate', 'create', 'free', 'ewellbee', 'resource', 'family', 'lockdown', 'share', 'link', 'think', 'help', 'stay_safe']"
225,225,0.0,0.5961,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['believe', 'state', 'government', 'stock', 'fund', 'covid', 'charge', 'heavily', 'people', 'break', 'lockdown', 'car', 'bike', 'make', 'serve', 'nation', 'do', 'coronalockdown', 'coronaoutbreak', 'day']"
226,226,0.0,0.562,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['back', 'old', 'business', 'fudge', 'number', 'total', 'lockdown', 'still', 'more', 'case', 'right', 'chinavirus', 'covid', 'covid']"
227,227,0.0,0.4948,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['implement', 'more', 'complete', 'lockdown', 'only', 'prolong', 'pandemic', 'allow', 'get', 'big', 'big', 'say', 'infectious', 'disease', 'expert']"
228,228,0.0,0.5914,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['just', 'wake', 'still', 'lockdown', 'covid', 'coronaviru']"
229,229,0.0,0.5851,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['base', 'hand', 'sanitizer', 'place', 'order', 'now', 'coronaupdate', 'covid']"
230,230,0.0,0.5998,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['write', 'live', 'covid', 'lockdown']"
231,231,0.0,0.4881,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['wear', 'glove', 'perfect', 'leave', 'fingerprint', 'covid', 'sotire', 'lie', 'freedom', 'whitehouse', 'crime', 'noevidence']"
232,232,0.0,0.5475,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['see', 'empty', 'street', 'act', 'love', 'beautiful', 'move', 'little', 'film', 'hope', 'beauty']"
233,233,0.0,0.6852,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['strict', 'mean', 'migrant_worker', 'now', 'strand', 'country', 'unemploye', 'no', 'long', 'able', 'afford', 'housing', 'countless', 'leave', 'little', 'choice', 'walk', 'home', 'village', 'km', 'away', 'covid']"
234,234,0.0,0.6318,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['major', 'city', 'empty', 'lockdown', 'measure', 'continue']"
235,235,0.0,0.4512,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['six_month', 'return', 'normal', 'deputy', 'chief']"
236,236,0.0,0.5382,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['modi_seek', 'forgiveness', 'lockdown']"
237,237,0.0,0.5528,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['much', 'morrison', 'other', 'politician', 'don', 'word', 'lockdown', 'well', 'plan', 'week', 'interaction', 'freeze', 'household', 'isolation', 'amp', 'critical', 'function', 'service', 'shut', 'likelihood', 'solve', 'covid', 'problem', 'enable', 'quick', 'recovery']"
238,238,0.0,0.5722,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['respect', 'increase', 'covid', 'pandemic', 'lockdown', 'measure', 'as', 'well', 'stick', 'here', 'chernivtsi', 'situation', 'really', 'critical', 'here', 'want', 'back', 'home']"
239,239,0.0,0.5163,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['load', 'offer', 'huge', 'monetary', 'reward', 'arrange', 'get', 'real', 'coffee', 'once', 'week', 'more', 'justsaying', 'covidlockdown']"
240,240,0.0,0.6317,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['many', 'march', 'year', 'lockdown', 'covidnigeria', 'covid']"
241,241,0.0,0.7471,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['pandemic', 'end', 'work', 'activity', 'resume', 'just', 'know', 'more', 'official', 'leave', 'next', 'year', 'employer', 'want', 'make', 'money', 'lose', 'period', 'covid', 'lockdown']"
242,242,0.0,0.5686,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['remember', 'most', 'family', 'friend', 'lockdown', 'busy', 'lab', 'other', 'capacity', 'help', 'fight', 'covid', 'keep', 'thought', 'prayer', 'action', 'way', 'put', 'other', 'risk']"
243,243,0.0,0.414,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['nhs', 'start', 'ventilator', 'ration', 'patient', 'reasonable', 'certainty', 'survival']"
244,244,0.0,0.6644,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['emission', 'impact', 'coronavirus', 'lockdown', 'show', 'satellite', 'covid', 'lockdown']"
245,245,0.0,0.6476,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['good', 'news', 'hear', 'covid', 'outbreak', 'positive', 'effect', 'global', 'lockdown', 'earth', 'ozone', 'layer', 'heal', 'coronavirus']"
246,246,0.0,0.6696,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['coronavirus', 'death', 'fall', 'again', 'lockdown', 'extension', 'loom']"
247,247,0.0,0.4518,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['allow', 'enjoy', 'day', 'lock_down', 'plead', 'constant', 'power', 'supply', 'thank', 'lockdown', 'covid', 'covidnigeria']"
248,248,0.0,0.42,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['meanwhile', 'own', 'covid', 'lockdown', 'pm', 'dunno', 'tell', 'virus', 'only', 'move', 'around', 'night']"
249,249,0.0,0.6622,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'datum', 'show', 'more', 'distancing', 'less', 'case', 'less', 'distancing', 'more', 'case', 'conclusion', 'statathome', 'keep', 'physical', 'distance', 'amp', 'hygienic', 'measure', 'sarscov', 'contagion', 'infection', 'lockdown', 'quarantine', 'teleworke', 'stayhome']"
250,250,0.0,0.5078,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['message', 'tre', 'sage', 'growth', 'economy', 'gdpgrowth']"
251,251,0.0,0.509,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['quarantine', 'lockdown', 'dekalb', 'inmate', 'employee', 'jail', 'tested_positive', 'covid', 'accord', 'dekalb', 'now', 'inmate', 'jail', 'day', 'quarantine']"
252,252,0.0,0.5803,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'covid', 'people', 'friend', 'family', 'health', 'wellness', 'wellbee', 'lifestyle', 'covidー', 'quarantine', 'selfisolation', 'coronavirus', 'kill', 'world', 'go', 'lockdown', 'say', 'expert']"
253,253,0.0,0.6612,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['time', 'rabi', 'harvest', 'rabi', 'crop', 'sow', 'winter', 'harvest', 'late', 'early', 'lockdown', 'farmer', 'fear', 'loss', 'exempt', 'farm', 'worker', 'amp', 'procurement', 'agency', 'also', 'safety', 'farm', 'worker', 'labor']"
254,254,0.0,0.6434,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['coronaupdate', 'covid', 'lockdown', 'stayhome']"
255,255,0.0,0.6231,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['danchangji', 'wish', 'pray', 'speedy', 'recovery', 'return', 'work', 'excellency', 'covid', 'stayhome', 'lockdown']"
256,256,0.0,0.5129,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['di', 'persone', 'rende', 'crisi', 'insegnarci', 'investire', 'covid']"
257,257,0.0,0.566,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['number', 'total', 'death', 'separate', 'covid', 'week', 'behind', 'only', 'little', 'blip', 'down', 'over', 'guess', 're', 'lockdown', 'less', 'people', 'die', 'see', 'never', 'free']"
258,258,0.0,0.6561,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['world', 'lockdown', 'muppet', 'still', 'think', 'people', 'care', 'political', 'point', 'scoring', 'start', 'see', 'yet', 'covidiot', 'covid', 'lockdown', 'worldwide', 'wwgwga']"
259,259,0.0,0.6019,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['hard', 'nigerian', 'square', 'meal', 'normal', 'day', 'much', 'more', 'go', 'lockdown', 'believe', 'policy', 'support', 'shock', 'absorber', 'especially', 'moment', 'our', 'country', 'covid', 'covidnigeria']"
260,260,0.0,0.567,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['child', 'develop', 'anxiety', 'coronavirus', 'lockdown', 'tell', 'learn', 'talk', 'combat', 'lockdown', 'anxiety', 'teen', 'covid', 'stayhealthy', 'shelterinplace']"
261,261,0.0,0.6563,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'potus', 'extend', 'government', 'guideline', 'th', 'mean', 'month', 'lockdown', 'well', 'get', 'clarity', 'many', 'well', 'wise', 'systemic', 'affect', 'immune']"
262,262,0.0,0.6007,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['finally', 'leave', 'house', 'month', 'lockdown', 'covid']"
263,263,0.0,0.6196,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['terrible', 'senior', 'official', 'warn', 'coronavirus', 'death', 'coronavirus', 'covid', 'covid', 'covid', 'philly', 'healthcare', 'lockdown', 'washyourhand', 'transparency', 'publichealth']"
264,264,0.0,0.6271,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'covid', 'covid']"
265,265,0.0,0.6646,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['birth', 'new', 'world', 'covid', 'pandemic', 'quarantine', 'outbreak', 'lockdown']"
266,266,0.0,0.482,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['kindly', 'help', 'one', 'need', 'small', 'help', 'magic', 'life', 'offer', 'help', 'spread', 'happiness', 'amp', 'make', 'other', 'smile', 'together', 'fight', 'deadly', 'stay_safe', 'lockdown', 'letsfight', 'covid', 'stayathome']"
267,267,0.0,0.609,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['trump', 'extend', 'guideline', 'end', 'hope', 'return', 'normalcy', 'covid']"
268,268,0.0,0.4911,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['now', 'usual', 'helper', 'lose', 'own', 'covid', 'issue', 'airline', 'ground', 'airport', 'lock', 'border', 'close', 'use', 'opportunity', 'build', 'system', 'serve', 'world', 'lockdown', 'revolution', 'african', 'need', 'break', 'even', 'aid']"
269,269,0.0,0.4538,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['today', 'blog', 'title', 'toilet', 'song', 'check', 'quarantinelife', 'shelterinplace', 'shelter', 'lockdown', 'parent', 'covid', 'coronavirus', 'mentalhealth', 'toilet', 'quarantine']"
270,270,0.0,0.647,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['sometimes', 'end', 'year', 'look', 'back', 'video', 'make', 'covid', 'lockdown', 'boredom', 'deny']"
271,271,0.0,0.5749,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['implement', 'lockdown', 'policy', 'close', 'western', 'govts', 'policy', 'moral', 'argument', 'hold', 'age', 'cohort', 'covid', 'conduct', 'reasonably', 'civility', 'submit', 'essay']"
272,272,0.0,0.6497,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['grow', 'body', 'study', 'show', 'mask', 'reduce', 'infection', 'lockdown', 'good', 'mask', 'well', 'covid', 'coronaviru']"
273,273,0.0,0.5897,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home",['covid']
274,274,0.0,0.6309,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['trump', 'extend', 'whole', 'lockdown', 'quarantine', 'dat', 'birthday', 'so', 'covid', 'go', 'away', 'birthday', 'gift']"
275,275,0.0,0.5132,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['enter', 'initial', 'day', 'lockdown', 'announce', 'understand', 'uncertainty', 'lot', 'feel', 'moment', 'want', 'encourage', 'resilient', 'beat', 'covid']"
276,276,0.0,0.6064,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['people', 'so', 'quiet', 'last', 'thing', 'say', 'talk', 'people', 'listen', 'coronaupdate', 'quarantine', 'lockdown']"
277,277,0.0,0.5991,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['let', 'run', 'together', 'move', 'live', 'year', 'abroad', 'declare', 'national', 'lockdown', 'surge', 'covid', 'pandemic', 'leave', 'quarantine', 'aptm', 'reopen', 'twitter', 'account']"
278,278,0.0,0.561,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['refugee', 'face', 'imminent', 'coronavirus', 'lockdown', 'french', 'authority', 'many', 'say', 'try', 'reach', 'go', 'accommodation', 'centre', 'camp', 'clear', 'covid']"
279,279,0.0,0.633,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['total', 'lockdown', 'disaster', 'say', 'worry', 'sweden', 'explode', 'point', 'feel', 'live', 'huge', 'experiment', 'never', 'ask', 'want', 'sign', 'covid']"
280,280,0.0,0.5587,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['tertular', 'covid', 'notabene', 'bulan']"
281,281,0.0,0.5683,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['possibly', 'win', 'need', 'use', 'car', 'clock', 'go', 'back', 'covid', 'lockdown', 'distancing']"
282,282,0.0,0.4251,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['update', 'pm', 'neighbour', 'murder', 'tree', 'today', 'plant', 'garden', 'covid', 'quarentinelife']"
283,283,0.0,0.5268,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['case', 'jump', 'above', 'statewide', 'death_toll', 'continue', 'climb', 'covid', 'case', 'empathy', 'lockdown', 'washyourhand', 'safety']"
284,284,0.0,0.5322,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['gamer', 'meme']"
285,285,0.0,0.635,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'thisisacrisis', 'coronaupdate', 'quarantine', 'lockdown']"
286,286,0.0,0.6467,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['death', 'lockdown', 'thread', 'death', 'covid', 'death', 'lockdown']"
287,287,0.0,0.5308,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['apparently', 've', 'reach', 'stage', 'lockdown', 'here', 'coronavirus']"
288,288,0.0,0.5358,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['gtower', 'operation', 'deplete', 'oxygen', 'cause', 'pneumonia', 'symptom', 'call', 'covid', 'covelant', 'meaning', 'bond', 'corona', 'elec', 'field']"
289,289,0.0,0.5026,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['order', 'week', 'lockdown', 'commercial', 'capital', 'lago', 'federal', 'capital', 'most', 'populous', 'country', 'near', 'coronavirus', 'case', 'pandemic', 'covid', 'publichealth']"
290,290,0.0,0.4992,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['need', 'eat', 'healthy', 'boost', 'immune_system', 'stay', 'healthy', 'safe', 'time', 'deliver', 'right', 'doorstep', 'call', 'whatsapp']"
291,291,0.0,0.7488,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'affect', 'same', 'way', 'people', 'engage', 'daily', 'wage', 'highly', 'struggle', 'survive', 'covidsl', 'covid', 'coronaupdate', 'covid']"
292,292,0.0,0.6846,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'violate', 'lockdown', 'seek', 'transport', 'home', 'report']"
293,293,0.0,0.6272,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['day', 'covid', 'stayhome']"
294,294,0.0,0.6622,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['dear', 'diary', 'know', 'overcome', 'covid', 'time', 'then', 'government', 'ready', 'kill', 'lot', 'person', 'hunger', 'plan', 'total', 'lockdown', 're', 'copy', 'fight', 'covid', 'great', 'thing', 're', 'take', 'right']"
295,295,0.0,0.5545,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['seasonal', 'flu', 'covid', 'untested', 'say', 'yet', 'reason', 'global', 'lockdown']"
296,296,0.0,0.6094,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['day', 'stayhome']"
297,297,0.0,0.5439,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['important', 'just', 'washing', 'hand', 'stay_safe', 'keep', 'good', 'distance', 'friend', 'neighbour', 'people', 'buy', 'thing', 'week', 'lockdown', 'ready', 'covid', 'covid']"
298,298,0.0,0.5688,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['sunset', 'washyourhand', 'stayhome', 'clonsilla']"
299,299,0.0,0.6261,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['host', 'virtual', 'quarantine', 'party', 'discord', 'e', 'interested', 'coronavirus', 'quarantine', 'lockdown', 'funathome', 'virtualparty']"
300,300,0.0,0.6827,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['herb', 'man', 'consider', 'non_essential', 'person', 'essential', 'person', 'streetcredva', 'parody', 'stayhome', 'lockdown', 'essential', 'nonessential']"
301,301,0.0,0.5288,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['president', 'finally', 'speak', 'let', 'adhere', 'coronaupdate', 'covid', 'covidnigeria', 'covid']"
302,302,0.0,0.5154,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['administration', 'explain', 'go', 'buy', 'ton', 'booze', 'right_now', 'go', 'pickup', 'rec', 'cannabis', 'literally', 'kill', 'destroy', 'family', 'other', 'one', 'cannabis']"
303,303,0.0,0.621,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['day', 'dance', 'stayhome']"
304,304,0.0,0.4296,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['flatoutttttt', 'do', 'covidlockdown', 'ovaaaa', 'book', 'frennnnn', 'taray', 'hit', 'party', 'bind', 'downtown']"
305,305,0.0,0.7257,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['re', 'all', 'scared', 'confused', 'bored', 'pandemic', 'so', 'let', 'go', 'see', 'affect', 'resident', 'beanotown', 'covid', 'covid', 'lockdown', 'pandemic', 'coronavirus', 'coviduk', 'beanotown', 'beano', 'thebeano']"
306,306,0.0,0.4712,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['dear', 'pm', 'hoon', 'se', 'sahmat', 'hoon', 'loan', 'pay', 'loan', 'mere']"
307,307,0.0,0.6184,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['stay', 'home', 'protect', 'nhs', 'save_live', 'covid', 'coronavirus', 'cfrs', 'ez', 'essex', 'stayhome', 'savelive', 'cpr', 'protectthenhs', 'community']"
308,308,0.0,0.6355,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['wonder', 'government', 'long', 'term', 'plan', 'economy', 'job', 'covidー', 'coronavirusuk']"
309,309,0.0,0.6148,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['create', 'standardized', 'level', 'quarantine', 'lockdown', 'here', 'lessen', 'confusion', 'state', 'state']"
310,310,0.0,0.4852,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['keep', 'active', 'covid', 'check', 'youtube', 'great', 'fitness', 'video', 'kid', 'teenager', 'grow', 'up', 'love', 'body', 'coach', 'lockdown']"
311,311,0.0,0.5565,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['respect', 'madam', 'covid', 'lockdown', 'loan', 'application', 'cashbeam', 'kreditbee', 'application', 'tell', 'customer', 'pay', 'loan', 'time', 'avoid', 'late', 'payment', 'charge', 'lockdown', 'possible', 'government', 'rule', 'loan', 'emi', 'isstop']"
312,312,0.0,0.5918,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['call', 'national', 'lockdown', 'contain', 'coronavirus', 'covid']"
313,313,0.0,0.7325,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lakini', 'governor', 'influence', 'money', 'phd', 'power', 'decide', 'use', 'nude', 'lure', 'lady', 'lady', 'know', 'worth', 'time', 'know', 'garbage', 'vote', 'covid', 'coronaupdate', 'covid', 'coronalesson', 'lockdown']"
314,314,0.0,0.6302,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lift', 'gradually', 'last', 'six_months', 'medical', 'official']"
315,315,0.0,0.5332,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'start', 'hasn', 'week', 'yet']"
316,316,0.0,0.6299,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['obese', 'people', 'increase', 'risk', 'bad', 'coronavirus', 'outcome', 'let', 'explain', 'obesity', 'health', 'wellness', 'lockdown', 'quarantine']"
317,317,0.0,0.5152,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['order', 'delivery', 'twice', 'covid', 'lockdown', 'begin', 'order', 'screw', 'so', 'guess', 're', 'do']"
318,318,0.0,0.5355,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['mode', 'activate', 'zimlockdown', 'covid']"
319,319,0.0,0.5913,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'pmcarefund', 'ind']"
320,320,0.0,0.6303,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['sometimes', 'slow', 'learner', 'reality', 'lockdown', 'finally', 'sink']"
321,321,0.0,0.5399,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['genuinely', 'speak', 'more', 'people', 'now', 'lockdown', 'true', 'story', 'houseparty', 'lockdown', 'covid']"
322,322,0.0,0.5168,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['dear', 'pm', 'hoon', 'se', 'sahmat', 'hoon', 'loan', 'pay', 'continue']"
323,323,0.0,0.5195,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['laju', 'tangan', 'dirumahaja']"
324,324,0.0,0.4935,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['full', 'video', 'youtube', 'survivor', 'earthquake', 'subscribe']"
325,325,0.0,0.4967,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'prevent', 'tragedy', 'adequate', 'healthcare', 'unable', 'deliver', 'basic', 'need', 'now', 'face', 'twin', 'catastrophe', 'coronavirus', 'starvation', 'covid', 'sdoh']"
326,326,0.0,0.6859,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['joy', 'nearly', 'forget', 'webfile', 're', 'midst', 'covid', 'lockdown', 'idea', 'day']"
327,327,0.0,0.4784,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['instead', 'lockdown', 'treatment', 'cure', 'covid', 'petition', 'parliament', 'start', 'tomorrow']"
328,328,0.0,0.5042,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['really', 'great', 'see', 'many', 'people', 'add', 'list', 'open', 'service', 'covid', 'lockdown', 'great', 'resource', 'add', 'too', 'opendata', 'opensource', 'openx']"
329,329,0.0,0.7293,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['however', 'south', 'african', 'call', 'agent', 'centre', 'agent', 'one', 'greatly', 'government', 'introduce', 'day', 'lockdown', 'curb', 'spread', 'covid']"
